dataset_name,name,sub,im,inceptionv3_avgpool,clip_final,alexnet_2,alexnet_5,efficientnet_avgpool,swav_avgpool,PixCorr,SSIM,dreamsim
deeprecon,art,KS,1,0.9230769230769231,0.1282051282051282,0.9487179487179487,0.9487179487179487,1.0041001,0.6539916,0.3820116145434765,0.4652836356258571,0.8484563827514648
deeprecon,art,KS,2,0.23076923076923078,0.48717948717948717,0.7692307692307693,0.9487179487179487,0.9963404,0.6835716,0.0033613984048183887,0.12821255815827962,0.7913845777511597
deeprecon,art,KS,3,0.6923076923076923,0.6153846153846154,0.8205128205128205,0.6923076923076923,1.0360768,0.6656684,0.04915950976528602,0.3738824845105577,0.9211271405220032
deeprecon,art,KS,4,0.9230769230769231,0.9230769230769231,0.9743589743589743,0.9487179487179487,0.9756829,0.4853102,0.26027591725968213,0.7634493014737742,0.8952760696411133
deeprecon,art,KS,5,0.6666666666666666,0.07692307692307693,0.9230769230769231,0.8717948717948718,1.0202062,0.7749897,0.006729497154208424,0.09593831121015352,0.8252890110015869
deeprecon,art,KS,6,0.20512820512820512,0.38461538461538464,0.7435897435897436,0.5641025641025641,1.054208,0.7681528,0.12111797103164991,0.06124277902343729,0.8989320397377014
deeprecon,art,KS,7,0.10256410256410256,0.5897435897435898,1.0,0.8974358974358975,1.0039395,0.6663426,0.3808577862372094,0.3248550449548933,0.862343430519104
deeprecon,art,KS,8,0.8974358974358975,0.0,0.9230769230769231,0.7948717948717948,1.0410765,0.65595186,0.3296129978267306,0.4537091188543812,0.855340838432312
deeprecon,art,KS,9,1.0,0.6923076923076923,1.0,0.9743589743589743,0.9446267,0.7648587,-0.0033234560014685317,0.19208224647881766,0.8394064903259277
deeprecon,art,KS,10,0.5897435897435898,0.6153846153846154,0.9487179487179487,0.9743589743589743,1.0122031,0.49459517,0.2440766260102436,0.7047392906957165,0.8584582209587097
deeprecon,art,KS,11,0.5897435897435898,0.6923076923076923,0.9230769230769231,0.6923076923076923,1.0147431,0.44995642,0.07650235619158298,0.7026323199927252,0.8278226852416992
deeprecon,art,KS,12,0.3076923076923077,0.2564102564102564,0.8205128205128205,0.5384615384615384,0.9460202,0.48688352,-0.023705354473920203,0.6721588208145725,0.8318138122558594
deeprecon,art,KS,13,0.6666666666666666,0.8205128205128205,0.8974358974358975,0.9743589743589743,0.9977202,0.74473083,0.26659009987661936,0.08001634244404082,0.7813395857810974
deeprecon,art,KS,14,0.358974358974359,0.9487179487179487,0.9487179487179487,0.7948717948717948,0.99979913,0.57104206,-0.09881299866068373,0.7969299059697698,0.8658586740493774
deeprecon,art,KS,15,0.20512820512820512,1.0,1.0,0.9230769230769231,1.0309063,0.6729857,-0.08962853553713512,0.18674926615311915,0.8618033528327942
deeprecon,art,KS,16,0.5128205128205128,0.6666666666666666,0.9487179487179487,1.0,0.9329007,0.4398324,0.19835018762703024,0.7594000829672369,0.8346372842788696
deeprecon,art,KS,17,0.5641025641025641,0.3076923076923077,0.8974358974358975,0.6666666666666666,0.97568786,0.7655018,0.13807250122899448,0.058956721365800206,0.9408836960792542
deeprecon,art,KS,18,0.48717948717948717,0.6666666666666666,0.3333333333333333,0.5897435897435898,1.0776374,0.7423279,-0.19301774284943918,0.19766081466564372,0.9624273180961609
deeprecon,art,KS,19,0.7435897435897436,0.28205128205128205,1.0,0.8974358974358975,1.0256485,0.6908724,-0.17207488663438017,0.5133545194151075,0.8462629914283752
deeprecon,art,KS,20,0.1282051282051282,0.5897435897435898,0.8974358974358975,0.717948717948718,1.0074726,0.5073627,0.20704817088498303,0.7360931926286555,0.9170151352882385
deeprecon,art,KS,21,0.5384615384615384,0.1282051282051282,0.6923076923076923,0.9743589743589743,0.9857285,0.47426158,0.4043146108923006,0.7122712364668764,0.8457047939300537
deeprecon,art,KS,22,0.07692307692307693,0.46153846153846156,0.9487179487179487,0.8717948717948718,0.98587245,0.6072371,0.41735145628340226,0.34221062833835975,0.8808298707008362
deeprecon,art,KS,23,0.1794871794871795,0.6410256410256411,1.0,0.8974358974358975,1.0089971,0.54850113,0.2123920568571584,0.6834046282123745,0.8873193860054016
