,vdvae,cliptext_final,cliptext_tokens,clipvision_final,clipvision_patches,id_acc_vdvae,id_acc_cliptext,id_acc_clipvision,im,dataset,sub,test_dataset,algorithm,pert_algorithm,pert_type,pert_epsilon,pert_n,pert_ratio,pert_max_steps
25,0.0103936402009639,0.6628622066190957,0.6186901970257191,0.6600674426059228,0.467099045583295,0.7959183673469388,0.8163265306122449,0.8571428571428571,26,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
26,0.0257375951800438,0.7549230873536701,0.7111616192385646,0.6244570201854298,0.4421324144251945,1.0,0.9591836734693877,0.9183673469387755,27,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
27,0.0241122487292921,0.7222000274284385,0.6899057290599081,0.6626124356995476,0.4859156358348984,0.9795918367346939,1.0,0.9387755102040817,28,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
28,0.0221181920936223,0.7055926852736947,0.6576095351617032,0.5971611895744688,0.492553731232219,1.0,0.9387755102040817,1.0,29,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
29,-0.0049259890684087,0.6965145379378377,0.6632290508810148,0.6008353741159129,0.4464621450371879,0.2857142857142857,1.0,0.9183673469387755,30,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
30,0.035260688946542,0.6737600863537279,0.6424608459634809,0.7597024590131743,0.4631966094805203,1.0,0.9183673469387755,0.9387755102040817,31,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
31,0.0174668521082206,0.7398121260524674,0.6938982846872971,0.7316491413868152,0.4695523183818542,0.9591836734693877,0.9387755102040817,0.8163265306122449,32,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
32,0.0050423770373238,0.7338838363023084,0.6955886774082678,0.7640831476595672,0.5354258451069567,0.5102040816326531,1.0,0.9591836734693877,33,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
33,0.003628930631759,0.7173384407772575,0.6670593606652891,0.3837321278417231,0.4390499664050841,0.5102040816326531,0.7142857142857143,0.9387755102040817,34,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
34,0.0075688629802377,0.6880266674864143,0.6387881606194936,0.6334150012489351,0.4047064679981537,0.7959183673469388,0.8979591836734694,0.673469387755102,35,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
35,0.0097418431625385,0.6802518054469493,0.6457644865395399,0.5671655434796257,0.3895273915770625,0.7142857142857143,0.8367346938775511,0.2857142857142857,36,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
36,0.0234989742585663,0.7100288903502278,0.6639123516684438,0.6795008968861124,0.5545097047071897,0.9795918367346939,0.46938775510204084,0.9183673469387755,37,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
37,0.0072044444605567,0.6109590034803281,0.5686325589187529,0.660424539164794,0.3850358933617658,0.7346938775510204,0.46938775510204084,0.14285714285714285,38,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
38,-0.0023966103333712,0.7373399848480399,0.6963252070387105,0.6178113802089716,0.4709313679838299,0.3469387755102041,0.8163265306122449,0.8367346938775511,39,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
39,0.0160651800615568,0.6041193888108266,0.5711798846613331,0.5638150551823323,0.4103472976499704,0.8979591836734694,0.6326530612244898,0.4897959183673469,40,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
40,0.0135022196358752,0.7476506807437647,0.7215649728996009,0.6947406494023205,0.4955894598010783,0.8979591836734694,0.7142857142857143,0.9387755102040817,41,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
41,-0.0042854085302082,0.7293760690658664,0.6786691384734832,0.588168450265123,0.4500660659388037,0.14285714285714285,0.9387755102040817,0.8979591836734694,42,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
42,0.0287249314357408,0.7238241966845745,0.6915324756319858,0.6056676622902768,0.48666030493508,1.0,0.8775510204081632,0.9795918367346939,43,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
43,0.008686332578476,0.7458088639297976,0.7071702723485364,0.8058378668006443,0.5070908367424142,0.7755102040816326,0.9795918367346939,0.9591836734693877,44,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
44,0.0197318606583296,0.7240818957949918,0.689984315513093,0.6363394309467533,0.4382265787308683,0.9387755102040817,0.8979591836734694,0.6530612244897959,45,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
45,0.0135327941459009,0.698766934704829,0.6547798829364943,0.567519435559144,0.5215932280317782,0.8163265306122449,0.9183673469387755,0.9591836734693877,46,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
46,0.0063719258379572,0.7248306569850609,0.6908594584165333,0.6517525500607627,0.5281696773444379,0.5918367346938775,0.9387755102040817,1.0,47,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
47,0.0332512670995641,0.685635068947905,0.6553936972393604,0.6407458857606994,0.5116844263841513,1.0,0.7959183673469388,0.9387755102040817,48,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
48,-0.0001229681846824,0.7188878633225192,0.7000268462293875,0.6399598037497719,0.5362339608613108,0.3469387755102041,0.9591836734693877,1.0,49,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
49,0.0203746240997971,0.8022674004505554,0.7675335552537472,0.6473433865905506,0.5016315978319423,1.0,1.0,1.0,50,deeprecon,AM,test,brain_diffuser,NO_PERT,,,,,
0,0.0087966727684474,0.7494069380874051,0.7053878998217612,0.6217372899376541,0.4973476080188925,0.717948717948718,0.9487179487179487,0.5897435897435898,1,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
1,-0.004413624068952,0.5766350513898033,0.5341133223966301,0.5240882435860307,0.4180367725293387,0.28205128205128205,0.4358974358974359,0.358974358974359,2,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
2,0.0011119948328554,0.5336062738086613,0.4526594959114773,0.4774390766808306,0.3178844966554868,0.5128205128205128,0.05128205128205128,0.10256410256410256,3,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
3,0.0035231505863422,0.6668554619650496,0.6313695607339006,0.6044735446610398,0.5732739740428516,0.5897435897435898,0.6923076923076923,0.7435897435897436,4,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
4,0.0020452897748097,0.553614519026158,0.5033555401154978,0.4063410701643724,0.4013309665062483,0.38461538461538464,0.20512820512820512,0.23076923076923078,5,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
5,0.0103720440228899,0.5549724148832765,0.5018719988368662,0.4856561659137494,0.3157495011678826,0.8461538461538461,0.3333333333333333,0.05128205128205128,6,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
6,-0.0006205782547976,0.5758790658713953,0.5633486264420857,0.5116837028143219,0.3508188742069598,0.38461538461538464,0.38461538461538464,0.1282051282051282,7,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
7,0.0084594983808517,0.7411006462789735,0.719772593371454,0.5732894668227541,0.505183004269003,0.6666666666666666,0.9743589743589743,0.6410256410256411,8,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
8,-0.0052894859196183,0.5253945879963033,0.488750002106804,0.5094609076217581,0.3977690088229869,0.15384615384615385,0.15384615384615385,0.1794871794871795,9,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
9,0.0202274998713958,0.6739952028344776,0.6379371822339611,0.6355751212797399,0.6297109719777394,1.0,0.7435897435897436,0.9743589743589743,10,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
10,0.0134127554786977,0.6804805576297533,0.6522289005752918,0.5682311897750051,0.5529832019972684,0.8461538461538461,0.8717948717948718,0.6410256410256411,11,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
11,0.0091198469778569,0.6368917789340252,0.5967794172211678,0.5294827954404894,0.5732699916079791,0.8461538461538461,0.717948717948718,0.7692307692307693,12,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
12,0.0218045017124974,0.4836166013723096,0.4353781489003543,0.3900642350286382,0.3170965024689849,0.8974358974358975,0.02564102564102564,0.0,13,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
13,0.0092150175049409,0.7153359746386896,0.7039632767245099,0.6124172246508528,0.610163046972602,0.8717948717948718,0.9487179487179487,0.8974358974358975,14,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
14,0.0061311819399261,0.5367585246577968,0.5044555280965924,0.5273493533908128,0.4407112415658669,0.6666666666666666,0.38461538461538464,0.4358974358974359,15,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
15,0.0036976099735779,0.739854049290272,0.7226664811016903,0.6086228564274895,0.609757242629789,0.6410256410256411,0.9230769230769231,0.9487179487179487,16,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
16,0.0002307507822475,0.6098392533306543,0.5672322753380352,0.5055323175883857,0.4174849675588285,0.3076923076923077,0.3333333333333333,0.3333333333333333,17,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
17,0.0159382050534015,0.5784123490203146,0.5448991001561382,0.5426358496499332,0.4254285793978498,0.9230769230769231,0.4358974358974359,0.41025641025641024,18,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
18,0.0088677781935889,0.7241963723700382,0.7060325806402578,0.5358131603699187,0.4873142542008898,0.8205128205128205,0.7948717948717948,0.5897435897435898,19,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
19,0.0104450781656906,0.7416990122958613,0.7371768829633633,0.667921780490562,0.5955110038815388,0.8461538461538461,1.0,0.9230769230769231,20,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
20,0.00525782465318,0.6913355591666994,0.6660487842872362,0.5787805228705214,0.5670302647320948,0.6153846153846154,0.9230769230769231,0.8205128205128205,21,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
21,0.0014460348833558,0.6767502172576914,0.6486896259936874,0.506697404261986,0.4524681570598053,0.358974358974359,0.6923076923076923,0.46153846153846156,22,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
22,0.0079950994867089,0.6648153408321731,0.6605115242676505,0.566391828291795,0.5718409075362817,0.7948717948717948,0.7435897435897436,0.6923076923076923,23,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
23,-0.0013616049512879,0.7619048501196988,0.7533986626583097,0.6091089170782676,0.6057593410260562,0.3333333333333333,1.0,0.8974358974358975,24,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
24,0.0052103580180959,0.6631739068084183,0.6181499736707562,0.5096107524021547,0.5115291171541275,0.6410256410256411,0.6410256410256411,0.6153846153846154,25,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
25,0.0258340789543697,0.7169360158844964,0.7072613863832675,0.5228594648252671,0.5534811418473161,1.0,0.7692307692307693,0.8461538461538461,26,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
26,0.011200720957729,0.6730203305315551,0.6497228822741549,0.5935423318303026,0.5724930588998315,0.7435897435897436,0.8974358974358975,0.7948717948717948,27,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
27,-0.0079066154670155,0.5945669643266617,0.5397196299947182,0.5087564840235105,0.4158258991417093,0.2564102564102564,0.2564102564102564,0.28205128205128205,28,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
28,0.0024854064678228,0.5919051806368215,0.5251361374814033,0.5766646693400682,0.4128013707438691,0.46153846153846156,0.20512820512820512,0.3333333333333333,29,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
29,0.009247785044785,0.6802486971051463,0.6426855050619596,0.6243369288114482,0.4874326537316755,0.7435897435897436,0.5897435897435898,0.5384615384615384,30,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
30,0.012368301261514,0.6804007258210821,0.6540302617061674,0.5813028404939897,0.592694270855878,0.9487179487179487,0.8461538461538461,0.8461538461538461,31,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
31,0.0166599763912939,0.6227324923926075,0.5726615521342456,0.3282698375143244,0.3980617777541846,0.7948717948717948,0.3076923076923077,0.41025641025641024,32,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
32,0.0300879813538065,0.6329501844576428,0.59638339656252,0.4750980283443065,0.51914683272466,0.9743589743589743,0.5897435897435898,0.5897435897435898,33,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
33,0.0189998996334181,0.6939090880165547,0.6586855100138214,0.5950772214921349,0.5844460501058799,0.8974358974358975,0.8717948717948718,0.7948717948717948,34,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
34,-0.0095661972785222,0.5260724017098779,0.4754472970323442,0.5064204473203102,0.3802858016060716,0.10256410256410256,0.1282051282051282,0.15384615384615385,35,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
35,-0.0021467901665273,0.5864284333210451,0.5501384899809072,0.6011141672815237,0.4074701832512483,0.23076923076923078,0.46153846153846156,0.3076923076923077,36,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
36,0.0239058471721784,0.7301318008638369,0.7093056284729043,0.5810360894673364,0.626432821470189,1.0,0.9487179487179487,1.0,37,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
37,0.0333012214207471,0.5165323900865156,0.4446482786478061,0.4876599551631461,0.3381375949464091,1.0,0.10256410256410256,0.07692307692307693,38,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
38,0.0084587585333095,0.654355149197716,0.6198942656541775,0.6314999825752502,0.4560299690912025,0.6410256410256411,0.6923076923076923,0.5128205128205128,39,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
39,0.0002834961176245,0.5557102347911539,0.5003226879169214,0.5377870539049043,0.3404129972965032,0.3333333333333333,0.38461538461538464,0.10256410256410256,40,deeprecon,AM,art,brain_diffuser,NO_PERT,,,,,
0,0.0304577158213789,0.7350118390014484,0.6897761184227434,0.7621409531177539,0.4848558567358557,1.0,0.9795918367346939,1.0,1,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
1,0.0067059520607344,0.7365295682313701,0.6722127183190056,0.6688137171739608,0.4487929375911527,0.7142857142857143,1.0,0.7551020408163265,2,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
2,0.0135232579030816,0.772111979582131,0.7254680556108553,0.704785731801684,0.433543538224412,0.9183673469387755,0.9591836734693877,0.5306122448979592,3,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
3,0.0070057351412782,0.6785050496982558,0.6503606391403063,0.5322496768381463,0.4523276170812217,0.6530612244897959,0.9591836734693877,0.8163265306122449,4,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
4,0.0165772512124193,0.7594326737770954,0.7211945445520027,0.6567240282085149,0.4253907155226998,0.9591836734693877,1.0,0.46938775510204084,5,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
5,0.0141277956560758,0.81747015048786,0.7837591085051022,0.72095993989478,0.5111578765290362,0.8979591836734694,1.0,0.9795918367346939,6,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
6,0.000769314838104,0.6931067816070295,0.643606584625079,0.7257325700601398,0.4131164185058306,0.3469387755102041,1.0,0.7142857142857143,7,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
7,0.0225393442980349,0.7482731422572907,0.7061585589035863,0.5734854526865052,0.5194293843840229,0.9795918367346939,0.8571428571428571,0.8979591836734694,8,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
8,0.0163802800757062,0.784035462369367,0.7405269212555715,0.6834548342974612,0.4234090671710631,0.8979591836734694,1.0,0.7142857142857143,9,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
9,0.0176368451962176,0.7110411974932325,0.6749340208667712,0.6247249240928378,0.4772322580788945,0.9387755102040817,0.9387755102040817,0.673469387755102,10,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
10,0.0108100673403026,0.7140581600043905,0.6659639379659087,0.6636421187029132,0.4181941257735149,0.8163265306122449,0.9183673469387755,0.5102040816326531,11,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
11,0.0093414954678189,0.7436491272369843,0.6901294125903472,0.7011078019419923,0.4724879696818655,0.6938775510204082,0.8979591836734694,0.9387755102040817,12,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
12,0.0056881399072772,0.6261110354456698,0.5732789980001175,0.6968189610633996,0.3987469718620578,0.6326530612244898,0.6938775510204082,0.14285714285714285,13,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
13,0.0208638223103135,0.604950603584135,0.5680170849518866,0.5714240845310631,0.4087103537194999,0.9795918367346939,0.5510204081632653,0.32653061224489793,14,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
14,0.0297733969373145,0.5522759742491185,0.5379486392700952,0.5768751003153734,0.3799470980449546,1.0,0.6938775510204082,0.5306122448979592,15,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
15,0.0152693906070722,0.7768014293443696,0.7371210836525907,0.4228364983728101,0.4695999917950948,0.8775510204081632,1.0,1.0,16,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
16,0.0083076356295788,0.6891373162825667,0.6360116365394729,0.6311417070807172,0.4680614195966216,0.7142857142857143,0.9183673469387755,0.8775510204081632,17,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
17,0.0125904768338328,0.7351942346266015,0.7182531010261594,0.6641023039175088,0.4253505485312339,0.8979591836734694,0.9591836734693877,0.9591836734693877,18,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
18,0.0107660151159189,0.6801980521105156,0.6415139586204938,0.6676450871826823,0.4120850371561378,0.6938775510204082,0.7142857142857143,0.5510204081632653,19,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
19,-0.00346769512165,0.708904030718576,0.6541113345983945,0.6138240839700362,0.4815869638869705,0.1836734693877551,0.7959183673469388,0.8571428571428571,20,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
20,0.0044360001541577,0.4942754424226185,0.4798025918714548,0.6086216711909698,0.4048666379980902,0.42857142857142855,0.5918367346938775,0.5102040816326531,21,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
21,0.0074970014372157,0.7645446017973204,0.7300891151917346,0.7092129524846984,0.5067011464648169,0.7755102040816326,0.9795918367346939,1.0,22,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
22,0.0203156465397205,0.7747925511465203,0.7442664211281209,0.6704340600497889,0.4600825612742784,0.9591836734693877,0.9795918367346939,0.7959183673469388,23,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
23,0.0144337630993339,0.713552857468665,0.6770694417674145,0.6160059237510106,0.4702715103980024,0.8163265306122449,0.7959183673469388,0.9795918367346939,24,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
24,0.0192915726821675,0.7590786249543306,0.7164797623939184,0.5783289200589491,0.5221981004345647,1.0,1.0,0.9795918367346939,25,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
25,0.0103936402009639,0.6628622066190957,0.6186901970257191,0.6442758622383057,0.4506747673732356,0.7959183673469388,0.8163265306122449,0.8775510204081632,26,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
26,0.0257375951800438,0.7549230873536701,0.7111616192385646,0.6163712103755631,0.4311029057559052,1.0,0.9591836734693877,0.9387755102040817,27,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
27,0.0241122487292921,0.7222000274284385,0.6899057290599081,0.65475889240324,0.4849976870377564,0.9795918367346939,1.0,0.9591836734693877,28,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
28,0.0221181920936223,0.7055926852736947,0.6576095351617032,0.6178436554278328,0.4777468996546474,1.0,0.9387755102040817,1.0,29,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
29,-0.0049259890684087,0.6965145379378377,0.6632290508810148,0.5914956160139099,0.4415959000169762,0.2857142857142857,1.0,0.9795918367346939,30,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
30,0.035260688946542,0.6737600863537279,0.6424608459634809,0.7677834734045326,0.4614243874230589,1.0,0.9183673469387755,0.9795918367346939,31,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
31,0.0174668521082206,0.7398121260524674,0.6938982846872971,0.7117778298823472,0.464574961860202,0.9591836734693877,0.9387755102040817,0.8163265306122449,32,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
32,0.0050423770373238,0.7338838363023084,0.6955886774082678,0.7530853692475742,0.5204900384205123,0.5102040816326531,1.0,0.9795918367346939,33,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
33,0.003628930631759,0.7173384407772575,0.6670593606652891,0.3824072788543581,0.4381208102212553,0.5102040816326531,0.7142857142857143,0.9387755102040817,34,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
34,0.0075688629802377,0.6880266674864143,0.6387881606194936,0.6313055987303847,0.4074035986999486,0.7959183673469388,0.8979591836734694,0.7346938775510204,35,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
35,0.0097418431625385,0.6802518054469493,0.6457644865395399,0.5879073508369214,0.4165006125982489,0.7142857142857143,0.8367346938775511,0.4897959183673469,36,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
36,0.0234989742585663,0.7100288903502278,0.6639123516684438,0.7118629341119034,0.5581653262292472,0.9795918367346939,0.46938775510204084,1.0,37,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
37,0.0072044444605567,0.6109590034803281,0.5686325589187529,0.6600115842097307,0.3865868723312612,0.7346938775510204,0.46938775510204084,0.16326530612244897,38,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
38,-0.0023966103333712,0.7373399848480399,0.6963252070387105,0.5972905938968134,0.4387724573794082,0.3469387755102041,0.8163265306122449,0.5918367346938775,39,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
39,0.0160651800615568,0.6041193888108266,0.5711798846613331,0.5824110829580126,0.4061881507691602,0.8979591836734694,0.6326530612244898,0.5918367346938775,40,deeprecon,AM,test,brain_diffuser,fgsm,friendly,0,5,,
