,ft_name,profile_corr,dataset,sub,test_dataset,algorithm,pert_algorithm,pert_type,pert_epsilon,pert_n,pert_ratio,pert_max_steps
0,vdvae,0.0004734029439754,deeprecon,ES,art,brain_diffuser,fgsm,friendly,0,5,,
1,cliptext_final,0.0478186523217342,deeprecon,ES,art,brain_diffuser,fgsm,friendly,0,5,,
2,cliptext_tokens,0.0589016005025498,deeprecon,ES,art,brain_diffuser,fgsm,friendly,0,5,,
3,clipvision_final,0.019805500563216,deeprecon,ES,art,brain_diffuser,fgsm,friendly,0,5,,
4,clipvision_patches,0.036676526902552,deeprecon,ES,art,brain_diffuser,fgsm,friendly,0,5,,
0,vdvae,0.0008130674636661,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,90-10,500
1,cliptext_final,0.2780724714847875,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,90-10,500
2,cliptext_tokens,0.270412758397955,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,90-10,500
3,clipvision_final,0.2321397803923293,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,90-10,500
4,clipvision_patches,0.0842584261803509,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,90-10,500
0,vdvae,0.0004734029439754,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,90-10,500
1,cliptext_final,0.0478186523217342,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,90-10,500
2,cliptext_tokens,0.0589016005025498,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,90-10,500
3,clipvision_final,0.020029355706164,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,90-10,500
4,clipvision_patches,0.0351835789300014,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,90-10,500
0,vdvae,0.0008130674636661,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,90-10,500
1,cliptext_final,0.2780724714847875,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,90-10,500
2,cliptext_tokens,0.270412758397955,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,90-10,500
3,clipvision_final,0.2362188254731194,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,90-10,500
4,clipvision_patches,0.08396090873033,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,90-10,500
0,vdvae,0.0004734029439754,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,90-10,500
1,cliptext_final,0.0478186523217342,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,90-10,500
2,cliptext_tokens,0.0589016005025498,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,90-10,500
3,clipvision_final,0.023605699385999,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,90-10,500
4,clipvision_patches,0.0331451156816082,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,90-10,500
0,vdvae,0.0008130674636661,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,80-20,500
1,cliptext_final,0.2780724714847875,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,80-20,500
2,cliptext_tokens,0.270412758397955,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,80-20,500
3,clipvision_final,0.2276991982710793,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,80-20,500
4,clipvision_patches,0.0877793567862804,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,80-20,500
0,vdvae,0.0004734029439754,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,80-20,500
1,cliptext_final,0.0478186523217342,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,80-20,500
2,cliptext_tokens,0.0589016005025498,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,80-20,500
3,clipvision_final,0.0277302151890047,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,80-20,500
4,clipvision_patches,0.0349642168435572,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,80-20,500
0,vdvae,0.0008130674636661,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,80-20,500
1,cliptext_final,0.2780724714847875,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,80-20,500
2,cliptext_tokens,0.270412758397955,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,80-20,500
3,clipvision_final,0.2291882925860706,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,80-20,500
4,clipvision_patches,0.0869495782598605,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,80-20,500
0,vdvae,0.0004734029439754,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,80-20,500
1,cliptext_final,0.0478186523217342,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,80-20,500
2,cliptext_tokens,0.0589016005025498,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,80-20,500
3,clipvision_final,0.0225901186950783,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,80-20,500
4,clipvision_patches,0.033480676861843,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,80-20,500
0,vdvae,0.0008130674636661,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,70-30,500
1,cliptext_final,0.2780724714847875,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,70-30,500
2,cliptext_tokens,0.270412758397955,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,70-30,500
3,clipvision_final,0.2058712667639509,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,70-30,500
4,clipvision_patches,0.0816661927696173,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,70-30,500
0,vdvae,0.0004734029439754,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,70-30,500
1,cliptext_final,0.0478186523217342,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,70-30,500
2,cliptext_tokens,0.0589016005025498,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,70-30,500
3,clipvision_final,0.0223656236250069,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,70-30,500
4,clipvision_patches,0.0359305710973327,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,70-30,500
0,vdvae,0.0008130674636661,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,70-30,500
1,cliptext_final,0.2780724714847875,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,70-30,500
2,cliptext_tokens,0.270412758397955,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,70-30,500
3,clipvision_final,0.2170060000910783,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,70-30,500
4,clipvision_patches,0.0821989064731802,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,70-30,500
0,vdvae,0.0004734029439754,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,70-30,500
1,cliptext_final,0.0478186523217342,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,70-30,500
2,cliptext_tokens,0.0589016005025498,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,70-30,500
3,clipvision_final,0.0298955308252827,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,70-30,500
4,clipvision_patches,0.0334879157941058,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,70-30,500
0,vdvae,0.0008130674636661,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,50-50,500
1,cliptext_final,0.2780724714847875,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,50-50,500
2,cliptext_tokens,0.270412758397955,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,50-50,500
3,clipvision_final,0.1810748903863339,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,50-50,500
4,clipvision_patches,0.0817513268521782,deeprecon,ES,test,brain_diffuser,ic,adversarial,,5,50-50,500
0,vdvae,0.0004734029439754,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,50-50,500
1,cliptext_final,0.0478186523217342,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,50-50,500
2,cliptext_tokens,0.0589016005025498,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,50-50,500
3,clipvision_final,0.0264766000722665,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,50-50,500
4,clipvision_patches,0.0344263447427281,deeprecon,ES,art,brain_diffuser,ic,adversarial,,5,50-50,500
0,vdvae,0.0008130674636661,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,50-50,500
1,cliptext_final,0.2780724714847875,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,50-50,500
2,cliptext_tokens,0.270412758397955,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,50-50,500
3,clipvision_final,0.1900318673998969,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,50-50,500
4,clipvision_patches,0.0836867793217013,deeprecon,ES,test,brain_diffuser,ic,friendly,,5,50-50,500
0,vdvae,0.0004734029439754,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,50-50,500
1,cliptext_final,0.0478186523217342,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,50-50,500
2,cliptext_tokens,0.0589016005025498,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,50-50,500
3,clipvision_final,0.0340065790651501,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,50-50,500
4,clipvision_patches,0.0345195463205187,deeprecon,ES,art,brain_diffuser,ic,friendly,,5,50-50,500
0,vdvae,0.0008130674636661,deeprecon,ES,test,brain_diffuser,fgsm,adversarial,0.03,5,,
1,cliptext_final,0.2780724714847875,deeprecon,ES,test,brain_diffuser,fgsm,adversarial,0.03,5,,
2,cliptext_tokens,0.270412758397955,deeprecon,ES,test,brain_diffuser,fgsm,adversarial,0.03,5,,
3,clipvision_final,0.2333539597900747,deeprecon,ES,test,brain_diffuser,fgsm,adversarial,0.03,5,,
4,clipvision_patches,0.0922776755377512,deeprecon,ES,test,brain_diffuser,fgsm,adversarial,0.03,5,,
0,vdvae,0.0004734029439754,deeprecon,ES,art,brain_diffuser,fgsm,adversarial,0.03,5,,
1,cliptext_final,0.0478186523217342,deeprecon,ES,art,brain_diffuser,fgsm,adversarial,0.03,5,,
2,cliptext_tokens,0.0589016005025498,deeprecon,ES,art,brain_diffuser,fgsm,adversarial,0.03,5,,
3,clipvision_final,0.0234062060902462,deeprecon,ES,art,brain_diffuser,fgsm,adversarial,0.03,5,,
4,clipvision_patches,0.0371649250637681,deeprecon,ES,art,brain_diffuser,fgsm,adversarial,0.03,5,,
0,vdvae,0.0008130674636661,deeprecon,ES,test,brain_diffuser,fgsm,friendly,0.03,5,,
1,cliptext_final,0.2780724714847875,deeprecon,ES,test,brain_diffuser,fgsm,friendly,0.03,5,,
2,cliptext_tokens,0.270412758397955,deeprecon,ES,test,brain_diffuser,fgsm,friendly,0.03,5,,
3,clipvision_final,0.233460124044886,deeprecon,ES,test,brain_diffuser,fgsm,friendly,0.03,5,,
4,clipvision_patches,0.0903501308571447,deeprecon,ES,test,brain_diffuser,fgsm,friendly,0.03,5,,
0,vdvae,0.0004734029439754,deeprecon,ES,art,brain_diffuser,fgsm,friendly,0.03,5,,
1,cliptext_final,0.0478186523217342,deeprecon,ES,art,brain_diffuser,fgsm,friendly,0.03,5,,
2,cliptext_tokens,0.0589016005025498,deeprecon,ES,art,brain_diffuser,fgsm,friendly,0.03,5,,
3,clipvision_final,0.0240663376384678,deeprecon,ES,art,brain_diffuser,fgsm,friendly,0.03,5,,
4,clipvision_patches,0.0356957457879609,deeprecon,ES,art,brain_diffuser,fgsm,friendly,0.03,5,,
0,vdvae,0.0008293445328541,deeprecon,JK,test,brain_diffuser,NO_PERT,,,,,
1,cliptext_final,0.2625327665162527,deeprecon,JK,test,brain_diffuser,NO_PERT,,,,,
2,cliptext_tokens,0.2569457062446137,deeprecon,JK,test,brain_diffuser,NO_PERT,,,,,
3,clipvision_final,0.2164704120609432,deeprecon,JK,test,brain_diffuser,NO_PERT,,,,,
4,clipvision_patches,0.0857074531092917,deeprecon,JK,test,brain_diffuser,NO_PERT,,,,,
0,vdvae,0.0002244844750728,deeprecon,JK,art,brain_diffuser,NO_PERT,,,,,
1,cliptext_final,0.025907488543502,deeprecon,JK,art,brain_diffuser,NO_PERT,,,,,
2,cliptext_tokens,0.0374040688102292,deeprecon,JK,art,brain_diffuser,NO_PERT,,,,,
3,clipvision_final,0.0206615461186872,deeprecon,JK,art,brain_diffuser,NO_PERT,,,,,
4,clipvision_patches,0.0494550097968886,deeprecon,JK,art,brain_diffuser,NO_PERT,,,,,
0,vdvae,0.0008293445328541,deeprecon,JK,test,brain_diffuser,fgsm,friendly,0,5,,
1,cliptext_final,0.2625327665162527,deeprecon,JK,test,brain_diffuser,fgsm,friendly,0,5,,
2,cliptext_tokens,0.2569457062446137,deeprecon,JK,test,brain_diffuser,fgsm,friendly,0,5,,
3,clipvision_final,0.2267882125002183,deeprecon,JK,test,brain_diffuser,fgsm,friendly,0,5,,
4,clipvision_patches,0.0805556823553036,deeprecon,JK,test,brain_diffuser,fgsm,friendly,0,5,,
0,vdvae,0.0002244844750728,deeprecon,JK,art,brain_diffuser,fgsm,friendly,0,5,,
1,cliptext_final,0.025907488543502,deeprecon,JK,art,brain_diffuser,fgsm,friendly,0,5,,
2,cliptext_tokens,0.0374040688102292,deeprecon,JK,art,brain_diffuser,fgsm,friendly,0,5,,
3,clipvision_final,0.0233310921690288,deeprecon,JK,art,brain_diffuser,fgsm,friendly,0,5,,
4,clipvision_patches,0.0458731928975274,deeprecon,JK,art,brain_diffuser,fgsm,friendly,0,5,,
0,vdvae,0.0008293445328541,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,90-10,500
1,cliptext_final,0.2625327665162527,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,90-10,500
2,cliptext_tokens,0.2569457062446137,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,90-10,500
3,clipvision_final,0.2147944626953242,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,90-10,500
4,clipvision_patches,0.0794820541739674,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,90-10,500
0,vdvae,0.0002244844750728,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,90-10,500
1,cliptext_final,0.025907488543502,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,90-10,500
2,cliptext_tokens,0.0374040688102292,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,90-10,500
3,clipvision_final,0.0342526433479496,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,90-10,500
4,clipvision_patches,0.0442320131690366,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,90-10,500
0,vdvae,0.0008293445328541,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,90-10,500
1,cliptext_final,0.2625327665162527,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,90-10,500
2,cliptext_tokens,0.2569457062446137,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,90-10,500
3,clipvision_final,0.2169287337866547,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,90-10,500
4,clipvision_patches,0.077781295751302,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,90-10,500
0,vdvae,0.0002244844750728,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,90-10,500
1,cliptext_final,0.025907488543502,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,90-10,500
2,cliptext_tokens,0.0374040688102292,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,90-10,500
3,clipvision_final,0.0284263829796385,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,90-10,500
4,clipvision_patches,0.0425773690769261,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,90-10,500
0,vdvae,0.0008293445328541,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,80-20,500
1,cliptext_final,0.2625327665162527,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,80-20,500
2,cliptext_tokens,0.2569457062446137,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,80-20,500
3,clipvision_final,0.2071491822763796,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,80-20,500
4,clipvision_patches,0.0822440311351773,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,80-20,500
0,vdvae,0.0002244844750728,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,80-20,500
1,cliptext_final,0.025907488543502,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,80-20,500
2,cliptext_tokens,0.0374040688102292,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,80-20,500
3,clipvision_final,0.0345130786626929,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,80-20,500
4,clipvision_patches,0.0437370057986619,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,80-20,500
0,vdvae,0.0008293445328541,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,80-20,500
1,cliptext_final,0.2625327665162527,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,80-20,500
2,cliptext_tokens,0.2569457062446137,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,80-20,500
3,clipvision_final,0.2097234015647574,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,80-20,500
4,clipvision_patches,0.081154221615969,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,80-20,500
0,vdvae,0.0002244844750728,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,80-20,500
1,cliptext_final,0.025907488543502,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,80-20,500
2,cliptext_tokens,0.0374040688102292,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,80-20,500
3,clipvision_final,0.0289299325631462,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,80-20,500
4,clipvision_patches,0.0424258695814427,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,80-20,500
0,vdvae,0.0008293445328541,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,70-30,500
1,cliptext_final,0.2625327665162527,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,70-30,500
2,cliptext_tokens,0.2569457062446137,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,70-30,500
3,clipvision_final,0.1909786634620944,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,70-30,500
4,clipvision_patches,0.0775052013406326,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,70-30,500
0,vdvae,0.0002244844750728,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,70-30,500
1,cliptext_final,0.025907488543502,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,70-30,500
2,cliptext_tokens,0.0374040688102292,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,70-30,500
3,clipvision_final,0.0392062915911005,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,70-30,500
4,clipvision_patches,0.0485825225467243,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,70-30,500
0,vdvae,0.0008293445328541,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,70-30,500
1,cliptext_final,0.2625327665162527,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,70-30,500
2,cliptext_tokens,0.2569457062446137,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,70-30,500
3,clipvision_final,0.2035303806482954,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,70-30,500
4,clipvision_patches,0.0768971735579929,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,70-30,500
0,vdvae,0.0002244844750728,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,70-30,500
1,cliptext_final,0.025907488543502,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,70-30,500
2,cliptext_tokens,0.0374040688102292,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,70-30,500
3,clipvision_final,0.0334121483862885,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,70-30,500
4,clipvision_patches,0.0422049491330697,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,70-30,500
0,vdvae,0.0008293445328541,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,50-50,500
1,cliptext_final,0.2625327665162527,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,50-50,500
2,cliptext_tokens,0.2569457062446137,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,50-50,500
3,clipvision_final,0.164080700850475,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,50-50,500
4,clipvision_patches,0.0773818817181388,deeprecon,JK,test,brain_diffuser,ic,adversarial,,5,50-50,500
0,vdvae,0.0002244844750728,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,50-50,500
1,cliptext_final,0.025907488543502,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,50-50,500
2,cliptext_tokens,0.0374040688102292,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,50-50,500
3,clipvision_final,0.0342904717929496,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,50-50,500
4,clipvision_patches,0.0444648693608202,deeprecon,JK,art,brain_diffuser,ic,adversarial,,5,50-50,500
0,vdvae,0.0008293445328541,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,50-50,500
1,cliptext_final,0.2625327665162527,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,50-50,500
2,cliptext_tokens,0.2569457062446137,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,50-50,500
3,clipvision_final,0.1819251471027927,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,50-50,500
4,clipvision_patches,0.0785508863610403,deeprecon,JK,test,brain_diffuser,ic,friendly,,5,50-50,500
0,vdvae,0.0002244844750728,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,50-50,500
1,cliptext_final,0.025907488543502,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,50-50,500
2,cliptext_tokens,0.0374040688102292,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,50-50,500
3,clipvision_final,0.0414592484205307,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,50-50,500
4,clipvision_patches,0.0446172451653262,deeprecon,JK,art,brain_diffuser,ic,friendly,,5,50-50,500
0,vdvae,0.0008293445328541,deeprecon,JK,test,brain_diffuser,fgsm,adversarial,0.03,5,,
1,cliptext_final,0.2625327665162527,deeprecon,JK,test,brain_diffuser,fgsm,adversarial,0.03,5,,
2,cliptext_tokens,0.2569457062446137,deeprecon,JK,test,brain_diffuser,fgsm,adversarial,0.03,5,,
3,clipvision_final,0.2150754922739488,deeprecon,JK,test,brain_diffuser,fgsm,adversarial,0.03,5,,
4,clipvision_patches,0.0867860799682631,deeprecon,JK,test,brain_diffuser,fgsm,adversarial,0.03,5,,
0,vdvae,0.0002244844750728,deeprecon,JK,art,brain_diffuser,fgsm,adversarial,0.03,5,,
1,cliptext_final,0.025907488543502,deeprecon,JK,art,brain_diffuser,fgsm,adversarial,0.03,5,,
2,cliptext_tokens,0.0374040688102292,deeprecon,JK,art,brain_diffuser,fgsm,adversarial,0.03,5,,
3,clipvision_final,0.0364389714149014,deeprecon,JK,art,brain_diffuser,fgsm,adversarial,0.03,5,,
4,clipvision_patches,0.0468018680374399,deeprecon,JK,art,brain_diffuser,fgsm,adversarial,0.03,5,,
0,vdvae,0.0008293445328541,deeprecon,JK,test,brain_diffuser,fgsm,friendly,0.03,5,,
1,cliptext_final,0.2625327665162527,deeprecon,JK,test,brain_diffuser,fgsm,friendly,0.03,5,,
2,cliptext_tokens,0.2569457062446137,deeprecon,JK,test,brain_diffuser,fgsm,friendly,0.03,5,,
3,clipvision_final,0.2157837750032246,deeprecon,JK,test,brain_diffuser,fgsm,friendly,0.03,5,,
4,clipvision_patches,0.0849073213777165,deeprecon,JK,test,brain_diffuser,fgsm,friendly,0.03,5,,
0,vdvae,0.0002244844750728,deeprecon,JK,art,brain_diffuser,fgsm,friendly,0.03,5,,
1,cliptext_final,0.025907488543502,deeprecon,JK,art,brain_diffuser,fgsm,friendly,0.03,5,,
2,cliptext_tokens,0.0374040688102292,deeprecon,JK,art,brain_diffuser,fgsm,friendly,0.03,5,,
3,clipvision_final,0.0280361543167249,deeprecon,JK,art,brain_diffuser,fgsm,friendly,0.03,5,,
4,clipvision_patches,0.0461975716033947,deeprecon,JK,art,brain_diffuser,fgsm,friendly,0.03,5,,
0,vdvae,0.0003886268086613,deeprecon,TH,test,brain_diffuser,NO_PERT,,,,,
1,cliptext_final,0.2388539237483492,deeprecon,TH,test,brain_diffuser,NO_PERT,,,,,
2,cliptext_tokens,0.2347889460423573,deeprecon,TH,test,brain_diffuser,NO_PERT,,,,,
3,clipvision_final,0.1984578298416035,deeprecon,TH,test,brain_diffuser,NO_PERT,,,,,
4,clipvision_patches,0.0784653122628871,deeprecon,TH,test,brain_diffuser,NO_PERT,,,,,
0,vdvae,0.0007486946736459,deeprecon,TH,art,brain_diffuser,NO_PERT,,,,,
1,cliptext_final,0.0376248280102165,deeprecon,TH,art,brain_diffuser,NO_PERT,,,,,
2,cliptext_tokens,0.0596601238468886,deeprecon,TH,art,brain_diffuser,NO_PERT,,,,,
3,clipvision_final,0.0203276809472884,deeprecon,TH,art,brain_diffuser,NO_PERT,,,,,
4,clipvision_patches,0.0440239975422875,deeprecon,TH,art,brain_diffuser,NO_PERT,,,,,
0,vdvae,0.0003886268086613,deeprecon,TH,test,brain_diffuser,fgsm,friendly,0,5,,
1,cliptext_final,0.2388539237483492,deeprecon,TH,test,brain_diffuser,fgsm,friendly,0,5,,
2,cliptext_tokens,0.2347889460423573,deeprecon,TH,test,brain_diffuser,fgsm,friendly,0,5,,
3,clipvision_final,0.2096467792697379,deeprecon,TH,test,brain_diffuser,fgsm,friendly,0,5,,
4,clipvision_patches,0.0753465907020965,deeprecon,TH,test,brain_diffuser,fgsm,friendly,0,5,,
0,vdvae,0.0007486946736459,deeprecon,TH,art,brain_diffuser,fgsm,friendly,0,5,,
1,cliptext_final,0.0376248280102165,deeprecon,TH,art,brain_diffuser,fgsm,friendly,0,5,,
2,cliptext_tokens,0.0596601238468886,deeprecon,TH,art,brain_diffuser,fgsm,friendly,0,5,,
3,clipvision_final,0.0187570402788588,deeprecon,TH,art,brain_diffuser,fgsm,friendly,0,5,,
4,clipvision_patches,0.0367471596269042,deeprecon,TH,art,brain_diffuser,fgsm,friendly,0,5,,
0,vdvae,0.0003886268086613,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,90-10,500
1,cliptext_final,0.2388539237483492,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,90-10,500
2,cliptext_tokens,0.2347889460423573,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,90-10,500
3,clipvision_final,0.2021003793865955,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,90-10,500
4,clipvision_patches,0.0735496266642542,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,90-10,500
0,vdvae,0.0007486946736459,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,90-10,500
1,cliptext_final,0.0376248280102165,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,90-10,500
2,cliptext_tokens,0.0596601238468886,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,90-10,500
3,clipvision_final,0.0260150375727649,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,90-10,500
4,clipvision_patches,0.0360905106802933,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,90-10,500
0,vdvae,0.0003886268086613,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,90-10,500
1,cliptext_final,0.2388539237483492,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,90-10,500
2,cliptext_tokens,0.2347889460423573,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,90-10,500
3,clipvision_final,0.2041617987099101,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,90-10,500
4,clipvision_patches,0.0725246284753822,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,90-10,500
0,vdvae,0.0007486946736459,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,90-10,500
