,dataset_name,name,sub,im,inceptionv3_avgpool,clip_final,alexnet_2,alexnet_5,efficientnet_avgpool,swav_avgpool,PixCorr,SSIM,dreamsim,clip_dist,dataset,test_dataset,algorithm,pert_algorithm,pert_type,pert_epsilon,pert_n,pert_ratio,pert_max_steps
32,deeprecon,test,AM,33,0.8979591836734694,0.979591836734694,1.0,0.8979591836734694,0.96343905,0.6149522,-0.1603146677435585,0.2752433005143115,0.7015292644500732,0.3696428537368774,deeprecon,test,brain_diffuser,NO_PERT,,,,,
33,deeprecon,test,AM,34,0.3469387755102041,0.0204081632653061,0.9387755102040816,0.673469387755102,1.0454743,0.68491745,0.1283806147100371,0.0907638127878348,0.8783039450645447,0.7025896310806274,deeprecon,test,brain_diffuser,NO_PERT,,,,,
34,deeprecon,test,AM,35,0.2448979591836734,0.7755102040816326,1.0,0.9591836734693876,0.9094349,0.61462796,0.4029591963128905,0.2910329102435191,0.6755459308624268,0.4615545272827148,deeprecon,test,brain_diffuser,NO_PERT,,,,,
35,deeprecon,test,AM,36,0.6938775510204082,0.1020408163265306,0.5918367346938775,1.0,0.86752737,0.5599887,-0.0592916444426057,0.1206468807646027,0.647081196308136,0.5903329849243164,deeprecon,test,brain_diffuser,NO_PERT,,,,,
36,deeprecon,test,AM,37,1.0,0.9591836734693876,1.0,1.0,0.95634675,0.30386066,0.4357643678446081,0.787065288616934,0.6741105318069458,0.3651056289672851,deeprecon,test,brain_diffuser,NO_PERT,,,,,
37,deeprecon,test,AM,38,0.9591836734693876,0.9183673469387756,1.0,0.979591836734694,0.9590695,0.42623955,0.2076630431521861,0.3890680751141576,0.5953823924064636,0.4203037023544311,deeprecon,test,brain_diffuser,NO_PERT,,,,,
38,deeprecon,test,AM,39,0.4693877551020408,0.9387755102040816,0.7959183673469388,0.8775510204081632,1.0360265,0.59055173,0.005520158319918,0.4823841412498271,0.7768217921257019,0.3912036418914795,deeprecon,test,brain_diffuser,NO_PERT,,,,,
39,deeprecon,test,AM,40,0.9591836734693876,0.4081632653061224,0.9387755102040816,1.0,0.94176066,0.7922474,-0.1189850131926546,0.0961171910718924,0.6606259346008301,0.4914411306381225,deeprecon,test,brain_diffuser,NO_PERT,,,,,
40,deeprecon,test,AM,41,0.9591836734693876,1.0,0.979591836734694,0.8775510204081632,0.77551264,0.5616287,0.0413252885935457,0.4723978474072955,0.6219843029975891,0.3468549251556396,deeprecon,test,brain_diffuser,NO_PERT,,,,,
41,deeprecon,test,AM,42,0.9183673469387756,0.8571428571428571,0.979591836734694,0.6326530612244898,0.9970035,0.5970555,0.2614153662941141,0.1432026239172016,0.7993065118789673,0.5443448424339294,deeprecon,test,brain_diffuser,NO_PERT,,,,,
42,deeprecon,test,AM,43,0.6530612244897959,0.6938775510204082,0.7755102040816326,0.8367346938775511,1.0068843,0.699988,0.0009639054024278,0.1388155187629969,0.6361896395683289,0.4438160061836242,deeprecon,test,brain_diffuser,NO_PERT,,,,,
43,deeprecon,test,AM,44,0.673469387755102,0.979591836734694,0.979591836734694,0.7959183673469388,0.9547694,0.4620303,0.27026322594712,0.419531282815453,0.6760014295578003,0.2999213337898254,deeprecon,test,brain_diffuser,NO_PERT,,,,,
44,deeprecon,test,AM,45,1.0,0.8775510204081632,1.0,1.0,0.7676493,0.4926576,0.5122266657502391,0.3487771742082889,0.5201662182807922,0.4893417358398437,deeprecon,test,brain_diffuser,NO_PERT,,,,,
45,deeprecon,test,AM,46,1.0,0.4081632653061224,0.3877551020408163,0.8979591836734694,0.8204856,0.5331292,0.1186316562314312,0.3911826550264694,0.5902602076530457,0.5460363626480103,deeprecon,test,brain_diffuser,NO_PERT,,,,,
46,deeprecon,test,AM,47,0.673469387755102,0.9183673469387756,0.979591836734694,0.7755102040816326,1.0330461,0.55034703,0.517458978092223,0.1852104077719712,0.8085591197013855,0.4467284083366394,deeprecon,test,brain_diffuser,NO_PERT,,,,,
