dataset_name_bd,name_bd,sub,im,inceptionv3_avgpool_bd,clip_final_bd,alexnet_2_bd,alexnet_5_bd,efficientnet_avgpool_bd,swav_avgpool_bd,PixCorr_bd,SSIM_bd,dreamsim_bd,clip_dist_bd,dataset,test_dataset,algorithm_bd,dataset_name_icnn,name_icnn,inceptionv3_avgpool_icnn,clip_final_icnn,alexnet_2_icnn,alexnet_5_icnn,efficientnet_avgpool_icnn,swav_avgpool_icnn,PixCorr_icnn,SSIM_icnn,dreamsim_icnn,clip_dist_icnn,algorithm_icnn
deeprecon,art,AM,26,0.0512820512820512,0.6923076923076923,1.0,0.9743589743589745,1.0303648,0.58503914,0.4726547403273739,0.6249609981510638,0.829938530921936,0.3803948163986206,deeprecon,art,brain_diffuser,deeprecon,icnn_art__size224_iter500_scaled,0.4615384615384615,0.7692307692307693,1.0,1.0,0.95225555,0.57918286,0.60423622677661,0.6273477960306021,0.6630579233169556,0.307553231716156,icnn
deeprecon,art,AM,27,0.9487179487179488,0.7692307692307693,0.8461538461538461,1.0,1.0053533,0.5860996,0.5727562207284524,0.703842839393776,0.8702390193939209,0.4365896582603454,deeprecon,art,brain_diffuser,deeprecon,icnn_art__size224_iter500_scaled,0.9487179487179488,0.8974358974358975,0.8717948717948718,0.6410256410256411,0.9530842,0.48901898,0.62590508025543,0.6513596578955555,0.8169829845428467,0.3159413337707519,icnn
deeprecon,art,AM,28,0.0769230769230769,0.6923076923076923,0.8717948717948718,0.5641025641025641,1.0022782,0.75228477,-0.1321309225652418,0.0519721507927328,0.9160151481628418,0.4813295602798462,deeprecon,art,brain_diffuser,deeprecon,icnn_art__size224_iter500_scaled,0.8461538461538461,0.8461538461538461,0.7948717948717948,0.717948717948718,1.0139402,0.6790235,-0.0950500014993226,0.3470848882828019,0.8600615859031677,0.3101135492324829,icnn
deeprecon,art,AM,29,0.1025641025641025,0.9487179487179488,0.6923076923076923,0.5897435897435898,1.0557363,0.76239526,-0.0704280105304922,0.0488037278761123,0.8979057669639587,0.4661347270011902,deeprecon,art,brain_diffuser,deeprecon,icnn_art__size224_iter500_scaled,0.7948717948717948,0.9743589743589745,0.9230769230769232,0.7692307692307693,1.0320191,0.6820605,-0.0905598672650108,0.3173347312115875,0.8818977475166321,0.3121592998504638,icnn
deeprecon,art,AM,30,0.5641025641025641,0.5897435897435898,0.8717948717948718,0.9743589743589745,1.032702,0.7806074,0.0962270223412218,0.3783364974046456,0.857340931892395,0.4144049882888794,deeprecon,art,brain_diffuser,deeprecon,icnn_art__size224_iter500_scaled,0.358974358974359,0.5384615384615384,0.8717948717948718,0.8461538461538461,1.0012584,0.7015567,0.1739971770510344,0.506882222028302,0.8019275665283203,0.3763609528541565,icnn
deeprecon,art,AM,31,0.8974358974358975,0.4871794871794871,0.717948717948718,0.717948717948718,0.9690462,0.5103153,0.1193621433894284,0.694822800316095,0.8688017129898071,0.4210468530654907,deeprecon,art,brain_diffuser,deeprecon,icnn_art__size224_iter500_scaled,0.8205128205128205,0.8461538461538461,0.6923076923076923,0.7435897435897436,0.93138176,0.49274254,0.1456857319449552,0.7273210250972949,0.7611554861068726,0.3572675585746765,icnn
deeprecon,art,AM,32,0.4615384615384615,0.0512820512820512,1.0,1.0,0.9808501,0.66303337,0.2647515668305101,0.2616298211803077,0.7975703477859497,0.5717014670372009,deeprecon,art,brain_diffuser,deeprecon,icnn_art__size224_iter500_scaled,0.7948717948717948,0.0256410256410256,0.9743589743589745,1.0,0.9478685,0.5975149,0.495806025052639,0.2641909642271316,0.7333102822303772,0.4045373797416687,icnn
deeprecon,art,AM,33,0.3076923076923077,0.358974358974359,1.0,1.0,0.98445183,0.6470916,0.2543743538631663,0.6363840364895772,0.8516775369644165,0.4859369993209839,deeprecon,art,brain_diffuser,deeprecon,icnn_art__size224_iter500_scaled,0.8205128205128205,0.4102564102564102,0.8974358974358975,1.0,0.9823851,0.47674096,0.2934145809533013,0.6936463820553204,0.7707266807556152,0.3664685487747192,icnn
deeprecon,art,AM,34,0.4615384615384615,0.8205128205128205,0.8461538461538461,0.9230769230769232,0.9637144,0.46062392,0.5830238164320507,0.7085806972647808,0.8394566178321838,0.4076615571975708,deeprecon,art,brain_diffuser,deeprecon,icnn_art__size224_iter500_scaled,0.7692307692307693,0.6410256410256411,0.8974358974358975,0.7435897435897436,0.97169644,0.48710948,0.6097708060195869,0.6489690443875585,0.8131840229034424,0.3360152244567871,icnn
deeprecon,art,AM,35,0.3076923076923077,0.4615384615384615,0.6410256410256411,0.5897435897435898,0.96584827,0.7543668,0.0513238872975156,0.124456431630048,0.8916378021240234,0.4427988529205322,deeprecon,art,brain_diffuser,deeprecon,icnn_art__size224_iter500_scaled,0.6153846153846154,0.8461538461538461,0.717948717948718,0.4871794871794871,1.0620143,0.6701591,0.2125351983704045,0.3799942842994462,0.8690098524093628,0.3324798941612243,icnn
deeprecon,art,AM,36,0.6923076923076923,0.9743589743589745,0.9743589743589745,0.9230769230769232,1.0558182,0.677976,-0.1383024659403854,0.2463391020914182,0.8603804111480713,0.4643386602401733,deeprecon,art,brain_diffuser,deeprecon,icnn_art__size224_iter500_scaled,0.8717948717948718,0.7692307692307693,0.9230769230769232,0.9743589743589745,0.96315676,0.64239854,-0.2928448401949695,0.3121951605304201,0.7687293887138367,0.3018848299980163,icnn
deeprecon,art,AM,37,0.3076923076923077,0.282051282051282,0.6666666666666666,0.4358974358974359,0.9944698,0.55502886,0.1420580960168166,0.6968753031505378,0.7683871984481812,0.4813145995140075,deeprecon,art,brain_diffuser,deeprecon,icnn_art__size224_iter500_scaled,1.0,0.282051282051282,0.7692307692307693,0.6666666666666666,0.9179245,0.5019554,0.0562816377686354,0.6808529932269243,0.7640243768692017,0.3543786406517029,icnn
deeprecon,art,AM,38,0.2307692307692307,0.2307692307692307,0.8461538461538461,0.9230769230769232,1.0463476,0.7446952,0.1428862244993717,0.1281615681108912,0.8259633779525757,0.5229357481002808,deeprecon,art,brain_diffuser,deeprecon,icnn_art__size224_iter500_scaled,0.282051282051282,0.3846153846153846,0.7435897435897436,0.6923076923076923,1.0505294,0.6205605,0.2123432494142727,0.3599163220356158,0.815508246421814,0.3274139165878296,icnn
deeprecon,art,AM,39,0.7948717948717948,0.9230769230769232,1.0,0.9743589743589745,1.0565798,0.69147223,-0.2428217425136559,0.3208531649279917,0.8519937992095947,0.3865613341331482,deeprecon,art,brain_diffuser,deeprecon,icnn_art__size224_iter500_scaled,0.8974358974358975,0.4102564102564102,0.9487179487179488,0.9230769230769232,1.0217272,0.6936531,-0.4150405477761257,0.278156726080045,0.7845072150230408,0.3612884283065796,icnn
deeprecon,art,AM,40,0.9487179487179488,0.7948717948717948,0.9743589743589745,0.9487179487179488,1.0004425,0.6872011,0.0241771280090819,0.1242374807298472,0.9326015710830688,0.4680615067481994,deeprecon,art,brain_diffuser,deeprecon,icnn_art__size224_iter500_scaled,0.717948717948718,0.3333333333333333,0.7692307692307693,0.8974358974358975,0.9911098,0.6724796,0.0437752246835046,0.2544571028162954,0.7934893369674683,0.3636496067047119,icnn
deeprecon,test,AM,1,0.979591836734694,0.9591836734693876,0.8571428571428571,0.8979591836734694,0.96061945,0.41643894,0.2556209463378608,0.3936076113032612,0.5881867408752441,0.318678081035614,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.9183673469387756,0.979591836734694,0.9387755102040816,1.0,0.71426433,0.3679213,0.2602599016243977,0.3553652406923648,0.4682642221450805,0.3684824109077453,icnn
deeprecon,test,AM,2,0.6938775510204082,0.7959183673469388,0.9387755102040816,0.673469387755102,0.91869533,0.6578727,-0.1880488548431499,0.2231193889625115,0.7672280669212341,0.4281994104385376,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.8571428571428571,0.5714285714285714,0.9387755102040816,1.0,0.9009448,0.54391414,-0.2578337523430271,0.1843036432825102,0.6386450529098511,0.516573429107666,icnn
deeprecon,test,AM,3,0.6122448979591837,1.0,0.9591836734693876,1.0,0.9339998,0.4589613,0.2727029413524202,0.3997493807808172,0.574781060218811,0.3089157938957214,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.8571428571428571,1.0,0.9183673469387756,1.0,0.9911175,0.612815,0.371291717675813,0.4119320295964199,0.6378347873687744,0.3111531138420105,icnn
deeprecon,test,AM,4,1.0,0.4489795918367347,0.9591836734693876,0.9591836734693876,0.87203616,0.60569584,0.4190021908907907,0.3610913858806016,0.6856036186218262,0.5283985137939453,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,1.0,0.6122448979591837,1.0,1.0,0.7623428,0.49923778,0.4727136137526058,0.4080330970308116,0.5549222230911255,0.5523203611373901,icnn
deeprecon,test,AM,5,0.4693877551020408,0.9591836734693876,1.0,1.0,0.9968236,0.59331614,0.2638637315828868,0.3985657114180653,0.6521399021148682,0.331499695777893,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.4489795918367347,0.7959183673469388,1.0,1.0,1.0497121,0.51232535,0.1977332043525277,0.3836961491839056,0.7848911285400391,0.4233038425445556,icnn
deeprecon,test,AM,6,0.0204081632653061,0.979591836734694,1.0,0.7346938775510204,1.0119147,0.5268803,-0.1655288856644629,0.3916111021509633,0.7095377445220947,0.4493839144706726,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.6326530612244898,0.9183673469387756,0.9591836734693876,0.8979591836734694,0.8257391,0.6176603,-0.0851095445920056,0.371313914895819,0.6804057955741882,0.3843656182289123,icnn
deeprecon,test,AM,7,0.979591836734694,0.9591836734693876,1.0,1.0,0.7765988,0.46266562,0.3834811735460655,0.1750370422735691,0.5476999878883362,0.3840922713279724,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,1.0,0.6326530612244898,1.0,1.0,0.89727306,0.5224462,0.317610205697055,0.1930653248141107,0.6283650398254395,0.5283249616622925,icnn
deeprecon,test,AM,8,1.0,0.979591836734694,0.7959183673469388,1.0,0.94998467,0.6087207,-0.0408709072762189,0.7562813435193246,0.7213618159294128,0.3591358065605163,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.2448979591836734,0.979591836734694,1.0,1.0,0.98391867,0.70113647,0.3212973726673855,0.6634441666647294,0.7283804416656494,0.3942084908485412,icnn
deeprecon,test,AM,9,1.0,0.8775510204081632,0.979591836734694,0.9387755102040816,0.90519756,0.5315633,0.3736838272442263,0.2480719474129471,0.6393810510635376,0.4329925179481506,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,1.0,0.6326530612244898,1.0,1.0,0.9293959,0.4747643,0.5880404617953635,0.2552091741501192,0.6820203065872192,0.4950143694877624,icnn
deeprecon,test,AM,10,0.9387755102040816,0.673469387755102,1.0,0.979591836734694,0.93019605,0.66005874,0.5382025603819983,0.2791211709614318,0.6236644387245178,0.4404044151306152,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.8367346938775511,0.5102040816326531,0.979591836734694,0.9591836734693876,0.8532782,0.6203941,0.6558190416924865,0.3005616383540962,0.6114727854728699,0.5702320337295532,icnn
deeprecon,test,AM,11,0.3673469387755102,0.7346938775510204,0.979591836734694,1.0,0.9474518,0.5979171,0.2318603615959284,0.1107710716008514,0.636435866355896,0.4675663709640503,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.1428571428571428,0.8367346938775511,1.0,0.979591836734694,1.0284071,0.5988397,0.20635923902724,0.0921950924419458,0.6986995935440063,0.4584190845489502,icnn
deeprecon,test,AM,12,0.9387755102040816,0.979591836734694,0.9591836734693876,0.9387755102040816,0.93284035,0.57104063,0.0080772901745832,0.1738920896860772,0.5705398321151733,0.3783082365989685,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.9591836734693876,0.9591836734693876,0.7959183673469388,0.7346938775510204,0.92217,0.67213523,0.0543304370277618,0.2010366902185333,0.6690730452537537,0.392504870891571,icnn
deeprecon,test,AM,13,0.8367346938775511,0.8367346938775511,0.9591836734693876,0.9591836734693876,0.98153865,0.56674093,0.1756512334069721,0.0964295515594459,0.6009484529495239,0.4309257864952087,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.8571428571428571,0.4693877551020408,0.8775510204081632,0.9591836734693876,0.9014787,0.6334348,0.1578128229321669,0.1212350350090001,0.6178076863288879,0.5445236563682556,icnn
deeprecon,test,AM,14,0.5510204081632653,0.7755102040816326,0.7346938775510204,0.9591836734693876,0.9656117,0.66263765,0.1965501125064357,0.1808660355989898,0.7176479697227478,0.4317476153373718,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.6938775510204082,0.673469387755102,0.9387755102040816,1.0,0.95316315,0.6354439,0.1003659090024967,0.1433084022956946,0.6934387683868408,0.4855722188949585,icnn
deeprecon,test,AM,15,0.8571428571428571,0.6122448979591837,0.9183673469387756,0.8163265306122449,0.9789652,0.5180209,0.2573817549730573,0.2247859453440049,0.7003779411315918,0.5445773005485535,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.979591836734694,0.5714285714285714,0.8571428571428571,0.9591836734693876,0.9452706,0.53371686,0.0712150139741326,0.2031502299968924,0.693790078163147,0.5542193651199341,icnn
deeprecon,test,AM,16,0.979591836734694,0.0204081632653061,1.0,1.0,0.8017726,0.6574342,0.4182586171741271,0.192535200619649,0.6786950826644897,0.6567882299423218,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.9591836734693876,0.0,1.0,1.0,0.89848566,0.6985462,0.5946523426777741,0.2620569709528999,0.5803443193435669,0.6336162090301514,icnn
deeprecon,test,AM,17,0.5510204081632653,0.9183673469387756,0.979591836734694,0.8979591836734694,0.9230694,0.687921,0.1758638776052286,0.1468998094332928,0.6695535182952881,0.4328009486198425,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,1.0,0.8979591836734694,0.8979591836734694,0.979591836734694,0.94558877,0.68224096,0.1832951934238474,0.1362865247765468,0.5912957191467285,0.4482049942016601,icnn
deeprecon,test,AM,18,0.9591836734693876,0.7959183673469388,0.6530612244897959,0.8979591836734694,0.9296923,0.43277287,-0.0717025538236298,0.2396442029216682,0.6421942710876465,0.4276348948478699,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.979591836734694,0.7551020408163265,0.979591836734694,1.0,0.87363994,0.5831977,0.0208814108660829,0.2554419628428432,0.5902553796768188,0.5161216259002686,icnn
deeprecon,test,AM,19,0.4285714285714285,0.8163265306122449,0.8775510204081632,0.979591836734694,1.0435435,0.58745277,-0.0204836138818562,0.0803221625641464,0.5867359638214111,0.4260397553443908,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.6938775510204082,0.4285714285714285,0.979591836734694,1.0,0.9654865,0.67968154,0.1064340660135994,0.1259184608988124,0.7220236659049988,0.4929172992706299,icnn
deeprecon,test,AM,20,0.0,0.9387755102040816,1.0,0.9387755102040816,0.97948384,0.5253551,0.1268438771373296,0.30168789967674,0.6923949122428894,0.4425897598266601,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.2448979591836734,0.7551020408163265,0.979591836734694,0.9591836734693876,0.96832895,0.71533686,0.3443761524307644,0.3780617688588096,0.7826748490333557,0.4305605888366699,icnn
deeprecon,test,AM,21,0.1632653061224489,0.4897959183673469,0.7346938775510204,0.9591836734693876,0.9634863,0.6526609,-0.0370002878777598,0.188670231267759,0.686142086982727,0.5426987409591675,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.5306122448979592,0.6530612244897959,0.8163265306122449,0.7551020408163265,0.94906324,0.6928108,0.0572574641098689,0.1490889307260458,0.7073358297348022,0.5518141984939575,icnn
deeprecon,test,AM,22,0.9387755102040816,0.979591836734694,0.979591836734694,0.8775510204081632,0.87787557,0.5598024,0.2653792117269078,0.38241209479825,0.7134660482406616,0.3468838930130005,deeprecon,test,brain_diffuser,deeprecon,icnn_test__size224_iter500_scaled,0.8775510204081632,1.0,1.0,1.0,0.8447175,0.625219,0.5031494952885581,0.3154683290924846,0.6307684183120728,0.3210501670837402,icnn
