dataset_name_bd,name_bd,sub,im,inceptionv3_avgpool_bd,clip_final_bd,alexnet_2_bd,alexnet_5_bd,efficientnet_avgpool_bd,swav_avgpool_bd,PixCorr_bd,SSIM_bd,dreamsim_bd,clip_dist_bd,dropout_algorithm,dropout_ratio,dropout_trial,dataset,test_dataset,algorithm_bd,dataset_name_icnn,name_icnn,inceptionv3_avgpool_icnn,clip_final_icnn,alexnet_2_icnn,alexnet_5_icnn,efficientnet_avgpool_icnn,swav_avgpool_icnn,PixCorr_icnn,SSIM_icnn,dreamsim_icnn,clip_dist_icnn,algorithm_icnn
deeprecon,art_dropout-random_0.1_02,AM,1,0.282051282051282,0.2307692307692307,0.9743589743589745,0.9487179487179488,0.9816146,0.66152537,0.2617301085797955,0.4267723314213194,0.894628643989563,0.4318240284919739,dropout-random,0.1,2,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.1_02_size224_iter500_scaled,0.2564102564102564,0.0512820512820512,0.7948717948717948,0.8717948717948718,0.9641825,0.6346911,-0.0034032135443059,0.2064570646524051,0.8927187919616699,0.4201099872589111,icnn
deeprecon,art_dropout-random_0.1_03,AM,1,0.6666666666666666,0.7692307692307693,0.8974358974358975,0.5384615384615384,1.0543587,0.69056463,0.2225750443999914,0.3117853966695885,0.8945524096488953,0.4500662684440613,dropout-random,0.1,3,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.1_03_size224_iter500_scaled,0.0769230769230769,0.0512820512820512,0.8974358974358975,0.9230769230769232,1.0267802,0.60110044,0.362639558120333,0.3188143008515199,0.9224895238876344,0.4177138805389404,icnn
deeprecon,art_dropout-random_0.1_04,AM,1,0.1538461538461538,0.5384615384615384,0.8205128205128205,0.8461538461538461,0.99158907,0.65089303,0.1867798343623228,0.3091570727895857,0.8940830230712891,0.4164784550666809,dropout-random,0.1,4,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.1_04_size224_iter500_scaled,0.1025641025641025,0.0256410256410256,0.7948717948717948,0.8974358974358975,1.0283968,0.61303085,0.2361599788341475,0.2079184451990543,0.8864529728889465,0.409221887588501,icnn
deeprecon,art_dropout-random_0.1_22,AM,1,0.3333333333333333,0.3846153846153846,0.358974358974359,0.2051282051282051,0.9977547,0.7263001,-0.0664776670097909,0.2395361448339804,0.9276763796806335,0.4719393849372864,dropout-random,0.1,22,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.1_22_size224_iter500_scaled,0.717948717948718,0.0512820512820512,0.8717948717948718,0.7692307692307693,1.0186853,0.6389258,0.1033563390653613,0.2175177981679772,0.8950967788696289,0.4493085145950317,icnn
deeprecon,art_dropout-random_0.25_00,AM,1,0.8974358974358975,1.0,0.8974358974358975,0.8717948717948718,0.9916215,0.6593938,0.1396211975270522,0.3648804565389256,0.8631719350814819,0.3715958595275879,dropout-random,0.25,0,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.25_00_size224_iter500_scaled,0.3076923076923077,0.0512820512820512,0.9230769230769232,0.9230769230769232,1.0402454,0.6017043,0.285770777747928,0.3678528392042449,0.8604943752288818,0.4196665287017822,icnn
deeprecon,art_dropout-random_0.25_01,AM,1,0.5128205128205128,0.7692307692307693,0.9487179487179488,0.9743589743589745,1.0057459,0.65472364,0.1882504595679812,0.3734193293790649,0.9061935544013976,0.4777738451957702,dropout-random,0.25,1,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.25_01_size224_iter500_scaled,0.3076923076923077,0.0512820512820512,0.9743589743589745,1.0,1.0336319,0.64450985,0.5461927768485484,0.3878125861009619,0.8133301734924316,0.406953752040863,icnn
deeprecon,art_dropout-random_0.25_02,AM,1,0.6410256410256411,0.6410256410256411,0.9487179487179488,0.9230769230769232,1.0449306,0.6810015,0.2110042577240588,0.3960249025804856,0.8688527941703796,0.3963890075683594,dropout-random,0.25,2,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.25_02_size224_iter500_scaled,0.7948717948717948,0.0512820512820512,0.9487179487179488,0.9487179487179488,0.92303044,0.63838804,0.4403861708468022,0.3475669819361004,0.8383791446685791,0.443594753742218,icnn
deeprecon,art_dropout-random_0.25_03,AM,1,0.7948717948717948,0.3846153846153846,0.8717948717948718,0.8974358974358975,1.0247624,0.6817205,0.2595414988425335,0.3173410152734378,0.903666377067566,0.5225666165351868,dropout-random,0.25,3,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.25_03_size224_iter500_scaled,0.7948717948717948,0.0512820512820512,0.9743589743589745,0.8461538461538461,0.95930517,0.62789106,0.3650974177673241,0.4985065796936093,0.9121689796447754,0.4407145380973816,icnn
deeprecon,art_dropout-random_0.25_04,AM,1,0.6666666666666666,0.5897435897435898,0.9230769230769232,0.8974358974358975,1.0069501,0.6182979,0.197639708273207,0.3387596497949665,0.8267585039138794,0.4431102871894836,dropout-random,0.25,4,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.25_04_size224_iter500_scaled,1.0,0.0512820512820512,0.9743589743589745,0.9487179487179488,1.0085038,0.61042523,0.3790931235707862,0.4007583777598463,0.86354660987854,0.4413452744483948,icnn
deeprecon,art_dropout-random_0.25_33,AM,1,0.1794871794871795,0.6666666666666666,0.0769230769230769,0.6923076923076923,1.0159972,0.6665228,0.1019770684894643,0.2971964790419422,0.9623985886573792,0.4334831833839416,dropout-random,0.25,33,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.25_33_size224_iter500_scaled,0.9230769230769232,0.0256410256410256,0.9487179487179488,0.9230769230769232,0.97238547,0.5743598,0.3219164262171987,0.5099857035057539,0.8870543837547302,0.4235258102416992,icnn
deeprecon,art_dropout-random_0.5_00,AM,1,0.5128205128205128,0.4615384615384615,0.9230769230769232,0.8205128205128205,1.0243258,0.6479107,0.1680255060413536,0.3928250451048771,0.8433439135551453,0.4310037493705749,dropout-random,0.5,0,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.5_00_size224_iter500_scaled,0.4358974358974359,0.0769230769230769,0.9487179487179488,0.9487179487179488,0.99559504,0.6293094,0.4194978473588801,0.5774789080828998,0.8165134191513062,0.3934191465377807,icnn
deeprecon,art_dropout-random_0.5_01,AM,1,0.7435897435897436,0.3333333333333333,0.9230769230769232,0.9487179487179488,1.0246178,0.6811786,0.2387260574963483,0.340314731339774,0.8431758880615234,0.4329287409782409,dropout-random,0.5,1,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.5_01_size224_iter500_scaled,0.0512820512820512,0.0512820512820512,0.9487179487179488,0.9487179487179488,1.0259591,0.6454839,0.45369059023267,0.3733201619407019,0.8026129007339478,0.4043807983398437,icnn
deeprecon,art_dropout-random_0.5_02,AM,1,0.8974358974358975,0.3846153846153846,0.9487179487179488,0.8974358974358975,0.95702404,0.71138227,0.1673333765084595,0.4735284118612671,0.8911535739898682,0.4707675576210022,dropout-random,0.5,2,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.5_02_size224_iter500_scaled,0.0256410256410256,0.0512820512820512,0.9487179487179488,0.9230769230769232,0.98821187,0.6538828,0.3702162751861548,0.420845695114272,0.8604521751403809,0.3816580772399902,icnn
deeprecon,art_dropout-random_0.5_03,AM,1,0.3333333333333333,0.2564102564102564,0.9487179487179488,0.9230769230769232,1.0216796,0.67992604,0.2543098093554352,0.3984856759478345,0.9703214168548584,0.4645801186561584,dropout-random,0.5,3,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.5_03_size224_iter500_scaled,0.4871794871794871,0.0769230769230769,0.9487179487179488,0.9487179487179488,1.0469071,0.5984186,0.3891629221681706,0.5382042020180366,0.8180528879165649,0.4065868854522705,icnn
deeprecon,art_dropout-random_0.5_04,AM,1,0.2307692307692307,0.6410256410256411,0.9230769230769232,0.9230769230769232,1.0186697,0.6825164,0.2428444943744885,0.3631644758821006,0.859887957572937,0.4073371887207031,dropout-random,0.5,4,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.5_04_size224_iter500_scaled,0.1794871794871795,0.0512820512820512,0.9487179487179488,0.9487179487179488,1.0219634,0.63259697,0.4417870626911958,0.4777183677769226,0.846701979637146,0.3684727549552917,icnn
deeprecon,art_dropout-random_0.75_00,AM,1,0.6410256410256411,0.6923076923076923,0.8461538461538461,0.8974358974358975,1.0526506,0.67077875,0.2026122258428248,0.3892417591605218,0.8902236819267273,0.3948821425437927,dropout-random,0.75,0,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.75_00_size224_iter500_scaled,0.2564102564102564,0.0512820512820512,0.9487179487179488,0.8974358974358975,0.9970243,0.6519077,0.4119443835787853,0.4832865404234525,0.8584129214286804,0.3785551786422729,icnn
deeprecon,art_dropout-random_0.75_01,AM,1,0.2564102564102564,0.5384615384615384,0.9487179487179488,0.8461538461538461,1.0234057,0.66088706,0.2222458565242394,0.4240395794840646,0.8987492918968201,0.4158697724342346,dropout-random,0.75,1,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.75_01_size224_iter500_scaled,0.5128205128205128,0.0512820512820512,0.9487179487179488,0.9487179487179488,1.0210441,0.6457689,0.5186591422019068,0.5063237766380586,0.827664852142334,0.3740918636322021,icnn
deeprecon,art_dropout-random_0.75_02,AM,1,0.9230769230769232,0.3846153846153846,0.8461538461538461,0.9487179487179488,1.0280459,0.6603975,0.1669378847033026,0.4167481708219289,0.8259004354476929,0.4256590604782104,dropout-random,0.75,2,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.75_02_size224_iter500_scaled,0.2051282051282051,0.0769230769230769,0.9487179487179488,0.9230769230769232,1.0533903,0.6183957,0.4438181017194402,0.483426642954931,0.809251606464386,0.3307304382324219,icnn
deeprecon,art_dropout-random_0.75_03,AM,1,0.8461538461538461,0.2051282051282051,0.9487179487179488,0.9487179487179488,1.0497067,0.6367595,0.1055453043913583,0.4352578425326894,0.8896505236625671,0.4344138503074646,dropout-random,0.75,3,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.75_03_size224_iter500_scaled,0.282051282051282,0.0769230769230769,0.9487179487179488,0.9487179487179488,0.99019605,0.62940013,0.499994919307654,0.5174738448397195,0.7969764471054077,0.3591433763504028,icnn
deeprecon,art_dropout-random_0.75_04,AM,1,0.9230769230769232,0.6923076923076923,0.9487179487179488,1.0,1.043902,0.6830062,0.2152088946656252,0.3894880849272881,0.874417781829834,0.4470356106758117,dropout-random,0.75,4,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.75_04_size224_iter500_scaled,0.358974358974359,0.0512820512820512,0.9487179487179488,0.9487179487179488,1.0124848,0.61885977,0.4682269452677602,0.5315496636205144,0.8357239961624146,0.4084512591361999,icnn
deeprecon,art,AM,1,0.6923076923076923,0.2051282051282051,0.9487179487179488,0.9230769230769232,0.99492145,0.63561666,0.2815554243295823,0.5092774724202995,0.8402889966964722,0.4477435946464538,no-dropout,1.0,0,deeprecon,art,brain_diffuser,deeprecon,icnn_art__size224_iter500_scaled,0.282051282051282,0.0512820512820512,0.9743589743589745,0.9230769230769232,1.0387691,0.61479473,0.516135488196712,0.537673447434482,0.7911126017570496,0.372930645942688,icnn
deeprecon,art_dropout-clipvision_0.1_33,AM,2,0.2564102564102564,0.4102564102564102,0.4358974358974359,0.7692307692307693,1.0400556,0.7355968,-0.2486900232401797,0.1535483739714389,0.9261438250541688,0.4666532278060913,dropout-clipvision,0.1,33,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-clipvision_0.1_33_size224_iter500_scaled,0.6153846153846154,0.2564102564102564,0.717948717948718,0.717948717948718,1.0090754,0.6782582,-0.278420976917747,0.3196473606621036,0.8431278467178345,0.309502899646759,icnn
deeprecon,art_dropout-clipvision_0.25_88,AM,2,0.3333333333333333,0.6153846153846154,0.3846153846153846,0.717948717948718,1.0042017,0.7155621,-0.2653869939750369,0.330136164844829,0.9380564093589784,0.425862967967987,dropout-clipvision,0.25,88,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-clipvision_0.25_88_size224_iter500_scaled,0.9743589743589745,0.2307692307692307,0.9487179487179488,1.0,1.0146236,0.6850493,-0.2154648198901105,0.2360626818891532,0.7941133975982666,0.3488096594810486,icnn
deeprecon,art_dropout-dreamsim_0.1_11,AM,2,0.8974358974358975,0.3076923076923077,0.9230769230769232,1.0,1.0675005,0.7212455,-0.1619084466200386,0.0880116732493342,0.8376655578613281,0.407958447933197,dropout-dreamsim,0.1,11,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-dreamsim_0.1_11_size224_iter500_scaled,0.6153846153846154,0.1794871794871795,0.7948717948717948,0.8461538461538461,1.0291766,0.6868932,-0.2579024563079181,0.309789865172486,0.8280302286148071,0.3307557702064514,icnn
deeprecon,art_dropout-dreamsim_0.25_55,AM,2,0.9487179487179488,0.358974358974359,0.1538461538461538,0.6153846153846154,1.0671374,0.68732524,-0.1961927529693697,0.2491765380171119,0.9537572860717772,0.5111836194992065,dropout-dreamsim,0.25,55,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-dreamsim_0.25_55_size224_iter500_scaled,0.9230769230769232,0.1282051282051282,0.8205128205128205,0.9487179487179488,1.0326433,0.692129,-0.3140968025855448,0.2933928496802662,0.8295895457267761,0.4111115932464599,icnn
deeprecon,art_dropout-pixels_0.1_44,AM,2,0.358974358974359,0.4102564102564102,0.4102564102564102,0.9230769230769232,1.0084063,0.6637995,-0.1779439898402646,0.2116206718075822,0.8585660457611084,0.4029431343078613,dropout-pixels,0.1,44,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-pixels_0.1_44_size224_iter500_scaled,0.9743589743589745,0.1794871794871795,0.7692307692307693,0.5384615384615384,1.0446624,0.6954688,-0.450953443087673,0.2694859558889458,0.8124864101409912,0.3431082367897033,icnn
deeprecon,art_dropout-pixels_0.25_44,AM,2,0.4358974358974359,0.5384615384615384,0.9743589743589745,1.0,1.0405027,0.68589646,-0.0999252576368438,0.2072443831521326,0.8294193744659424,0.4507539272308349,dropout-pixels,0.25,44,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-pixels_0.25_44_size224_iter500_scaled,0.8717948717948718,0.282051282051282,0.8974358974358975,0.8461538461538461,0.99734366,0.6756012,-0.2902579851602677,0.3101018818276141,0.7844072580337524,0.3660271763801574,icnn
deeprecon,art_dropout-quantizedCountBoring_0.25_00,AM,2,0.4615384615384615,0.4358974358974359,0.8461538461538461,1.0,0.9826113,0.66896486,-0.1575228638224474,0.1915407465407958,0.7893639206886292,0.3999441862106323,dropout-quantizedCountBoring,0.25,0,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-quantizedCountBoring_0.25_00_size224_iter500_scaled,0.9743589743589745,0.3846153846153846,0.8974358974358975,0.9743589743589745,1.0481108,0.6933068,-0.3190809445707656,0.293702709508355,0.8300219178199768,0.313577651977539,icnn
deeprecon,art_dropout-quantizedCountParty_0.25_00,AM,2,0.3846153846153846,0.6153846153846154,0.4358974358974359,0.7948717948717948,1.0418717,0.7209306,-0.0556670233892031,0.2537332980393539,0.986275851726532,0.4743543267250061,dropout-quantizedCountParty,0.25,0,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-quantizedCountParty_0.25_00_size224_iter500_scaled,0.4358974358974359,0.1538461538461538,0.5897435897435898,0.5641025641025641,1.0682405,0.70764947,-0.1156941112016277,0.3932321845434643,0.8891735672950745,0.4319060444831848,icnn
deeprecon,art_dropout-random_0.1_00,AM,2,0.1025641025641025,0.1025641025641025,0.8205128205128205,0.7948717948717948,1.039455,0.7031322,-0.3069338355514168,0.153734809284034,0.905272901058197,0.4814581274986267,dropout-random,0.1,0,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.1_00_size224_iter500_scaled,0.9743589743589745,0.1794871794871795,0.8717948717948718,0.8205128205128205,1.0397415,0.65344346,0.1953080120427773,0.4403867655163611,0.852227509021759,0.3418630361557007,icnn
deeprecon,art_dropout-random_0.1_01,AM,2,0.4102564102564102,0.7692307692307693,0.5384615384615384,0.6666666666666666,1.0534585,0.67720735,-0.2594395446023979,0.194798004823392,0.9540752172470092,0.4755875468254089,dropout-random,0.1,1,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.1_01_size224_iter500_scaled,0.6410256410256411,0.1794871794871795,0.7948717948717948,0.358974358974359,1.0337142,0.67396665,-0.2429482066646058,0.316827821234742,0.8930108547210693,0.3874673247337341,icnn
deeprecon,art_dropout-random_0.1_02,AM,2,0.2564102564102564,0.4871794871794871,0.6410256410256411,1.0,1.0592829,0.73598737,-0.2038727555809285,0.2463244271544711,0.9401582479476928,0.5219237804412842,dropout-random,0.1,2,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.1_02_size224_iter500_scaled,0.9743589743589745,0.2051282051282051,0.8205128205128205,0.8974358974358975,1.0268999,0.64699537,-0.2035364571567332,0.346546988771865,0.8592013120651245,0.3677417039871216,icnn
deeprecon,art_dropout-random_0.1_03,AM,2,0.9230769230769232,0.4871794871794871,0.8974358974358975,0.8974358974358975,1.0569421,0.67099583,-0.2669398002881823,0.2181340181402134,0.8469057679176331,0.3987605571746826,dropout-random,0.1,3,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.1_03_size224_iter500_scaled,0.8717948717948718,0.2051282051282051,0.8974358974358975,0.7435897435897436,1.0284619,0.6950525,-0.3721851580260988,0.2787485958032275,0.8229849338531494,0.4374867677688598,icnn
deeprecon,art_dropout-random_0.1_04,AM,2,0.9487179487179488,0.4358974358974359,0.8717948717948718,0.8461538461538461,1.0365431,0.6608527,-0.2281409189054696,0.2277725025192257,0.8534688949584961,0.4020419120788574,dropout-random,0.1,4,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.1_04_size224_iter500_scaled,0.4871794871794871,0.1794871794871795,0.8974358974358975,0.8974358974358975,1.0007691,0.6538216,-0.0295329438608922,0.3779019813244255,0.8470579981803894,0.3584368228912353,icnn
deeprecon,art_dropout-random_0.1_22,AM,2,0.4871794871794871,0.6410256410256411,0.5641025641025641,0.9230769230769232,1.0063576,0.7054159,-0.2078579235657798,0.2844638801494502,0.980356991291046,0.5194793939590454,dropout-random,0.1,22,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.1_22_size224_iter500_scaled,0.8717948717948718,0.2051282051282051,0.7948717948717948,0.8974358974358975,1.0556201,0.66664964,-0.2423627119868717,0.3390723944929361,0.8614755868911743,0.3238933682441711,icnn
deeprecon,art_dropout-random_0.25_00,AM,2,0.1794871794871795,0.4615384615384615,0.9230769230769232,0.9487179487179488,1.0143296,0.7084713,-0.2115070257462526,0.2147472732885815,0.8634502291679382,0.4174501299858093,dropout-random,0.25,0,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.25_00_size224_iter500_scaled,0.9230769230769232,0.1794871794871795,0.8205128205128205,0.8461538461538461,1.0489582,0.66946006,-0.3709104617342676,0.3327469734753367,0.8061970472335815,0.3166770935058594,icnn
deeprecon,art_dropout-random_0.25_01,AM,2,0.3846153846153846,0.8717948717948718,0.8974358974358975,0.9230769230769232,1.0711459,0.6933913,-0.2299743877939837,0.2240531569475855,0.8635949492454529,0.5066279172897339,dropout-random,0.25,1,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.25_01_size224_iter500_scaled,0.8974358974358975,0.1282051282051282,0.8717948717948718,0.8974358974358975,1.0445801,0.6781442,-0.2434513402332537,0.3545176911885029,0.8121304512023926,0.3595536351203918,icnn
deeprecon,art_dropout-random_0.25_02,AM,2,0.5384615384615384,0.4871794871794871,0.6410256410256411,0.0512820512820512,1.0667092,0.6842421,-0.266841012801868,0.1838124388504574,0.9330843091011048,0.4526028037071228,dropout-random,0.25,2,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.25_02_size224_iter500_scaled,0.9743589743589745,0.2564102564102564,0.8717948717948718,1.0,1.0140046,0.6689751,-0.3049769800358176,0.2934126662703431,0.8041627407073975,0.3359708189964294,icnn
deeprecon,art_dropout-random_0.25_03,AM,2,0.6923076923076923,0.5897435897435898,0.8461538461538461,0.5897435897435898,1.0111483,0.6467427,-0.2637897995183724,0.1938661931603362,0.8170242309570312,0.4902515411376953,dropout-random,0.25,3,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.25_03_size224_iter500_scaled,0.9743589743589745,0.1794871794871795,0.8461538461538461,0.9743589743589745,1.0332948,0.66178405,-0.3589087721043135,0.2783002129082172,0.8123584985733032,0.3233382701873779,icnn
deeprecon,art_dropout-random_0.25_04,AM,2,0.7435897435897436,0.3846153846153846,0.8205128205128205,0.3076923076923077,1.0766534,0.66864806,-0.2915970160350373,0.2219667507105713,0.9009555578231812,0.459084689617157,dropout-random,0.25,4,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.25_04_size224_iter500_scaled,0.5384615384615384,0.1794871794871795,0.8974358974358975,1.0,1.027525,0.6598773,-0.2743811126560269,0.272568491402571,0.76535964012146,0.3744171261787414,icnn
deeprecon,art_dropout-random_0.25_33,AM,2,0.6923076923076923,0.1794871794871795,0.8717948717948718,0.7948717948717948,1.0495869,0.6661791,-0.2764163794153824,0.2357519220103506,0.8890568017959595,0.4825422763824463,dropout-random,0.25,33,deeprecon,art,brain_diffuser,deeprecon,icnn_art_dropout-random_0.25_33_size224_iter500_scaled,0.9230769230769232,0.1538461538461538,0.8974358974358975,0.9743589743589745,1.0174403,0.67723054,-0.2999109170889138,0.2851014605434752,0.7952436208724976,0.321835458278656,icnn
