ft_name,profile_corr,dropout_algorithm,dropout_ratio,dropout_trial,dataset,sub,test_dataset,algorithm
fc6,0.0970604719005294,dropout-quantizedCountParty,0.25,0,deeprecon,AM,art,icnn
fc7,0.114566145855418,dropout-quantizedCountParty,0.25,0,deeprecon,AM,art,icnn
fc8,0.0038946159487881,dropout-quantizedCountParty,0.25,0,deeprecon,AM,art,icnn
conv1_1,0.1603298144448575,no-dropout,1.0,0,deeprecon,KS,test,icnn
conv1_2,0.1449508681175156,no-dropout,1.0,0,deeprecon,KS,test,icnn
conv2_1,0.1613013041465486,no-dropout,1.0,0,deeprecon,KS,test,icnn
conv2_2,0.0969372128766595,no-dropout,1.0,0,deeprecon,KS,test,icnn
conv3_1,0.1688151159700362,no-dropout,1.0,0,deeprecon,KS,test,icnn
conv3_2,0.1910693350019899,no-dropout,1.0,0,deeprecon,KS,test,icnn
conv3_3,0.2468509447993407,no-dropout,1.0,0,deeprecon,KS,test,icnn
conv3_4,0.2207963120410196,no-dropout,1.0,0,deeprecon,KS,test,icnn
conv4_1,0.2888221384064473,no-dropout,1.0,0,deeprecon,KS,test,icnn
conv4_2,0.2684580289906208,no-dropout,1.0,0,deeprecon,KS,test,icnn
conv4_3,0.2399074843443003,no-dropout,1.0,0,deeprecon,KS,test,icnn
conv4_4,0.2537728015869688,no-dropout,1.0,0,deeprecon,KS,test,icnn
conv5_1,0.3108791099125529,no-dropout,1.0,0,deeprecon,KS,test,icnn
conv5_2,0.3143727418452341,no-dropout,1.0,0,deeprecon,KS,test,icnn
conv5_3,0.310305222340041,no-dropout,1.0,0,deeprecon,KS,test,icnn
conv5_4,0.3071952858079687,no-dropout,1.0,0,deeprecon,KS,test,icnn
fc6,0.3580254582876992,no-dropout,1.0,0,deeprecon,KS,test,icnn
fc7,0.3325475745196617,no-dropout,1.0,0,deeprecon,KS,test,icnn
fc8,0.4834873841872946,no-dropout,1.0,0,deeprecon,KS,test,icnn
conv1_1,0.1706272831451283,no-dropout,1.0,0,deeprecon,KS,art,icnn
conv1_2,0.0851858159423518,no-dropout,1.0,0,deeprecon,KS,art,icnn
conv2_1,0.0629324620962063,no-dropout,1.0,0,deeprecon,KS,art,icnn
conv2_2,0.0630448899563319,no-dropout,1.0,0,deeprecon,KS,art,icnn
conv3_1,0.017520040415105,no-dropout,1.0,0,deeprecon,KS,art,icnn
conv3_2,0.0449276414253763,no-dropout,1.0,0,deeprecon,KS,art,icnn
conv3_3,0.1435263122847953,no-dropout,1.0,0,deeprecon,KS,art,icnn
conv3_4,0.0516847069329321,no-dropout,1.0,0,deeprecon,KS,art,icnn
conv4_1,0.1000168409305664,no-dropout,1.0,0,deeprecon,KS,art,icnn
conv4_2,0.1230498559941731,no-dropout,1.0,0,deeprecon,KS,art,icnn
conv4_3,0.1805857134293249,no-dropout,1.0,0,deeprecon,KS,art,icnn
conv4_4,0.4195261728055414,no-dropout,1.0,0,deeprecon,KS,art,icnn
conv5_1,0.2673962181534757,no-dropout,1.0,0,deeprecon,KS,art,icnn
conv5_2,0.3137629375348774,no-dropout,1.0,0,deeprecon,KS,art,icnn
conv5_3,0.3239708196941857,no-dropout,1.0,0,deeprecon,KS,art,icnn
conv5_4,0.4544977845536448,no-dropout,1.0,0,deeprecon,KS,art,icnn
fc6,0.1739738104362911,no-dropout,1.0,0,deeprecon,KS,art,icnn
fc7,0.2489717024867866,no-dropout,1.0,0,deeprecon,KS,art,icnn
fc8,0.1567427515123122,no-dropout,1.0,0,deeprecon,KS,art,icnn
conv1_1,0.0604940169502301,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
conv1_2,0.0606921332317995,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
conv2_1,0.0811677831168027,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
conv2_2,0.0454472699709005,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
conv3_1,0.0901576826209175,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
conv3_2,0.1030929910847348,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
conv3_3,0.141912358429069,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
conv3_4,0.1202562599431167,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
conv4_1,0.1739724662019704,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
conv4_2,0.1558742154142746,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
conv4_3,0.133194254871945,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
conv4_4,0.1448992868185453,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
conv5_1,0.1914602787178255,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
conv5_2,0.198124071155434,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
conv5_3,0.1926100568740268,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
conv5_4,0.1925966661908083,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
fc6,0.2130701822428493,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
fc7,0.1758856388551078,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
fc8,0.3419270597937702,dropout-dreamsim,0.1,11,deeprecon,KS,test,icnn
conv1_1,0.094702995989157,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
conv1_2,0.0559496023137018,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
conv2_1,0.0346238449267131,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
conv2_2,0.0231337022927652,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
conv3_1,-0.0111058765391938,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
conv3_2,0.0059538767472492,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
conv3_3,0.0742663317430605,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
conv3_4,0.0194836601221865,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
conv4_1,0.0292762739641686,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
conv4_2,0.0547391647330053,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
conv4_3,0.0825196611547492,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
conv4_4,0.2676931934952214,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
conv5_1,0.1588130847306567,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
conv5_2,0.1792355634695433,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
conv5_3,0.1896515990099589,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
conv5_4,0.3251151205722847,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
fc6,0.1303753391195926,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
fc7,0.2463347684743313,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
fc8,0.0802499990424386,dropout-dreamsim,0.1,11,deeprecon,KS,art,icnn
conv1_1,0.0520947269916299,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
conv1_2,0.0489270220132781,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
conv2_1,0.070125549766905,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
conv2_2,0.042166183315628,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
conv3_1,0.0775254190696024,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
conv3_2,0.0886275303243923,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
conv3_3,0.1293848272224484,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
conv3_4,0.1063361969595453,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
conv4_1,0.1552396782098208,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
conv4_2,0.1392545567778494,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
conv4_3,0.1191134483156341,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
conv4_4,0.134457414171986,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
conv5_1,0.1759070770628892,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
conv5_2,0.177165859195601,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
conv5_3,0.1737525990211335,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
conv5_4,0.1947248815299296,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
fc6,0.2342812420995891,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
fc7,0.1882038933894924,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
fc8,0.3215341913687391,dropout-clipvision,0.1,33,deeprecon,KS,test,icnn
conv1_1,0.082353562161103,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
conv1_2,0.0209024390276604,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
conv2_1,0.0150185853599122,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
conv2_2,0.0158125775578588,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
conv3_1,-0.015695620717795,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
conv3_2,-0.0038894137434128,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
conv3_3,0.0697444586230494,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
conv3_4,0.0150917586596803,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
conv4_1,0.0218289246043409,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
conv4_2,0.0302316392363244,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
conv4_3,0.0711777613756168,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
conv4_4,0.2874592668710431,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
conv5_1,0.1805516102535997,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
conv5_2,0.2134328378071026,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
conv5_3,0.2359360697284012,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
conv5_4,0.366823510803366,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
fc6,0.1191538532189673,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
fc7,0.2153074513393874,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
fc8,0.1056872768126816,dropout-clipvision,0.1,33,deeprecon,KS,art,icnn
conv1_1,0.0946506283739305,dropout-random,0.1,22,deeprecon,KS,test,icnn
conv1_2,0.074871971367315,dropout-random,0.1,22,deeprecon,KS,test,icnn
conv2_1,0.0905736558649742,dropout-random,0.1,22,deeprecon,KS,test,icnn
conv2_2,0.0486662451346748,dropout-random,0.1,22,deeprecon,KS,test,icnn
conv3_1,0.0863581845472126,dropout-random,0.1,22,deeprecon,KS,test,icnn
conv3_2,0.0967675846014012,dropout-random,0.1,22,deeprecon,KS,test,icnn
conv3_3,0.1380458004573439,dropout-random,0.1,22,deeprecon,KS,test,icnn
conv3_4,0.1198490622499318,dropout-random,0.1,22,deeprecon,KS,test,icnn
conv4_1,0.1629715876913324,dropout-random,0.1,22,deeprecon,KS,test,icnn
conv4_2,0.1468420721773677,dropout-random,0.1,22,deeprecon,KS,test,icnn
conv4_3,0.1248949556567436,dropout-random,0.1,22,deeprecon,KS,test,icnn
conv4_4,0.1399737007963508,dropout-random,0.1,22,deeprecon,KS,test,icnn
conv5_1,0.177365041803417,dropout-random,0.1,22,deeprecon,KS,test,icnn
conv5_2,0.176549365359153,dropout-random,0.1,22,deeprecon,KS,test,icnn
conv5_3,0.1623766738151026,dropout-random,0.1,22,deeprecon,KS,test,icnn
conv5_4,0.1837989813139018,dropout-random,0.1,22,deeprecon,KS,test,icnn
fc6,0.2212260104241664,dropout-random,0.1,22,deeprecon,KS,test,icnn
fc7,0.1572650885237964,dropout-random,0.1,22,deeprecon,KS,test,icnn
fc8,0.3094488674504836,dropout-random,0.1,22,deeprecon,KS,test,icnn
conv1_1,0.0596930132369716,dropout-random,0.1,22,deeprecon,KS,art,icnn
conv1_2,0.0085068000311444,dropout-random,0.1,22,deeprecon,KS,art,icnn
conv2_1,0.0010338240721908,dropout-random,0.1,22,deeprecon,KS,art,icnn
conv2_2,0.0118271335703108,dropout-random,0.1,22,deeprecon,KS,art,icnn
conv3_1,-0.0227027868396362,dropout-random,0.1,22,deeprecon,KS,art,icnn
conv3_2,-0.012080666850238,dropout-random,0.1,22,deeprecon,KS,art,icnn
conv3_3,0.0560520754703652,dropout-random,0.1,22,deeprecon,KS,art,icnn
conv3_4,0.005035372662324,dropout-random,0.1,22,deeprecon,KS,art,icnn
conv4_1,0.0042164750395506,dropout-random,0.1,22,deeprecon,KS,art,icnn
conv4_2,0.0193556757195163,dropout-random,0.1,22,deeprecon,KS,art,icnn
conv4_3,0.0566881619032811,dropout-random,0.1,22,deeprecon,KS,art,icnn
conv4_4,0.2354582753576979,dropout-random,0.1,22,deeprecon,KS,art,icnn
conv5_1,0.1388790324268053,dropout-random,0.1,22,deeprecon,KS,art,icnn
conv5_2,0.1523617996625348,dropout-random,0.1,22,deeprecon,KS,art,icnn
conv5_3,0.1537847169712921,dropout-random,0.1,22,deeprecon,KS,art,icnn
conv5_4,0.3049564809584938,dropout-random,0.1,22,deeprecon,KS,art,icnn
fc6,0.1488565426199329,dropout-random,0.1,22,deeprecon,KS,art,icnn
fc7,0.2502461115764013,dropout-random,0.1,22,deeprecon,KS,art,icnn
fc8,0.1057984926511377,dropout-random,0.1,22,deeprecon,KS,art,icnn
conv1_1,0.0853178981461533,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
conv1_2,0.0728159446666091,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
conv2_1,0.086032918704375,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
conv2_2,0.0482903954255053,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
conv3_1,0.0818980447116079,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
conv3_2,0.0928443342173633,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
conv3_3,0.135273243657439,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
conv3_4,0.1148151000133036,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
conv4_1,0.1568946182432359,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
conv4_2,0.1434567926026097,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
conv4_3,0.123568993058133,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
conv4_4,0.1456783932741396,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
conv5_1,0.1757739595314681,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
conv5_2,0.1805886450100027,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
conv5_3,0.1774286171338052,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
conv5_4,0.2110886353759111,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
fc6,0.2153546182162143,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
fc7,0.2026338511597662,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
fc8,0.3373072795978321,dropout-pixels,0.1,44,deeprecon,KS,test,icnn
conv1_1,0.0836307677548662,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
conv1_2,0.0277013908010249,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
conv2_1,0.0286311653797736,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
conv2_2,0.0206745663426417,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
conv3_1,-0.0110118660773744,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
conv3_2,0.0027659812621141,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
conv3_3,0.0802289440392328,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
conv3_4,0.0159550469549016,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
conv4_1,0.0321178754279191,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
conv4_2,0.0426422477221161,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
conv4_3,0.0854015741975034,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
conv4_4,0.2881803859502044,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
conv5_1,0.1683443692694208,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
conv5_2,0.1888487230296275,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
conv5_3,0.2404295371359371,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
conv5_4,0.3693549907378319,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
fc6,0.1100828387773668,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
fc7,0.0673715506025142,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
fc8,0.1374689995212352,dropout-pixels,0.1,44,deeprecon,KS,art,icnn
conv1_1,0.1100983646974771,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
conv1_2,0.0992406839864642,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
conv2_1,0.1149500590287116,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
conv2_2,0.0673354625900579,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
conv3_1,0.1204701359694807,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
conv3_2,0.1376826254105434,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
conv3_3,0.186693409016287,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
conv3_4,0.1640214159902528,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
conv4_1,0.2202910243494565,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
conv4_2,0.2015887208455652,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
conv4_3,0.1766443551985193,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
conv4_4,0.192691135385674,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
conv5_1,0.240840582711364,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
conv5_2,0.243445903538853,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
conv5_3,0.2396761652519887,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
conv5_4,0.2499001083493429,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
fc6,0.2735000988757611,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
fc7,0.2288855544128177,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
fc8,0.4257088744867033,dropout-dreamsim,0.25,55,deeprecon,KS,test,icnn
conv1_1,0.1006869446191718,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
conv1_2,0.0337286932405038,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
conv2_1,0.0248038911364391,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
conv2_2,0.0259773043233662,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
conv3_1,-0.0147152945985578,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
conv3_2,0.0050048399453594,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
conv3_3,0.092225411476381,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
conv3_4,0.0201301399880421,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
conv4_1,0.0353775105744406,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
conv4_2,0.0412755652969972,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
conv4_3,0.0986963908608338,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
conv4_4,0.3182986192386264,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
conv5_1,0.1924068429647505,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
conv5_2,0.2081302883197218,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
conv5_3,0.2148286151328354,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
conv5_4,0.3444561744626032,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
fc6,0.1669277020880545,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
fc7,0.2735550941922776,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
fc8,0.1521999577023344,dropout-dreamsim,0.25,55,deeprecon,KS,art,icnn
conv1_1,0.1329331563682881,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
conv1_2,0.1126313234486986,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
conv2_1,0.1208747532740544,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
conv2_2,0.0688305990160228,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
conv3_1,0.1193829690415267,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
conv3_2,0.1368517803209218,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
conv3_3,0.1874749103642335,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
conv3_4,0.1631109618347573,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
conv4_1,0.2222239345300676,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
conv4_2,0.2032821741780404,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
conv4_3,0.1783337479854252,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
conv4_4,0.1941021837606585,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
conv5_1,0.2433442088535007,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
conv5_2,0.2459301027148004,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
conv5_3,0.2420759290212738,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
conv5_4,0.2486544376654279,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
fc6,0.2809307965969143,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
fc7,0.2433444862300345,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
fc8,0.4103713549676838,dropout-clipvision,0.25,88,deeprecon,KS,test,icnn
conv1_1,0.1070623560221757,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
conv1_2,0.0448773753286717,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
conv2_1,0.0351576972918616,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
conv2_2,0.039199170174083,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
conv3_1,2.965015409732886e-05,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
conv3_2,0.0213178709450433,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
conv3_3,0.1135686319711077,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
conv3_4,0.0368357563153633,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
conv4_1,0.0717990660934525,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
conv4_2,0.0894702760574275,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
conv4_3,0.1374205260154106,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
conv4_4,0.3700437010486501,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
conv5_1,0.227764437066363,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
conv5_2,0.2797199973725817,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
conv5_3,0.2859102551118354,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
conv5_4,0.4555508934386324,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
fc6,0.1663363105073685,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
fc7,0.1683989132597876,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
fc8,0.1157385292500659,dropout-clipvision,0.25,88,deeprecon,KS,art,icnn
conv1_1,0.1000163670666351,dropout-random,0.25,33,deeprecon,KS,test,icnn
conv1_2,0.0864996593062309,dropout-random,0.25,33,deeprecon,KS,test,icnn
conv2_1,0.1076727145184603,dropout-random,0.25,33,deeprecon,KS,test,icnn
conv2_2,0.0604601525597975,dropout-random,0.25,33,deeprecon,KS,test,icnn
conv3_1,0.1147280040481484,dropout-random,0.25,33,deeprecon,KS,test,icnn
conv3_2,0.1315257544968404,dropout-random,0.25,33,deeprecon,KS,test,icnn
conv3_3,0.178921669870821,dropout-random,0.25,33,deeprecon,KS,test,icnn
conv3_4,0.1541198192501422,dropout-random,0.25,33,deeprecon,KS,test,icnn
conv4_1,0.2135236578645809,dropout-random,0.25,33,deeprecon,KS,test,icnn
conv4_2,0.1952060632368437,dropout-random,0.25,33,deeprecon,KS,test,icnn
conv4_3,0.1703127029081481,dropout-random,0.25,33,deeprecon,KS,test,icnn
conv4_4,0.1858664509235578,dropout-random,0.25,33,deeprecon,KS,test,icnn
conv5_1,0.2402016749597398,dropout-random,0.25,33,deeprecon,KS,test,icnn
conv5_2,0.2438717771233996,dropout-random,0.25,33,deeprecon,KS,test,icnn
conv5_3,0.2382449995336183,dropout-random,0.25,33,deeprecon,KS,test,icnn
conv5_4,0.2677925118196392,dropout-random,0.25,33,deeprecon,KS,test,icnn
fc6,0.2808303003824866,dropout-random,0.25,33,deeprecon,KS,test,icnn
fc7,0.2537807525764453,dropout-random,0.25,33,deeprecon,KS,test,icnn
fc8,0.4208822798611853,dropout-random,0.25,33,deeprecon,KS,test,icnn
conv1_1,0.1385061242661704,dropout-random,0.25,33,deeprecon,KS,art,icnn
conv1_2,0.0659315406588392,dropout-random,0.25,33,deeprecon,KS,art,icnn
conv2_1,0.0478903972929469,dropout-random,0.25,33,deeprecon,KS,art,icnn
conv2_2,0.0366842498699183,dropout-random,0.25,33,deeprecon,KS,art,icnn
conv3_1,0.0039645404114381,dropout-random,0.25,33,deeprecon,KS,art,icnn
conv3_2,0.0231659709138516,dropout-random,0.25,33,deeprecon,KS,art,icnn
conv3_3,0.1097584904404117,dropout-random,0.25,33,deeprecon,KS,art,icnn
conv3_4,0.0356764083021915,dropout-random,0.25,33,deeprecon,KS,art,icnn
conv4_1,0.059267059160481,dropout-random,0.25,33,deeprecon,KS,art,icnn
conv4_2,0.0719000830564416,dropout-random,0.25,33,deeprecon,KS,art,icnn
conv4_3,0.1168696016476706,dropout-random,0.25,33,deeprecon,KS,art,icnn
conv4_4,0.3428773923027486,dropout-random,0.25,33,deeprecon,KS,art,icnn
conv5_1,0.2052439749848272,dropout-random,0.25,33,deeprecon,KS,art,icnn
conv5_2,0.2381922475761365,dropout-random,0.25,33,deeprecon,KS,art,icnn
conv5_3,0.2731296241623614,dropout-random,0.25,33,deeprecon,KS,art,icnn
conv5_4,0.3763412526369012,dropout-random,0.25,33,deeprecon,KS,art,icnn
fc6,0.1162613790444161,dropout-random,0.25,33,deeprecon,KS,art,icnn
fc7,0.11771354801378,dropout-random,0.25,33,deeprecon,KS,art,icnn
fc8,0.1501827397797472,dropout-random,0.25,33,deeprecon,KS,art,icnn
conv1_1,0.1149134600223042,dropout-pixels,0.25,44,deeprecon,KS,test,icnn
conv1_2,0.096890440883812,dropout-pixels,0.25,44,deeprecon,KS,test,icnn
conv2_1,0.1117851186949653,dropout-pixels,0.25,44,deeprecon,KS,test,icnn
conv2_2,0.0622330631137849,dropout-pixels,0.25,44,deeprecon,KS,test,icnn
conv3_1,0.1136593229929732,dropout-pixels,0.25,44,deeprecon,KS,test,icnn
conv3_2,0.1335125616791041,dropout-pixels,0.25,44,deeprecon,KS,test,icnn
conv3_3,0.1832627421513074,dropout-pixels,0.25,44,deeprecon,KS,test,icnn
conv3_4,0.1574150702713811,dropout-pixels,0.25,44,deeprecon,KS,test,icnn
conv4_1,0.217275460727995,dropout-pixels,0.25,44,deeprecon,KS,test,icnn
conv4_2,0.2000291161386978,dropout-pixels,0.25,44,deeprecon,KS,test,icnn
conv4_3,0.1740368657471915,dropout-pixels,0.25,44,deeprecon,KS,test,icnn
conv4_4,0.189770356680259,dropout-pixels,0.25,44,deeprecon,KS,test,icnn
