ft_name,profile_corr,dropout_algorithm,dropout_ratio,dropout_trial,dataset,sub,test_dataset,algorithm
vdvae,0.0001155050209995,dropout-quantizedCountBoring,0.25,0,deeprecon,ES,art,brain_diffuser
cliptext_final,0.0391472592595648,dropout-quantizedCountBoring,0.25,0,deeprecon,ES,art,brain_diffuser
cliptext_tokens,0.0371588771495682,dropout-quantizedCountBoring,0.25,0,deeprecon,ES,art,brain_diffuser
clipvision_final,0.0154284983885844,dropout-quantizedCountBoring,0.25,0,deeprecon,ES,art,brain_diffuser
clipvision_patches,0.0444792737412025,dropout-quantizedCountBoring,0.25,0,deeprecon,ES,art,brain_diffuser
vdvae,-0.0001149059474087,dropout-quantizedCountParty,0.25,0,deeprecon,ES,test,brain_diffuser
cliptext_final,0.1909416582695482,dropout-quantizedCountParty,0.25,0,deeprecon,ES,test,brain_diffuser
cliptext_tokens,0.1853952320555039,dropout-quantizedCountParty,0.25,0,deeprecon,ES,test,brain_diffuser
clipvision_final,0.1606264716996447,dropout-quantizedCountParty,0.25,0,deeprecon,ES,test,brain_diffuser
clipvision_patches,0.046471743188581,dropout-quantizedCountParty,0.25,0,deeprecon,ES,test,brain_diffuser
vdvae,-0.000737901065034,dropout-quantizedCountParty,0.25,0,deeprecon,ES,art,brain_diffuser
cliptext_final,0.0118580704488923,dropout-quantizedCountParty,0.25,0,deeprecon,ES,art,brain_diffuser
cliptext_tokens,0.0181822421346516,dropout-quantizedCountParty,0.25,0,deeprecon,ES,art,brain_diffuser
clipvision_final,0.0105164443517797,dropout-quantizedCountParty,0.25,0,deeprecon,ES,art,brain_diffuser
clipvision_patches,0.0078150369302051,dropout-quantizedCountParty,0.25,0,deeprecon,ES,art,brain_diffuser
vdvae,0.0008293445328541,no-dropout,1.0,0,deeprecon,JK,test,brain_diffuser
cliptext_final,0.2625327665162527,no-dropout,1.0,0,deeprecon,JK,test,brain_diffuser
cliptext_tokens,0.2569457062446137,no-dropout,1.0,0,deeprecon,JK,test,brain_diffuser
clipvision_final,0.2164704120609432,no-dropout,1.0,0,deeprecon,JK,test,brain_diffuser
clipvision_patches,0.0857074531092917,no-dropout,1.0,0,deeprecon,JK,test,brain_diffuser
vdvae,0.0002244844750728,no-dropout,1.0,0,deeprecon,JK,art,brain_diffuser
cliptext_final,0.025907488543502,no-dropout,1.0,0,deeprecon,JK,art,brain_diffuser
cliptext_tokens,0.0374040688102292,no-dropout,1.0,0,deeprecon,JK,art,brain_diffuser
clipvision_final,0.0206615461186872,no-dropout,1.0,0,deeprecon,JK,art,brain_diffuser
clipvision_patches,0.0494550097968886,no-dropout,1.0,0,deeprecon,JK,art,brain_diffuser
vdvae,0.0011120292481088,dropout-dreamsim,0.1,11,deeprecon,JK,test,brain_diffuser
cliptext_final,0.1360283162744479,dropout-dreamsim,0.1,11,deeprecon,JK,test,brain_diffuser
cliptext_tokens,0.1355648295956357,dropout-dreamsim,0.1,11,deeprecon,JK,test,brain_diffuser
clipvision_final,0.103281042640918,dropout-dreamsim,0.1,11,deeprecon,JK,test,brain_diffuser
clipvision_patches,0.0331774614112828,dropout-dreamsim,0.1,11,deeprecon,JK,test,brain_diffuser
vdvae,0.0002454496865731,dropout-dreamsim,0.1,11,deeprecon,JK,art,brain_diffuser
cliptext_final,-0.0002022386099831,dropout-dreamsim,0.1,11,deeprecon,JK,art,brain_diffuser
cliptext_tokens,0.0037779610201175,dropout-dreamsim,0.1,11,deeprecon,JK,art,brain_diffuser
clipvision_final,0.0109728858631613,dropout-dreamsim,0.1,11,deeprecon,JK,art,brain_diffuser
clipvision_patches,0.0156666507501608,dropout-dreamsim,0.1,11,deeprecon,JK,art,brain_diffuser
vdvae,0.0006852589924896,dropout-clipvision,0.1,33,deeprecon,JK,test,brain_diffuser
cliptext_final,0.1293291211705371,dropout-clipvision,0.1,33,deeprecon,JK,test,brain_diffuser
cliptext_tokens,0.127922217870272,dropout-clipvision,0.1,33,deeprecon,JK,test,brain_diffuser
clipvision_final,0.1053053486970858,dropout-clipvision,0.1,33,deeprecon,JK,test,brain_diffuser
clipvision_patches,0.0302559832944752,dropout-clipvision,0.1,33,deeprecon,JK,test,brain_diffuser
vdvae,0.0008393291377644,dropout-clipvision,0.1,33,deeprecon,JK,art,brain_diffuser
cliptext_final,-0.0051600514289651,dropout-clipvision,0.1,33,deeprecon,JK,art,brain_diffuser
cliptext_tokens,0.0022545090119229,dropout-clipvision,0.1,33,deeprecon,JK,art,brain_diffuser
clipvision_final,0.0314823599348483,dropout-clipvision,0.1,33,deeprecon,JK,art,brain_diffuser
clipvision_patches,0.0275042779730649,dropout-clipvision,0.1,33,deeprecon,JK,art,brain_diffuser
vdvae,0.0003784627536914,dropout-random,0.1,22,deeprecon,JK,test,brain_diffuser
cliptext_final,0.1359131802795861,dropout-random,0.1,22,deeprecon,JK,test,brain_diffuser
cliptext_tokens,0.1292194332153767,dropout-random,0.1,22,deeprecon,JK,test,brain_diffuser
clipvision_final,0.1024340100190997,dropout-random,0.1,22,deeprecon,JK,test,brain_diffuser
clipvision_patches,0.0314775517080899,dropout-random,0.1,22,deeprecon,JK,test,brain_diffuser
vdvae,0.0010351228195474,dropout-random,0.1,22,deeprecon,JK,art,brain_diffuser
cliptext_final,0.0062616437420917,dropout-random,0.1,22,deeprecon,JK,art,brain_diffuser
cliptext_tokens,0.0097578608498955,dropout-random,0.1,22,deeprecon,JK,art,brain_diffuser
clipvision_final,0.0298013702453379,dropout-random,0.1,22,deeprecon,JK,art,brain_diffuser
clipvision_patches,0.0243417081621817,dropout-random,0.1,22,deeprecon,JK,art,brain_diffuser
vdvae,0.0002428484635272,dropout-pixels,0.1,44,deeprecon,JK,test,brain_diffuser
cliptext_final,0.1368640373153112,dropout-pixels,0.1,44,deeprecon,JK,test,brain_diffuser
cliptext_tokens,0.1301560248279278,dropout-pixels,0.1,44,deeprecon,JK,test,brain_diffuser
clipvision_final,0.1125219926113229,dropout-pixels,0.1,44,deeprecon,JK,test,brain_diffuser
clipvision_patches,0.0348008155967041,dropout-pixels,0.1,44,deeprecon,JK,test,brain_diffuser
vdvae,0.0007375278694887,dropout-pixels,0.1,44,deeprecon,JK,art,brain_diffuser
cliptext_final,0.0177946174995586,dropout-pixels,0.1,44,deeprecon,JK,art,brain_diffuser
cliptext_tokens,0.0193344955141339,dropout-pixels,0.1,44,deeprecon,JK,art,brain_diffuser
clipvision_final,0.0010439792587764,dropout-pixels,0.1,44,deeprecon,JK,art,brain_diffuser
clipvision_patches,0.0104840922442623,dropout-pixels,0.1,44,deeprecon,JK,art,brain_diffuser
vdvae,0.0009002730004156,dropout-dreamsim,0.25,55,deeprecon,JK,test,brain_diffuser
cliptext_final,0.2080658498959705,dropout-dreamsim,0.25,55,deeprecon,JK,test,brain_diffuser
cliptext_tokens,0.2001110248982896,dropout-dreamsim,0.25,55,deeprecon,JK,test,brain_diffuser
clipvision_final,0.1644589462925674,dropout-dreamsim,0.25,55,deeprecon,JK,test,brain_diffuser
clipvision_patches,0.0509085189824547,dropout-dreamsim,0.25,55,deeprecon,JK,test,brain_diffuser
vdvae,0.0003494353788362,dropout-dreamsim,0.25,55,deeprecon,JK,art,brain_diffuser
cliptext_final,-0.0001122914049685,dropout-dreamsim,0.25,55,deeprecon,JK,art,brain_diffuser
cliptext_tokens,0.0120613979006757,dropout-dreamsim,0.25,55,deeprecon,JK,art,brain_diffuser
clipvision_final,0.0089837270279748,dropout-dreamsim,0.25,55,deeprecon,JK,art,brain_diffuser
clipvision_patches,0.0357750475331613,dropout-dreamsim,0.25,55,deeprecon,JK,art,brain_diffuser
vdvae,0.0001315776921276,dropout-clipvision,0.25,88,deeprecon,JK,test,brain_diffuser
cliptext_final,0.208752613590189,dropout-clipvision,0.25,88,deeprecon,JK,test,brain_diffuser
cliptext_tokens,0.2053318274037256,dropout-clipvision,0.25,88,deeprecon,JK,test,brain_diffuser
clipvision_final,0.1599126261980047,dropout-clipvision,0.25,88,deeprecon,JK,test,brain_diffuser
clipvision_patches,0.0552061382726052,dropout-clipvision,0.25,88,deeprecon,JK,test,brain_diffuser
vdvae,0.0011157211818156,dropout-clipvision,0.25,88,deeprecon,JK,art,brain_diffuser
cliptext_final,0.0041436077293718,dropout-clipvision,0.25,88,deeprecon,JK,art,brain_diffuser
cliptext_tokens,0.0172788826840826,dropout-clipvision,0.25,88,deeprecon,JK,art,brain_diffuser
clipvision_final,0.0222014291793367,dropout-clipvision,0.25,88,deeprecon,JK,art,brain_diffuser
clipvision_patches,0.0379862150960411,dropout-clipvision,0.25,88,deeprecon,JK,art,brain_diffuser
vdvae,-0.0003425895823283,dropout-random,0.25,33,deeprecon,JK,test,brain_diffuser
cliptext_final,0.2053012270054917,dropout-random,0.25,33,deeprecon,JK,test,brain_diffuser
cliptext_tokens,0.1974514871717338,dropout-random,0.25,33,deeprecon,JK,test,brain_diffuser
clipvision_final,0.1623678047198924,dropout-random,0.25,33,deeprecon,JK,test,brain_diffuser
clipvision_patches,0.0520627424998931,dropout-random,0.25,33,deeprecon,JK,test,brain_diffuser
vdvae,0.0007039115229467,dropout-random,0.25,33,deeprecon,JK,art,brain_diffuser
cliptext_final,0.0280625010151907,dropout-random,0.25,33,deeprecon,JK,art,brain_diffuser
cliptext_tokens,0.0348548782761707,dropout-random,0.25,33,deeprecon,JK,art,brain_diffuser
clipvision_final,0.0248301914747997,dropout-random,0.25,33,deeprecon,JK,art,brain_diffuser
clipvision_patches,0.0288666677572909,dropout-random,0.25,33,deeprecon,JK,art,brain_diffuser
vdvae,0.0004556004945699,dropout-pixels,0.25,44,deeprecon,JK,test,brain_diffuser
cliptext_final,0.2068653014678047,dropout-pixels,0.25,44,deeprecon,JK,test,brain_diffuser
cliptext_tokens,0.2062446431382549,dropout-pixels,0.25,44,deeprecon,JK,test,brain_diffuser
clipvision_final,0.1605468262485891,dropout-pixels,0.25,44,deeprecon,JK,test,brain_diffuser
clipvision_patches,0.0535799571877603,dropout-pixels,0.25,44,deeprecon,JK,test,brain_diffuser
vdvae,0.0013290471867846,dropout-pixels,0.25,44,deeprecon,JK,art,brain_diffuser
cliptext_final,-0.0037699072675203,dropout-pixels,0.25,44,deeprecon,JK,art,brain_diffuser
cliptext_tokens,0.0126245297012575,dropout-pixels,0.25,44,deeprecon,JK,art,brain_diffuser
clipvision_final,0.0134169171769083,dropout-pixels,0.25,44,deeprecon,JK,art,brain_diffuser
clipvision_patches,0.0296898553302036,dropout-pixels,0.25,44,deeprecon,JK,art,brain_diffuser
vdvae,0.0009840995332491,dropout-quantizedCountBoring,0.25,0,deeprecon,JK,test,brain_diffuser
cliptext_final,0.1669137571295614,dropout-quantizedCountBoring,0.25,0,deeprecon,JK,test,brain_diffuser
cliptext_tokens,0.163460537694045,dropout-quantizedCountBoring,0.25,0,deeprecon,JK,test,brain_diffuser
clipvision_final,0.1340273628363988,dropout-quantizedCountBoring,0.25,0,deeprecon,JK,test,brain_diffuser
clipvision_patches,0.0547577810987223,dropout-quantizedCountBoring,0.25,0,deeprecon,JK,test,brain_diffuser
vdvae,0.0004006631327703,dropout-quantizedCountBoring,0.25,0,deeprecon,JK,art,brain_diffuser
cliptext_final,0.0171024398208901,dropout-quantizedCountBoring,0.25,0,deeprecon,JK,art,brain_diffuser
cliptext_tokens,0.026305466933643,dropout-quantizedCountBoring,0.25,0,deeprecon,JK,art,brain_diffuser
clipvision_final,0.0229332425040375,dropout-quantizedCountBoring,0.25,0,deeprecon,JK,art,brain_diffuser
clipvision_patches,0.0477866360668838,dropout-quantizedCountBoring,0.25,0,deeprecon,JK,art,brain_diffuser
vdvae,0.0002669421852492,dropout-quantizedCountParty,0.25,0,deeprecon,JK,test,brain_diffuser
cliptext_final,0.1752332082085791,dropout-quantizedCountParty,0.25,0,deeprecon,JK,test,brain_diffuser
cliptext_tokens,0.1704290478364578,dropout-quantizedCountParty,0.25,0,deeprecon,JK,test,brain_diffuser
clipvision_final,0.1410378961601694,dropout-quantizedCountParty,0.25,0,deeprecon,JK,test,brain_diffuser
clipvision_patches,0.0380225112705577,dropout-quantizedCountParty,0.25,0,deeprecon,JK,test,brain_diffuser
vdvae,0.0010724650383451,dropout-quantizedCountParty,0.25,0,deeprecon,JK,art,brain_diffuser
cliptext_final,-0.0175168688040659,dropout-quantizedCountParty,0.25,0,deeprecon,JK,art,brain_diffuser
cliptext_tokens,-0.0111980795064735,dropout-quantizedCountParty,0.25,0,deeprecon,JK,art,brain_diffuser
clipvision_final,0.0061439808800527,dropout-quantizedCountParty,0.25,0,deeprecon,JK,art,brain_diffuser
clipvision_patches,0.0120520719282899,dropout-quantizedCountParty,0.25,0,deeprecon,JK,art,brain_diffuser
vdvae,0.0003886268086613,no-dropout,1.0,0,deeprecon,TH,test,brain_diffuser
cliptext_final,0.2388539237483492,no-dropout,1.0,0,deeprecon,TH,test,brain_diffuser
cliptext_tokens,0.2347889460423573,no-dropout,1.0,0,deeprecon,TH,test,brain_diffuser
clipvision_final,0.1984578298416035,no-dropout,1.0,0,deeprecon,TH,test,brain_diffuser
clipvision_patches,0.0784653122628871,no-dropout,1.0,0,deeprecon,TH,test,brain_diffuser
vdvae,0.0007486946736459,no-dropout,1.0,0,deeprecon,TH,art,brain_diffuser
cliptext_final,0.0376248280102165,no-dropout,1.0,0,deeprecon,TH,art,brain_diffuser
cliptext_tokens,0.0596601238468886,no-dropout,1.0,0,deeprecon,TH,art,brain_diffuser
clipvision_final,0.0203276809472884,no-dropout,1.0,0,deeprecon,TH,art,brain_diffuser
clipvision_patches,0.0440239975422875,no-dropout,1.0,0,deeprecon,TH,art,brain_diffuser
vdvae,-0.000554259870255,dropout-dreamsim,0.1,11,deeprecon,TH,test,brain_diffuser
cliptext_final,0.0968171491544019,dropout-dreamsim,0.1,11,deeprecon,TH,test,brain_diffuser
cliptext_tokens,0.0969106662416342,dropout-dreamsim,0.1,11,deeprecon,TH,test,brain_diffuser
clipvision_final,0.0797844195678267,dropout-dreamsim,0.1,11,deeprecon,TH,test,brain_diffuser
clipvision_patches,0.0223982459091377,dropout-dreamsim,0.1,11,deeprecon,TH,test,brain_diffuser
vdvae,-0.0001140272661579,dropout-dreamsim,0.1,11,deeprecon,TH,art,brain_diffuser
cliptext_final,0.0126601824661648,dropout-dreamsim,0.1,11,deeprecon,TH,art,brain_diffuser
cliptext_tokens,0.0297782573388129,dropout-dreamsim,0.1,11,deeprecon,TH,art,brain_diffuser
clipvision_final,0.0119166300298133,dropout-dreamsim,0.1,11,deeprecon,TH,art,brain_diffuser
clipvision_patches,0.0176385297493431,dropout-dreamsim,0.1,11,deeprecon,TH,art,brain_diffuser
vdvae,-0.0001405708035738,dropout-clipvision,0.1,33,deeprecon,TH,test,brain_diffuser
cliptext_final,0.1081284707953744,dropout-clipvision,0.1,33,deeprecon,TH,test,brain_diffuser
cliptext_tokens,0.10424336631493,dropout-clipvision,0.1,33,deeprecon,TH,test,brain_diffuser
clipvision_final,0.0999249026922654,dropout-clipvision,0.1,33,deeprecon,TH,test,brain_diffuser
clipvision_patches,0.0266126790646937,dropout-clipvision,0.1,33,deeprecon,TH,test,brain_diffuser
vdvae,0.0007080008938976,dropout-clipvision,0.1,33,deeprecon,TH,art,brain_diffuser
cliptext_final,-0.0061026752089373,dropout-clipvision,0.1,33,deeprecon,TH,art,brain_diffuser
cliptext_tokens,-0.0012199034451936,dropout-clipvision,0.1,33,deeprecon,TH,art,brain_diffuser
clipvision_final,0.0198680438861381,dropout-clipvision,0.1,33,deeprecon,TH,art,brain_diffuser
clipvision_patches,0.0210317599850215,dropout-clipvision,0.1,33,deeprecon,TH,art,brain_diffuser
vdvae,0.000404713582084,dropout-random,0.1,22,deeprecon,TH,test,brain_diffuser
cliptext_final,0.0977550163932276,dropout-random,0.1,22,deeprecon,TH,test,brain_diffuser
cliptext_tokens,0.0947699210580177,dropout-random,0.1,22,deeprecon,TH,test,brain_diffuser
clipvision_final,0.0733425463633286,dropout-random,0.1,22,deeprecon,TH,test,brain_diffuser
clipvision_patches,0.0256265779913356,dropout-random,0.1,22,deeprecon,TH,test,brain_diffuser
vdvae,0.0009400536673163,dropout-random,0.1,22,deeprecon,TH,art,brain_diffuser
cliptext_final,0.0287202054963623,dropout-random,0.1,22,deeprecon,TH,art,brain_diffuser
cliptext_tokens,0.0345179339547389,dropout-random,0.1,22,deeprecon,TH,art,brain_diffuser
clipvision_final,0.0142712992204666,dropout-random,0.1,22,deeprecon,TH,art,brain_diffuser
clipvision_patches,0.024180028271797,dropout-random,0.1,22,deeprecon,TH,art,brain_diffuser
vdvae,0.0003894753255835,dropout-pixels,0.1,44,deeprecon,TH,test,brain_diffuser
cliptext_final,0.1084765878660684,dropout-pixels,0.1,44,deeprecon,TH,test,brain_diffuser
cliptext_tokens,0.1064648973016191,dropout-pixels,0.1,44,deeprecon,TH,test,brain_diffuser
clipvision_final,0.090637205192228,dropout-pixels,0.1,44,deeprecon,TH,test,brain_diffuser
clipvision_patches,0.0267052006500068,dropout-pixels,0.1,44,deeprecon,TH,test,brain_diffuser
vdvae,-0.0001806100717768,dropout-pixels,0.1,44,deeprecon,TH,art,brain_diffuser
cliptext_final,0.0286048951828685,dropout-pixels,0.1,44,deeprecon,TH,art,brain_diffuser
cliptext_tokens,0.0351545101743692,dropout-pixels,0.1,44,deeprecon,TH,art,brain_diffuser
clipvision_final,0.0052117159767711,dropout-pixels,0.1,44,deeprecon,TH,art,brain_diffuser
clipvision_patches,0.0151582343154368,dropout-pixels,0.1,44,deeprecon,TH,art,brain_diffuser
vdvae,0.0009110295448603,dropout-dreamsim,0.25,55,deeprecon,TH,test,brain_diffuser
cliptext_final,0.1704927121472884,dropout-dreamsim,0.25,55,deeprecon,TH,test,brain_diffuser
cliptext_tokens,0.1641270515060693,dropout-dreamsim,0.25,55,deeprecon,TH,test,brain_diffuser
clipvision_final,0.135926372250671,dropout-dreamsim,0.25,55,deeprecon,TH,test,brain_diffuser
clipvision_patches,0.0444499880549511,dropout-dreamsim,0.25,55,deeprecon,TH,test,brain_diffuser
vdvae,-0.0002511135153316,dropout-dreamsim,0.25,55,deeprecon,TH,art,brain_diffuser
cliptext_final,0.0143520913140698,dropout-dreamsim,0.25,55,deeprecon,TH,art,brain_diffuser
cliptext_tokens,0.0261194101970102,dropout-dreamsim,0.25,55,deeprecon,TH,art,brain_diffuser
clipvision_final,0.0166412910352219,dropout-dreamsim,0.25,55,deeprecon,TH,art,brain_diffuser
clipvision_patches,0.032930409123154,dropout-dreamsim,0.25,55,deeprecon,TH,art,brain_diffuser
vdvae,0.0005724196075769,dropout-clipvision,0.25,88,deeprecon,TH,test,brain_diffuser
cliptext_final,0.1659355176993462,dropout-clipvision,0.25,88,deeprecon,TH,test,brain_diffuser
cliptext_tokens,0.1645925195924046,dropout-clipvision,0.25,88,deeprecon,TH,test,brain_diffuser
clipvision_final,0.1378376399570605,dropout-clipvision,0.25,88,deeprecon,TH,test,brain_diffuser
clipvision_patches,0.0452809071494294,dropout-clipvision,0.25,88,deeprecon,TH,test,brain_diffuser
vdvae,0.0001865940020319,dropout-clipvision,0.25,88,deeprecon,TH,art,brain_diffuser
cliptext_final,0.0199401511385309,dropout-clipvision,0.25,88,deeprecon,TH,art,brain_diffuser
cliptext_tokens,0.0392942561123904,dropout-clipvision,0.25,88,deeprecon,TH,art,brain_diffuser
clipvision_final,0.0182901113367543,dropout-clipvision,0.25,88,deeprecon,TH,art,brain_diffuser
clipvision_patches,0.0346734279636591,dropout-clipvision,0.25,88,deeprecon,TH,art,brain_diffuser
vdvae,0.0010618972512519,dropout-random,0.25,33,deeprecon,TH,test,brain_diffuser
cliptext_final,0.1566799422231668,dropout-random,0.25,33,deeprecon,TH,test,brain_diffuser
cliptext_tokens,0.1522857033599222,dropout-random,0.25,33,deeprecon,TH,test,brain_diffuser
clipvision_final,0.1406327016736074,dropout-random,0.25,33,deeprecon,TH,test,brain_diffuser
clipvision_patches,0.0467246658843805,dropout-random,0.25,33,deeprecon,TH,test,brain_diffuser
vdvae,-0.0008632796800426,dropout-random,0.25,33,deeprecon,TH,art,brain_diffuser
cliptext_final,0.0463671885404633,dropout-random,0.25,33,deeprecon,TH,art,brain_diffuser
cliptext_tokens,0.0576509279837361,dropout-random,0.25,33,deeprecon,TH,art,brain_diffuser
clipvision_final,0.0264356654765522,dropout-random,0.25,33,deeprecon,TH,art,brain_diffuser
clipvision_patches,0.0274150855086117,dropout-random,0.25,33,deeprecon,TH,art,brain_diffuser
vdvae,0.0011040211277638,dropout-pixels,0.25,44,deeprecon,TH,test,brain_diffuser
cliptext_final,0.1635277965836802,dropout-pixels,0.25,44,deeprecon,TH,test,brain_diffuser
cliptext_tokens,0.1588479432306609,dropout-pixels,0.25,44,deeprecon,TH,test,brain_diffuser
clipvision_final,0.1302059938562225,dropout-pixels,0.25,44,deeprecon,TH,test,brain_diffuser
clipvision_patches,0.043990269918346,dropout-pixels,0.25,44,deeprecon,TH,test,brain_diffuser
vdvae,0.0009159990073072,dropout-pixels,0.25,44,deeprecon,TH,art,brain_diffuser
cliptext_final,0.0311560056868786,dropout-pixels,0.25,44,deeprecon,TH,art,brain_diffuser
cliptext_tokens,0.0435818282949709,dropout-pixels,0.25,44,deeprecon,TH,art,brain_diffuser
clipvision_final,0.0172216524707928,dropout-pixels,0.25,44,deeprecon,TH,art,brain_diffuser
clipvision_patches,0.0274508278055726,dropout-pixels,0.25,44,deeprecon,TH,art,brain_diffuser
vdvae,0.0009833728497904,dropout-quantizedCountBoring,0.25,0,deeprecon,TH,test,brain_diffuser
cliptext_final,0.1489788039028613,dropout-quantizedCountBoring,0.25,0,deeprecon,TH,test,brain_diffuser
cliptext_tokens,0.1452261416724219,dropout-quantizedCountBoring,0.25,0,deeprecon,TH,test,brain_diffuser
clipvision_final,0.1295359970022481,dropout-quantizedCountBoring,0.25,0,deeprecon,TH,test,brain_diffuser
clipvision_patches,0.0474863261532253,dropout-quantizedCountBoring,0.25,0,deeprecon,TH,test,brain_diffuser
vdvae,-0.0001760751197609,dropout-quantizedCountBoring,0.25,0,deeprecon,TH,art,brain_diffuser
cliptext_final,0.0122726421582741,dropout-quantizedCountBoring,0.25,0,deeprecon,TH,art,brain_diffuser
cliptext_tokens,0.0193561637688569,dropout-quantizedCountBoring,0.25,0,deeprecon,TH,art,brain_diffuser
clipvision_final,0.0104166273529896,dropout-quantizedCountBoring,0.25,0,deeprecon,TH,art,brain_diffuser
clipvision_patches,0.0444696044822218,dropout-quantizedCountBoring,0.25,0,deeprecon,TH,art,brain_diffuser
vdvae,-0.0002490136316383,dropout-quantizedCountParty,0.25,0,deeprecon,TH,test,brain_diffuser
cliptext_final,0.1494513623167128,dropout-quantizedCountParty,0.25,0,deeprecon,TH,test,brain_diffuser
cliptext_tokens,0.1453033159858381,dropout-quantizedCountParty,0.25,0,deeprecon,TH,test,brain_diffuser
clipvision_final,0.1215925159048545,dropout-quantizedCountParty,0.25,0,deeprecon,TH,test,brain_diffuser
clipvision_patches,0.0333345845011871,dropout-quantizedCountParty,0.25,0,deeprecon,TH,test,brain_diffuser
vdvae,0.0007833546829457,dropout-quantizedCountParty,0.25,0,deeprecon,TH,art,brain_diffuser
cliptext_final,0.0344163133112708,dropout-quantizedCountParty,0.25,0,deeprecon,TH,art,brain_diffuser
cliptext_tokens,0.0457920814243293,dropout-quantizedCountParty,0.25,0,deeprecon,TH,art,brain_diffuser
clipvision_final,0.0203833121204755,dropout-quantizedCountParty,0.25,0,deeprecon,TH,art,brain_diffuser
clipvision_patches,0.0102683513754551,dropout-quantizedCountParty,0.25,0,deeprecon,TH,art,brain_diffuser
conv1_1,0.1716021136401566,no-dropout,1.0,0,deeprecon,AM,test,icnn
conv1_2,0.1439366816188221,no-dropout,1.0,0,deeprecon,AM,test,icnn
conv2_1,0.1548619020878693,no-dropout,1.0,0,deeprecon,AM,test,icnn
conv2_2,0.0885742144765579,no-dropout,1.0,0,deeprecon,AM,test,icnn
conv3_1,0.160609312334112,no-dropout,1.0,0,deeprecon,AM,test,icnn
conv3_2,0.1792049586636523,no-dropout,1.0,0,deeprecon,AM,test,icnn
conv3_3,0.2294619050137482,no-dropout,1.0,0,deeprecon,AM,test,icnn
conv3_4,0.2040810719153392,no-dropout,1.0,0,deeprecon,AM,test,icnn
conv4_1,0.2708623957901153,no-dropout,1.0,0,deeprecon,AM,test,icnn
conv4_2,0.2494231445096578,no-dropout,1.0,0,deeprecon,AM,test,icnn
conv4_3,0.2221699077909276,no-dropout,1.0,0,deeprecon,AM,test,icnn
conv4_4,0.234564501478306,no-dropout,1.0,0,deeprecon,AM,test,icnn
conv5_1,0.2939435609047704,no-dropout,1.0,0,deeprecon,AM,test,icnn
conv5_2,0.3012495974078009,no-dropout,1.0,0,deeprecon,AM,test,icnn
conv5_3,0.2931171327346545,no-dropout,1.0,0,deeprecon,AM,test,icnn
conv5_4,0.2885244231047926,no-dropout,1.0,0,deeprecon,AM,test,icnn
fc6,0.3396105329358197,no-dropout,1.0,0,deeprecon,AM,test,icnn
fc7,0.3102905315019705,no-dropout,1.0,0,deeprecon,AM,test,icnn
fc8,0.4711253858269719,no-dropout,1.0,0,deeprecon,AM,test,icnn
conv1_1,0.205644999716368,no-dropout,1.0,0,deeprecon,AM,art,icnn
conv1_2,0.0963792091180657,no-dropout,1.0,0,deeprecon,AM,art,icnn
conv2_1,0.0705283139070246,no-dropout,1.0,0,deeprecon,AM,art,icnn
conv2_2,0.0649550474204146,no-dropout,1.0,0,deeprecon,AM,art,icnn
conv3_1,0.0251226613447234,no-dropout,1.0,0,deeprecon,AM,art,icnn
conv3_2,0.0530984347147922,no-dropout,1.0,0,deeprecon,AM,art,icnn
conv3_3,0.1454793660948557,no-dropout,1.0,0,deeprecon,AM,art,icnn
conv3_4,0.0577076726448279,no-dropout,1.0,0,deeprecon,AM,art,icnn
conv4_1,0.1041604726875915,no-dropout,1.0,0,deeprecon,AM,art,icnn
conv4_2,0.1211427806821451,no-dropout,1.0,0,deeprecon,AM,art,icnn
conv4_3,0.1723862668105635,no-dropout,1.0,0,deeprecon,AM,art,icnn
conv4_4,0.4183705551974149,no-dropout,1.0,0,deeprecon,AM,art,icnn
conv5_1,0.2742346501847333,no-dropout,1.0,0,deeprecon,AM,art,icnn
conv5_2,0.3112303669413588,no-dropout,1.0,0,deeprecon,AM,art,icnn
conv5_3,0.311351413621439,no-dropout,1.0,0,deeprecon,AM,art,icnn
conv5_4,0.4604917931310873,no-dropout,1.0,0,deeprecon,AM,art,icnn
fc6,0.1739535145904561,no-dropout,1.0,0,deeprecon,AM,art,icnn
fc7,0.2110565626850513,no-dropout,1.0,0,deeprecon,AM,art,icnn
fc8,0.1027594256454085,no-dropout,1.0,0,deeprecon,AM,art,icnn
conv1_1,0.0784692665570452,dropout-random,0.1,0,deeprecon,AM,test,icnn
conv1_2,0.0614302824743011,dropout-random,0.1,0,deeprecon,AM,test,icnn
conv2_1,0.074971486060167,dropout-random,0.1,0,deeprecon,AM,test,icnn
conv2_2,0.0389318119058365,dropout-random,0.1,0,deeprecon,AM,test,icnn
conv3_1,0.0765728027957532,dropout-random,0.1,0,deeprecon,AM,test,icnn
conv3_2,0.0850276888387105,dropout-random,0.1,0,deeprecon,AM,test,icnn
conv3_3,0.1168214882978149,dropout-random,0.1,0,deeprecon,AM,test,icnn
conv3_4,0.0996794024223878,dropout-random,0.1,0,deeprecon,AM,test,icnn
conv4_1,0.1435966936515621,dropout-random,0.1,0,deeprecon,AM,test,icnn
conv4_2,0.1288696291931055,dropout-random,0.1,0,deeprecon,AM,test,icnn
conv4_3,0.1109273314095427,dropout-random,0.1,0,deeprecon,AM,test,icnn
