vdvae,cliptext_final,cliptext_tokens,clipvision_final,clipvision_patches,id_acc_vdvae,id_acc_cliptext,id_acc_clipvision,im,dropout_algorithm,dropout_ratio,dropout_trial,dataset,sub,test_dataset,algorithm_bd,conv1_1,conv1_2,conv2_1,conv2_2,conv3_1,conv3_2,conv3_3,conv3_4,conv4_1,conv4_2,conv4_3,conv4_4,conv5_1,conv5_2,conv5_3,conv5_4,fc6,fc7,fc8,id_acc,algorithm_icnn
0.0078215863375138,0.6874100621673747,0.6352420838522912,0.6067100256475373,0.5392066956625732,0.5897435897435898,0.6153846153846154,0.8205128205128205,1,dropout-random,0.1,2,deeprecon,AM,art,brain_diffuser,0.0797116180699778,-0.0246668275541449,0.0192956366191649,-0.024278141905934,-0.0391468464363668,-0.0684358750291405,-0.0882776006715293,-0.1409816400929768,-0.0939669606508074,-0.1087089488518338,-0.055082409785725,0.0285389231670463,-0.0057937743972452,-0.0432768126294016,-0.0814777329641528,0.0082418340454621,-0.0512260684497218,-0.0295035708886965,-0.1424457099824897,0.3,icnn
-0.0006164523611308,0.7464479541074811,0.7078034510440379,0.6498689564955612,0.5599684119274332,0.38461538461538464,0.9743589743589743,0.9743589743589743,1,dropout-random,0.1,3,deeprecon,AM,art,brain_diffuser,-0.0266701261708088,-0.0430336862745868,-0.0030612995232566,-0.0065566150826212,0.0030544338719151,0.0283888520160466,0.0031185867308169,0.0156302567888291,0.0854442274781727,0.0717455669020151,0.0837502058184933,0.1203361087716514,0.1064682657360338,0.1081148651260661,0.0801965561652892,0.0697294687482336,-0.0126786326592647,-0.0581575047328213,0.1279163669690619,0.775,icnn
-0.0083132002262028,0.7212198410426776,0.6723204140842263,0.596410192104759,0.5475646854282123,0.1794871794871795,0.7948717948717948,0.8974358974358975,1,dropout-random,0.1,4,deeprecon,AM,art,brain_diffuser,-0.2684653511961685,-0.343374551739281,-0.1591336316080181,-0.0593603025359266,-0.0623112135044718,-0.064779910835351,-0.0982448666670221,-0.1271837344494963,-0.0581908875403505,-0.0642074135747319,-0.0031578350387247,0.0108065068036372,0.0226656170072322,-0.0306902128516338,-0.0297477330894197,-0.0694961973516873,-0.1314220043729358,-0.1212357938377383,-0.1023698866526578,0.125,icnn
0.0034241897009768,0.6874100668776985,0.6352420728599579,0.6067100291693699,0.5392066229038314,0.48717948717948717,0.6153846153846154,0.8205128205128205,1,dropout-random,0.1,22,deeprecon,AM,art,brain_diffuser,0.0797116180699778,-0.0246668275541449,0.0192956366191649,-0.024278141905934,-0.0391468464363668,-0.0684358750291405,-0.0882776006715293,-0.1409816400929768,-0.0939669606508074,-0.1087089488518338,-0.055082409785725,0.0285389231670463,-0.0057937743972452,-0.0432768126294016,-0.0814777329641528,0.0082418340454621,-0.0512260684497218,-0.0295035708886965,-0.1424457099824897,0.3,icnn
-5.836110977267426e-05,0.7398897316667858,0.6920998816186212,0.6487657303698354,0.5641128187150538,0.41025641025641024,0.8205128205128205,0.9487179487179487,1,dropout-random,0.25,0,deeprecon,AM,art,brain_diffuser,-0.0871717344238608,-0.1089447564911067,-0.0165016992137428,0.005269860446117,0.0055979047120889,0.0284006299072781,0.0194830316339323,0.0167697795550359,0.071406724978087,0.0387130793196502,0.0351322317998131,0.096313144768918,0.1127917053063505,0.0724491152996544,0.0691203588471065,0.1898146820476044,-0.0569634845183755,-0.050552027657611,0.2772835906870598,0.675,icnn
0.0062772576172459,0.7716755414627477,0.7267375509725564,0.654628408006332,0.5547335876927626,0.5897435897435898,1.0,0.9230769230769231,1,dropout-random,0.25,1,deeprecon,AM,art,brain_diffuser,0.1075399793465508,0.0180296013719776,-0.0023082751949941,0.0105707740833404,0.0489224836209437,0.0636493434184957,0.0894290192256877,0.0625337345911629,0.1690413366991911,0.1494039658614228,0.1167026178704212,0.178167926084868,0.1771705006775433,0.1664980383011138,0.0958435643538761,0.2398799062990537,0.0565792667379377,0.0608994647988033,0.4209071344328502,0.925,icnn
0.0150579323886314,0.7476707041404114,0.6995323574591704,0.6167148091610137,0.5549866977290628,0.9230769230769231,0.9487179487179487,0.8461538461538461,1,dropout-random,0.25,2,deeprecon,AM,art,brain_diffuser,0.1701111746127304,0.055884430703097,0.0256539533137187,-0.0114695122449988,-0.0232028672582123,-0.0306790589966563,-0.033894351697975,-0.0828530156018943,-0.0320174728376341,-0.0485584214907071,0.0029507000061428,0.0963376060612431,0.0677492783108619,0.0189582270017248,0.0144009929413809,0.1617026077453404,-0.1536815442002949,-0.1204104353075814,-0.1948199057285884,0.425,icnn
0.0029082419456657,0.7491504287811284,0.6968122037286917,0.6041764154359316,0.5345163207905074,0.48717948717948717,0.9743589743589743,0.8461538461538461,1,dropout-random,0.25,3,deeprecon,AM,art,brain_diffuser,-0.0798855922632067,-0.1589613151874365,-0.0977591655905183,-0.0410164789911488,-0.0327799425233452,-0.0374360352902728,-0.0283518474733715,-0.0725674894580811,0.0076347145476436,-0.0037657644593219,0.0309566930345586,0.0791124169575154,0.1041790364736802,0.0769513173765968,0.0972953586347565,0.0832731677348635,-0.002311578443918,-0.0230523450011763,-0.090444451533875,0.075,icnn
0.0098434799276638,0.7557878088315026,0.7063804425258591,0.6412771451291572,0.5527876230478549,0.7948717948717948,0.9230769230769231,0.8974358974358975,1,dropout-random,0.25,4,deeprecon,AM,art,brain_diffuser,-0.1153678851224633,-0.1744679952229058,-0.0442090463950502,0.0088215873786992,0.0558842278857975,0.0957379923799115,0.0616122732596363,0.0755676208861226,0.15819308699558,0.1232140818629655,0.0983832495238723,0.1464927432374256,0.1675022585931304,0.1398821837151559,0.0585976227266831,0.0972596593089853,0.0189879916579729,0.0080293918352769,0.1381389184131431,0.95,icnn
-0.0035849439617522,0.7491504287811284,0.6968122037286917,0.6041764154359316,0.5345163207905074,0.1794871794871795,0.9743589743589743,0.8461538461538461,1,dropout-random,0.25,33,deeprecon,AM,art,brain_diffuser,-0.0798856096100774,-0.1589613285694446,-0.0977591757917809,-0.0410164790566773,-0.0327799428052589,-0.0374360362012023,-0.0283518521286021,-0.0725674956021263,0.0076347126801937,-0.0037657691555421,0.0309566875057833,0.0791124092669599,0.1041790358438931,0.076951307210201,0.0972953482737977,0.0832731378807945,-0.002311567836,-0.0230523413207191,-0.0904444277210902,0.075,icnn
-0.0023316221093172,0.7493752475781608,0.7110125782418372,0.61369722107606,0.528963076013899,0.38461538461538464,0.9487179487179487,0.7435897435897436,1,dropout-random,0.5,0,deeprecon,AM,art,brain_diffuser,-0.0868953684145902,-0.1447292649942999,-0.0612695983098759,0.0064738160839756,0.0433110693450644,0.0520019093782378,0.0789981872933369,0.0336258585645733,0.1296292610815794,0.1052531905398408,0.1096403489680023,0.2129552938970734,0.1912929862819667,0.167352385463509,0.1282774280677106,0.1388773787452806,-0.0476162990520795,-0.0374767978312255,0.1826700251178251,0.65,icnn
-0.0029942415283864,0.7543289624873488,0.7029147184104265,0.6079971457269354,0.5303724836741589,0.38461538461538464,0.9743589743589743,0.7692307692307693,1,dropout-random,0.5,1,deeprecon,AM,art,brain_diffuser,0.324147739716584,0.1023090699082843,0.0264595642125724,0.0101181073270378,0.0101252592235461,-0.0028561871654199,0.0173763572157241,-0.0355780880431906,0.0372538059759837,0.0274664187366588,0.047640516262689,0.1542001318260212,0.1416130442569504,0.1153274763376173,0.0825140414825974,0.1954002656926115,-0.0371944256767367,-0.027861219366056,0.1081848446703573,0.65,icnn
-0.0092390359610662,0.7660618831574325,0.7219283702641339,0.6148553165818256,0.5195894843099947,0.05128205128205128,0.9743589743589743,0.6410256410256411,1,dropout-random,0.5,2,deeprecon,AM,art,brain_diffuser,0.035763101769544,-0.1190707694027426,-0.0972482830459289,-0.0223619009466458,0.0099851562609552,0.0022678438233926,0.0125565458052811,-0.0514748464126749,0.0486127509870364,0.0169484579069457,0.064530158372238,0.1658220529066527,0.1373837945867886,0.1040009461148331,0.0574168040573752,0.092073160341496,-0.0580695598939547,-0.0558298442513126,0.1056477703952237,0.325,icnn
0.0019569032291227,0.7593386813470617,0.7108264523900553,0.6150662679416962,0.5225273943633146,0.5384615384615384,0.9743589743589743,0.6923076923076923,1,dropout-random,0.5,3,deeprecon,AM,art,brain_diffuser,0.2540617331372662,0.1206281639458179,0.0396830192421993,0.021344346279772,0.0486015286838537,0.0726996986486687,0.1050156194845604,0.0883971190642458,0.1824506299680206,0.1562879938060153,0.131127412988471,0.181374348472875,0.1906182420282576,0.1627409483461405,0.0489916542441588,0.2100655387868125,0.0046705884797994,0.0780374617223199,0.4283620707991122,0.975,icnn
0.0105993109054516,0.7755329671821183,0.7297387652037816,0.624094112871794,0.5285158273947108,0.8974358974358975,1.0,0.717948717948718,1,dropout-random,0.5,4,deeprecon,AM,art,brain_diffuser,0.2603541178368196,0.0910408781179906,0.0178469039986916,0.0111514180717752,0.0260018021003112,0.0345643474870403,0.0457301008055641,-0.0009608548719337,0.0825431589704691,0.0727567129071528,0.1039835290868774,0.1946883809849056,0.2078046563980068,0.2068853013283273,0.1430949380276676,0.2763794681412738,0.0219628560362995,0.01415794792477,0.2098549114613345,0.8,icnn
0.0088070800028843,0.7387781943558822,0.6929083467714469,0.6088643498459873,0.5106289911916921,0.6666666666666666,0.8974358974358975,0.6666666666666666,1,dropout-random,0.75,0,deeprecon,AM,art,brain_diffuser,-0.0077312339492899,-0.1345449544472249,-0.0848834168891558,-0.0112358815855356,0.0251296619477549,0.0252936384521937,0.0419973034858857,-0.0204951143080343,0.0837708696752051,0.0558381874866757,0.0905866326880497,0.2051615419964819,0.1629798345101467,0.1342668153399112,0.1047283374998431,0.2162053991683625,-0.0703788713272644,-0.0798546289147544,0.1697610458480835,0.275,icnn
0.0143922961809662,0.757586172805767,0.7128431362348712,0.613989271367458,0.5077229209057961,0.8717948717948718,0.9743589743589743,0.6153846153846154,1,dropout-random,0.75,1,deeprecon,AM,art,brain_diffuser,0.3022807173757649,0.1150427079184503,0.0376198839297365,0.0171010428728252,0.0317842113226642,0.024546302592848,0.060394550900363,0.0043361663831681,0.0783494304751351,0.0559137393398923,0.0759726746122185,0.1847305607396711,0.1564938325940921,0.1144109116001034,0.0794599074086721,0.2150407113114866,-0.0138693562921072,-0.0035159529800995,0.2045774720553193,0.675,icnn
-0.0065533520431438,0.7575016746930606,0.71608288757053,0.6164965647772074,0.5081499527513055,0.10256410256410256,1.0,0.6153846153846154,1,dropout-random,0.75,2,deeprecon,AM,art,brain_diffuser,0.1627027103448455,0.0017148832823201,-0.024066478519671,-0.0003723210233403,0.0299848128042799,0.0398493380489045,0.0634292704788656,0.003391626396918,0.1150829008191162,0.0866428567428051,0.1103061148501736,0.2260070131985155,0.1917241303255879,0.1625873330088243,0.1075825012259301,0.2293152748447833,-0.0333789800754562,-0.0075609813015023,0.3131557370589938,0.75,icnn
0.0146113729249076,0.759073882517737,0.7163092073192909,0.6279786560326281,0.5038089085254018,0.8974358974358975,1.0,0.5897435897435898,1,dropout-random,0.75,3,deeprecon,AM,art,brain_diffuser,0.2485523903411225,0.080879274188812,0.0188596822690567,0.0114885707839297,0.0449712760397265,0.0618358939005457,0.0968013906475363,0.051661509839265,0.1544801042954704,0.1351047196686903,0.1326506044529015,0.21608217578365,0.2046728777143316,0.1787342835298133,0.0913244501435428,0.2321996995529537,0.013877751493429,0.0464650640184563,0.3833656323588139,0.95,icnn
0.0037668080500752,0.7749340848583678,0.7354927055764615,0.6412681807662811,0.5082074086175072,0.5641025641025641,0.9743589743589743,0.6153846153846154,1,dropout-random,0.75,4,deeprecon,AM,art,brain_diffuser,0.2841331298325546,0.0923203723873307,0.0181683084214339,0.0171203956121052,0.0411719782915298,0.0499733142561475,0.081132708771062,0.0277619018372877,0.1211542999273026,0.1037673595583151,0.1232084075348758,0.238888008510494,0.2132952081319396,0.1871540437991556,0.1157744585042823,0.2730209589637682,0.0061116034860577,0.0338131114541843,0.3499823259573068,0.85,icnn
0.0087966727684474,0.7494069380874051,0.7053878998217612,0.6217372899376541,0.4973476080188925,0.717948717948718,0.9487179487179487,0.5897435897435898,1,no-dropout,1.0,0,deeprecon,AM,art,brain_diffuser,0.2523138138530895,0.0502245410783162,0.0061511164767495,0.0105918771586474,0.0452626079463873,0.0534333985586939,0.090967376291724,0.0279219235204457,0.1313093786239499,0.1073855990612976,0.1252652395321704,0.2382342421919583,0.2034570638845824,0.1700458991450633,0.1094864706052399,0.273506173719267,0.0060244521036185,0.0239436025521784,0.2807889209410839,0.775,icnn
-0.0118638915197393,0.5370318696938277,0.4921325592792966,0.511873253565478,0.4020289395100357,0.07692307692307693,0.3333333333333333,0.28205128205128205,2,dropout-clipvision,0.1,33,deeprecon,AM,art,brain_diffuser,-0.0029220237089292,-0.0410747765122861,0.0243604460690559,-0.0101140906604633,0.0063986349547684,0.0354071866599323,-0.0116307639007943,0.0381803527206518,0.0658280213143826,0.0335820175737392,-0.0129825732062445,-0.0165719943298144,-0.0070540810144088,-0.0601102342815369,-0.069519099727804,-0.1581591460118712,-0.0976320364920934,-0.1808029247343143,-0.0341821859373258,0.875,icnn
-0.0106837738739349,0.6031197388290319,0.5654911898235248,0.572610890249022,0.4428379697555909,0.02564102564102564,0.5897435897435898,0.46153846153846156,2,dropout-clipvision,0.25,88,deeprecon,AM,art,brain_diffuser,0.0883044894229712,-0.0509186906341312,-0.0119665294332819,-0.0159845195409972,0.0174613999887686,0.0486090749182679,-0.0167488064601968,0.0176065662820432,0.0828567119532535,0.042964612134799,0.0121042036093762,0.0133429781840129,0.0192557893601357,-0.0331296532773946,-0.0472516116543262,-0.1410874171759963,-0.0939342547887124,-0.1795094160022738,0.0762970157418435,0.8,icnn
0.0095085666802011,0.5482151369969911,0.5031326646365665,0.4640608004569188,0.4269507964779924,0.8974358974358975,0.3076923076923077,0.38461538461538464,2,dropout-dreamsim,0.1,11,deeprecon,AM,art,brain_diffuser,0.1463684823718641,0.0878842581811751,-0.0038309114109979,-0.0001435521601719,-0.0143156665305298,-0.0155018781059719,-0.0074391174699984,-0.0257602380988963,0.0010317415115583,0.0089401109490292,-0.0131640643479853,-0.0038051198780347,0.0075407724029017,0.0325770333138715,-0.0254748699969121,-0.1289608419756422,-0.0477697755135325,-0.0964057116157891,0.1145062572303688,0.6,icnn
-0.0037446878789072,0.5794754738615999,0.5424052676168545,0.5425352368345042,0.3769708379605169,0.1794871794871795,0.41025641025641024,0.23076923076923078,2,dropout-dreamsim,0.25,55,deeprecon,AM,art,brain_diffuser,-0.0218257087296638,-0.1366839862438561,-0.0355558308894049,-0.0170469003335008,0.0172016744741423,0.0490382077733348,-0.0161378857588733,0.0070214828588129,0.0558786486212988,0.0292229521927054,0.0065208477553714,-0.0080715542652496,-0.0154515378293654,-0.0269936370244994,-0.0430131360127547,-0.1385442029692529,-0.1204163196927622,-0.1715812948272126,-0.1442332213908947,0.625,icnn
0.0001560240175646,0.566062282842407,0.5486537265630798,0.5499222386845297,0.4292740810092479,0.358974358974359,0.48717948717948717,0.38461538461538464,2,dropout-pixels,0.1,44,deeprecon,AM,art,brain_diffuser,0.0287423251946735,-0.0848264727024651,-0.0564274102534115,-0.0218486413231177,-0.0240059925632419,0.0068108530028113,-0.0009828212865553,-0.0027401587832518,0.0358029825444295,0.0544623172723464,0.0559003143150622,0.0533317158371951,0.0518678022630219,0.0330579740926581,-0.0414214941083293,-0.1879082946676949,-0.0802680357913065,-0.0392779176564519,0.3419318451872108,0.575,icnn
-0.007706656074515,0.5953139470464087,0.5570383233110882,0.5347061574804011,0.4466970149445708,0.07692307692307693,0.5641025641025641,0.46153846153846156,2,dropout-pixels,0.25,44,deeprecon,AM,art,brain_diffuser,0.0240797422822245,-0.1399453966505719,-0.0586904427785221,-0.0154642516368781,0.0361038790438451,0.0725786481406582,0.0245001634906606,0.0488059212896129,0.1331905489890857,0.1118459302037163,0.0478233893701896,0.0363753373055719,0.0768660766221879,0.0915526960135601,0.0280306643054062,-0.0845591584358298,-0.0621585130496609,-0.1280457121166577,0.2459196128253305,0.9,icnn
-0.0015738632273877,0.5913602776587144,0.5668352839684184,0.5735816823304111,0.4561446784206391,0.1794871794871795,0.5384615384615384,0.4358974358974359,2,dropout-quantizedCountBoring,0.25,0,deeprecon,AM,art,brain_diffuser,0.1096637730745427,-0.1323185989175039,-0.0398411913857315,-0.0324907206436719,-0.0162596355245176,0.0116529117045918,-0.0786712035482625,-0.0733851572507738,0.0237726623352607,-0.0176493119580506,-0.0021041945428224,0.0150202238951843,0.0157493383774998,0.0024971474058385,-0.0428752356114098,-0.1984496690024429,-0.1266047732573894,-0.2277637416573135,0.034206254098041,0.725,icnn
-0.0053545936402402,0.5345299320531102,0.4869683435642262,0.5279667374068263,0.4313832081986632,0.28205128205128205,0.23076923076923078,0.46153846153846156,2,dropout-quantizedCountParty,0.25,0,deeprecon,AM,art,brain_diffuser,-0.0587615557969618,0.0725000982514329,0.0192270836877655,0.0138633136983762,0.0142734550788511,0.0119128078340809,0.0747232139678392,0.0815111769105694,0.0439542876539859,0.0730845433743692,0.0035107316397525,-0.0029032898198557,0.0130529907051976,0.0205424160960253,-0.0061158216384607,-0.091526391491502,-0.0619038285887235,-0.0241086917237684,0.1731159753514304,0.475,icnn
0.0001060359577638,0.5991918597167589,0.5824198296954802,0.5038253001913421,0.4777923736447084,0.48717948717948717,0.6923076923076923,0.6153846153846154,2,dropout-random,0.1,0,deeprecon,AM,art,brain_diffuser,-0.1115361911283525,-0.1220260826727196,-0.0382358339418788,0.0221648636313117,0.0675044064380623,0.0733036340415582,0.0467058240774688,0.0322545552986527,0.0972248106698401,0.0965525452010837,0.0645943201920512,0.0812351869274425,0.090125966660006,0.0350351882318406,-0.0097091276652761,-0.0704880506952117,0.0401225452613613,-0.0540375888269069,0.2913352813492603,0.675,icnn
0.0016461752006093,0.5301898009977238,0.493011962744742,0.5283169022621206,0.4340294120038458,0.46153846153846156,0.28205128205128205,0.38461538461538464,2,dropout-random,0.1,1,deeprecon,AM,art,brain_diffuser,0.0068393346283713,-0.0808535530844186,-0.0922073912329119,-0.0201281712808414,-0.0024383408010134,-0.0180380001518623,-0.0712516115501446,-0.0875055035594554,-0.0345540918603716,-0.0508157286026854,-0.0603934683180232,-0.0691067775265857,-0.0460157815078852,-0.0534788167895339,-0.0612069365726477,-0.0935757722989653,-0.0337643562948964,-0.0665022328378849,0.0598185690699354,0.2,icnn
-0.0109239670574603,0.514903289301684,0.4837106474481551,0.5233439807537312,0.4171692689386427,0.358974358974359,0.23076923076923078,0.3333333333333333,2,dropout-random,0.1,2,deeprecon,AM,art,brain_diffuser,-0.1636872848610695,-0.1598682202845942,-0.1193890917054571,-0.0365216655254688,-0.0165492327433149,-0.0201755830087369,-0.026872392368126,-0.0229446941123771,-0.0155789027253885,-0.039755640878712,-0.0525494175296571,-0.0842964694694936,-0.0898667768568919,-0.1067435470858383,-0.0866588763728632,-0.2072886541657305,-0.088639304702763,-0.1132491700136084,0.0422586715354544,0.2,icnn
-0.0040420929972477,0.6350771876021691,0.5988154478168708,0.6013902175591722,0.4409171025123873,0.358974358974359,0.7948717948717948,0.46153846153846156,2,dropout-random,0.1,3,deeprecon,AM,art,brain_diffuser,-0.0748712857114268,-0.0924210637505662,-0.0343977514938216,-0.0034706920124,0.0048096763306122,0.0196779174668945,-0.030582270616928,-0.0168360988637588,0.0050465418552345,-2.863088768870756e-05,-0.0336585824581778,-0.0357561629001266,-0.0445814149672064,-0.0621711694617442,-0.067378182856203,-0.1439014450635426,-0.0614980514157113,-0.0452093052858466,0.1076715422385372,0.275,icnn
0.0031053352379077,0.6006537246871735,0.5557346821002654,0.5740262553131977,0.4607261881220529,0.5384615384615384,0.48717948717948717,0.5897435897435898,2,dropout-random,0.1,4,deeprecon,AM,art,brain_diffuser,0.0241165066302968,0.004434093754966,0.0224285706712901,0.013683551284629,0.0504464142721476,0.0676452041279576,0.0490506181993715,0.0807870649418717,0.1426560532408252,0.1131889665923445,0.0311762957870223,0.0365764421339816,0.0738006801137764,0.0926357263938934,0.0046788579333611,-0.1666518006207622,-0.0058428708121496,-0.0094915915371819,0.3021600344645916,0.8,icnn
0.0091175498730791,0.5149032613123015,0.4837106296249301,0.5233440400771084,0.4171694460940854,0.7692307692307693,0.23076923076923078,0.3333333333333333,2,dropout-random,0.1,22,deeprecon,AM,art,brain_diffuser,-0.1636872848610695,-0.1598682202845942,-0.1193890917054571,-0.0365216655254688,-0.0165492327433149,-0.0201755830087369,-0.026872392368126,-0.0229446941123771,-0.0155789027253885,-0.039755640878712,-0.0525494175296571,-0.0842964694694936,-0.0898667768568919,-0.1067435470858383,-0.0866588763728632,-0.2072886541657305,-0.088639304702763,-0.1132491700136084,0.0422586715354544,0.2,icnn
0.0115771574808882,0.5308496758213517,0.4999774684299478,0.5088540412418715,0.4366281503778345,0.8974358974358975,0.3076923076923077,0.48717948717948717,2,dropout-random,0.25,0,deeprecon,AM,art,brain_diffuser,0.049369220906534,-0.0940520655905002,-0.023207798449033,-0.0296380258158777,0.0003850970953232,0.0214290393791146,0.0132457446662504,0.0128113654851063,0.0937813686524611,0.0687126750507166,0.0415119670134164,0.0294168327303353,0.0349938576068836,0.0130479605063445,-0.0326780855726433,-0.2011421386106841,-0.0783460761913742,-0.1260403194818698,0.1621348880649191,0.775,icnn
