,vdvae,cliptext_final,cliptext_tokens,clipvision_final,clipvision_patches,id_acc_vdvae,id_acc_cliptext,id_acc_clipvision,im,prompt_name,mixing,badshuffle,usetruecliptext,dataset,sub,test_dataset,algorithm
0,0.0304577158213789,0.7350118232525817,0.689776100709609,0.780275811676675,0.5039672652807179,1.0,0.9795918367346939,1.0,1,human_captions,0.0,False,False,deeprecon,AM,test,brain_diffuser
1,0.0067059520607344,0.7365295775377283,0.6722127280078111,0.6774989125809351,0.4486468933231877,0.7142857142857143,1.0,0.5510204081632653,2,human_captions,0.0,False,False,deeprecon,AM,test,brain_diffuser
2,0.0135232579030816,0.7721119757579069,0.725468034208175,0.7163925177744553,0.4515599403077545,0.9183673469387755,0.9591836734693877,0.6326530612244898,3,human_captions,0.0,False,False,deeprecon,AM,test,brain_diffuser
3,0.0070057351412782,0.6785050370587505,0.650360629139036,0.5541548125150685,0.4762061045488505,0.6530612244897959,0.9591836734693877,0.8979591836734694,4,human_captions,0.0,False,False,deeprecon,AM,test,brain_diffuser
4,0.0165772512124193,0.7594326434672931,0.7211945235655819,0.704975593576441,0.4433203654245687,0.9591836734693877,1.0,0.5918367346938775,5,human_captions,0.0,False,False,deeprecon,AM,test,brain_diffuser
5,0.0141277956560758,0.8174701447118164,0.7837591072401828,0.7214907650188294,0.5384296901731943,0.8979591836734694,1.0,1.0,6,human_captions,0.0,False,False,deeprecon,AM,test,brain_diffuser
6,0.000769314838104,0.6931067856353517,0.6436065757794885,0.7304211490461707,0.4360836279526421,0.3469387755102041,1.0,0.8571428571428571,7,human_captions,0.0,False,False,deeprecon,AM,test,brain_diffuser
7,0.0225393442980349,0.7482731358961493,0.706158553336039,0.5378775245696856,0.5268957651701682,0.9795918367346939,0.8571428571428571,0.8367346938775511,8,human_captions,0.0,False,False,deeprecon,AM,test,brain_diffuser
8,0.0163802800757062,0.7840354517654643,0.7405269041504964,0.7166803398893405,0.4719264147367459,0.8979591836734694,1.0,1.0,9,human_captions,0.0,False,False,deeprecon,AM,test,brain_diffuser
9,0.0176368451962176,0.7110411829587107,0.6749340036020387,0.6393010307333885,0.4984286061770562,0.9387755102040817,0.9387755102040817,0.7142857142857143,10,human_captions,0.0,False,False,deeprecon,AM,test,brain_diffuser
