,ft_name,profile_corr,prompt_name,mixing,badshuffle,usetruecliptext,dataset,sub,test_dataset,algorithm
3,clipvision_final,0.2092932074238305,high_level_short,0.8,False,False,deeprecon,AM,test,brain_diffuser
4,clipvision_patches,0.0791648288177022,high_level_short,0.8,False,False,deeprecon,AM,test,brain_diffuser
0,vdvae,0.0007363701676746,high_level_short,0.8,False,False,deeprecon,AM,art,brain_diffuser
1,cliptext_final,0.0490378641576337,high_level_short,0.8,False,False,deeprecon,AM,art,brain_diffuser
2,cliptext_tokens,0.0640943827338827,high_level_short,0.8,False,False,deeprecon,AM,art,brain_diffuser
3,clipvision_final,0.0520840530226814,high_level_short,0.8,False,False,deeprecon,AM,art,brain_diffuser
4,clipvision_patches,0.050445370025219,high_level_short,0.8,False,False,deeprecon,AM,art,brain_diffuser
0,vdvae,0.0009011868319283,high_level_long,0.8,False,False,deeprecon,AM,test,brain_diffuser
1,cliptext_final,0.1868670500917438,high_level_long,0.8,False,False,deeprecon,AM,test,brain_diffuser
2,cliptext_tokens,0.1541329448539226,high_level_long,0.8,False,False,deeprecon,AM,test,brain_diffuser
3,clipvision_final,0.2092932074238305,high_level_long,0.8,False,False,deeprecon,AM,test,brain_diffuser
4,clipvision_patches,0.0791648288177022,high_level_long,0.8,False,False,deeprecon,AM,test,brain_diffuser
0,vdvae,0.0007363701676746,high_level_long,0.8,False,False,deeprecon,AM,art,brain_diffuser
1,cliptext_final,0.0593765148965909,high_level_long,0.8,False,False,deeprecon,AM,art,brain_diffuser
2,cliptext_tokens,0.0702673415003008,high_level_long,0.8,False,False,deeprecon,AM,art,brain_diffuser
3,clipvision_final,0.0520840530226814,high_level_long,0.8,False,False,deeprecon,AM,art,brain_diffuser
4,clipvision_patches,0.050445370025219,high_level_long,0.8,False,False,deeprecon,AM,art,brain_diffuser
0,vdvae,0.0014454535069154,human_captions,0.4,False,False,deeprecon,KS,test,brain_diffuser
1,cliptext_final,0.2558475999446141,human_captions,0.4,False,False,deeprecon,KS,test,brain_diffuser
2,cliptext_tokens,0.2508248704367561,human_captions,0.4,False,False,deeprecon,KS,test,brain_diffuser
3,clipvision_final,0.2196085868280097,human_captions,0.4,False,False,deeprecon,KS,test,brain_diffuser
4,clipvision_patches,0.0854864301989547,human_captions,0.4,False,False,deeprecon,KS,test,brain_diffuser
0,vdvae,0.0010057934084659,human_captions,0.4,False,False,deeprecon,KS,art,brain_diffuser
1,cliptext_final,0.0325587514585267,human_captions,0.4,False,False,deeprecon,KS,art,brain_diffuser
2,cliptext_tokens,0.0512602111160442,human_captions,0.4,False,False,deeprecon,KS,art,brain_diffuser
3,clipvision_final,0.0347333832324695,human_captions,0.4,False,False,deeprecon,KS,art,brain_diffuser
4,clipvision_patches,0.0450588054462712,human_captions,0.4,False,False,deeprecon,KS,art,brain_diffuser
0,vdvae,0.0014454535069154,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,KS,test,brain_diffuser
1,cliptext_final,-0.0083837178126893,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,KS,test,brain_diffuser
2,cliptext_tokens,-0.0044564761941755,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,KS,test,brain_diffuser
3,clipvision_final,0.2196085868280097,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,KS,test,brain_diffuser
4,clipvision_patches,0.0854864301989547,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,KS,test,brain_diffuser
0,vdvae,0.0010057934084659,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,KS,art,brain_diffuser
1,cliptext_final,-0.0165543550746798,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,KS,art,brain_diffuser
2,cliptext_tokens,-0.0143128773141439,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,KS,art,brain_diffuser
3,clipvision_final,0.0347333832324695,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,KS,art,brain_diffuser
4,clipvision_patches,0.0450588054462712,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,KS,art,brain_diffuser
0,vdvae,0.0014454535069154,low_level_short,0.4,False,False,deeprecon,KS,test,brain_diffuser
1,cliptext_final,0.1805021916311921,low_level_short,0.4,False,False,deeprecon,KS,test,brain_diffuser
2,cliptext_tokens,0.1574299519708145,low_level_short,0.4,False,False,deeprecon,KS,test,brain_diffuser
3,clipvision_final,0.2196085868280097,low_level_short,0.4,False,False,deeprecon,KS,test,brain_diffuser
4,clipvision_patches,0.0854864301989547,low_level_short,0.4,False,False,deeprecon,KS,test,brain_diffuser
0,vdvae,0.0010057934084659,low_level_short,0.4,False,False,deeprecon,KS,art,brain_diffuser
1,cliptext_final,0.0478593976132555,low_level_short,0.4,False,False,deeprecon,KS,art,brain_diffuser
2,cliptext_tokens,0.0608649099891593,low_level_short,0.4,False,False,deeprecon,KS,art,brain_diffuser
3,clipvision_final,0.0347333832324695,low_level_short,0.4,False,False,deeprecon,KS,art,brain_diffuser
4,clipvision_patches,0.0450588054462712,low_level_short,0.4,False,False,deeprecon,KS,art,brain_diffuser
0,vdvae,0.0014454535069154,low_level_long,0.4,False,False,deeprecon,KS,test,brain_diffuser
1,cliptext_final,0.1549257346535439,low_level_long,0.4,False,False,deeprecon,KS,test,brain_diffuser
2,cliptext_tokens,0.1135421580709516,low_level_long,0.4,False,False,deeprecon,KS,test,brain_diffuser
3,clipvision_final,0.2196085868280097,low_level_long,0.4,False,False,deeprecon,KS,test,brain_diffuser
4,clipvision_patches,0.0854864301989547,low_level_long,0.4,False,False,deeprecon,KS,test,brain_diffuser
0,vdvae,0.0010057934084659,low_level_long,0.4,False,False,deeprecon,KS,art,brain_diffuser
1,cliptext_final,0.0560632691581574,low_level_long,0.4,False,False,deeprecon,KS,art,brain_diffuser
2,cliptext_tokens,0.0629071920343461,low_level_long,0.4,False,False,deeprecon,KS,art,brain_diffuser
3,clipvision_final,0.0347333832324695,low_level_long,0.4,False,False,deeprecon,KS,art,brain_diffuser
4,clipvision_patches,0.0450588054462712,low_level_long,0.4,False,False,deeprecon,KS,art,brain_diffuser
0,vdvae,0.0014454535069154,high_level_short,0.4,False,False,deeprecon,KS,test,brain_diffuser
1,cliptext_final,0.2303669888450787,high_level_short,0.4,False,False,deeprecon,KS,test,brain_diffuser
2,cliptext_tokens,0.2146856551986191,high_level_short,0.4,False,False,deeprecon,KS,test,brain_diffuser
3,clipvision_final,0.2196085868280097,high_level_short,0.4,False,False,deeprecon,KS,test,brain_diffuser
4,clipvision_patches,0.0854864301989547,high_level_short,0.4,False,False,deeprecon,KS,test,brain_diffuser
0,vdvae,0.0010057934084659,high_level_short,0.4,False,False,deeprecon,KS,art,brain_diffuser
1,cliptext_final,0.0306168486518778,high_level_short,0.4,False,False,deeprecon,KS,art,brain_diffuser
2,cliptext_tokens,0.0405894507320834,high_level_short,0.4,False,False,deeprecon,KS,art,brain_diffuser
3,clipvision_final,0.0347333832324695,high_level_short,0.4,False,False,deeprecon,KS,art,brain_diffuser
4,clipvision_patches,0.0450588054462712,high_level_short,0.4,False,False,deeprecon,KS,art,brain_diffuser
0,vdvae,0.0014454535069154,high_level_long,0.4,False,False,deeprecon,KS,test,brain_diffuser
1,cliptext_final,0.2091382877717031,high_level_long,0.4,False,False,deeprecon,KS,test,brain_diffuser
2,cliptext_tokens,0.1714182674226487,high_level_long,0.4,False,False,deeprecon,KS,test,brain_diffuser
3,clipvision_final,0.2196085868280097,high_level_long,0.4,False,False,deeprecon,KS,test,brain_diffuser
4,clipvision_patches,0.0854864301989547,high_level_long,0.4,False,False,deeprecon,KS,test,brain_diffuser
0,vdvae,0.0010057934084659,high_level_long,0.4,False,False,deeprecon,KS,art,brain_diffuser
1,cliptext_final,0.0310696824812245,high_level_long,0.4,False,False,deeprecon,KS,art,brain_diffuser
2,cliptext_tokens,0.0410974887823559,high_level_long,0.4,False,False,deeprecon,KS,art,brain_diffuser
3,clipvision_final,0.0347333832324695,high_level_long,0.4,False,False,deeprecon,KS,art,brain_diffuser
4,clipvision_patches,0.0450588054462712,high_level_long,0.4,False,False,deeprecon,KS,art,brain_diffuser
0,vdvae,0.0014454535069154,human_captions,0.8,False,False,deeprecon,KS,test,brain_diffuser
1,cliptext_final,0.2558476012616312,human_captions,0.8,False,False,deeprecon,KS,test,brain_diffuser
2,cliptext_tokens,0.2508248721491294,human_captions,0.8,False,False,deeprecon,KS,test,brain_diffuser
3,clipvision_final,0.2196085868280097,human_captions,0.8,False,False,deeprecon,KS,test,brain_diffuser
4,clipvision_patches,0.0854864301989547,human_captions,0.8,False,False,deeprecon,KS,test,brain_diffuser
0,vdvae,0.0010057934084659,human_captions,0.8,False,False,deeprecon,KS,art,brain_diffuser
1,cliptext_final,0.03255875092825,human_captions,0.8,False,False,deeprecon,KS,art,brain_diffuser
2,cliptext_tokens,0.051260208718276,human_captions,0.8,False,False,deeprecon,KS,art,brain_diffuser
3,clipvision_final,0.0347333832324695,human_captions,0.8,False,False,deeprecon,KS,art,brain_diffuser
4,clipvision_patches,0.0450588054462712,human_captions,0.8,False,False,deeprecon,KS,art,brain_diffuser
0,vdvae,0.0014454535069154,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,KS,test,brain_diffuser
1,cliptext_final,-0.0083837197987842,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,KS,test,brain_diffuser
2,cliptext_tokens,-0.0044564841115937,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,KS,test,brain_diffuser
3,clipvision_final,0.2196085868280097,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,KS,test,brain_diffuser
4,clipvision_patches,0.0854864301989547,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,KS,test,brain_diffuser
0,vdvae,0.0010057934084659,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,KS,art,brain_diffuser
1,cliptext_final,-0.0165543482967346,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,KS,art,brain_diffuser
2,cliptext_tokens,-0.0143128743208309,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,KS,art,brain_diffuser
3,clipvision_final,0.0347333832324695,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,KS,art,brain_diffuser
4,clipvision_patches,0.0450588054462712,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,KS,art,brain_diffuser
0,vdvae,0.0014454535069154,low_level_short,0.8,False,False,deeprecon,KS,test,brain_diffuser
1,cliptext_final,0.1805021916311921,low_level_short,0.8,False,False,deeprecon,KS,test,brain_diffuser
2,cliptext_tokens,0.1574299519708145,low_level_short,0.8,False,False,deeprecon,KS,test,brain_diffuser
3,clipvision_final,0.2196085868280097,low_level_short,0.8,False,False,deeprecon,KS,test,brain_diffuser
4,clipvision_patches,0.0854864301989547,low_level_short,0.8,False,False,deeprecon,KS,test,brain_diffuser
0,vdvae,0.0010057934084659,low_level_short,0.8,False,False,deeprecon,KS,art,brain_diffuser
1,cliptext_final,0.0478593976132555,low_level_short,0.8,False,False,deeprecon,KS,art,brain_diffuser
2,cliptext_tokens,0.0608649099891593,low_level_short,0.8,False,False,deeprecon,KS,art,brain_diffuser
3,clipvision_final,0.0347333832324695,low_level_short,0.8,False,False,deeprecon,KS,art,brain_diffuser
4,clipvision_patches,0.0450588054462712,low_level_short,0.8,False,False,deeprecon,KS,art,brain_diffuser
0,vdvae,0.0014454535069154,low_level_long,0.8,False,False,deeprecon,KS,test,brain_diffuser
1,cliptext_final,0.1549257346535439,low_level_long,0.8,False,False,deeprecon,KS,test,brain_diffuser
2,cliptext_tokens,0.1135421580709516,low_level_long,0.8,False,False,deeprecon,KS,test,brain_diffuser
3,clipvision_final,0.2196085868280097,low_level_long,0.8,False,False,deeprecon,KS,test,brain_diffuser
4,clipvision_patches,0.0854864301989547,low_level_long,0.8,False,False,deeprecon,KS,test,brain_diffuser
0,vdvae,0.0010057934084659,low_level_long,0.8,False,False,deeprecon,KS,art,brain_diffuser
1,cliptext_final,0.0560632691581574,low_level_long,0.8,False,False,deeprecon,KS,art,brain_diffuser
2,cliptext_tokens,0.0629071920343461,low_level_long,0.8,False,False,deeprecon,KS,art,brain_diffuser
3,clipvision_final,0.0347333832324695,low_level_long,0.8,False,False,deeprecon,KS,art,brain_diffuser
4,clipvision_patches,0.0450588054462712,low_level_long,0.8,False,False,deeprecon,KS,art,brain_diffuser
0,vdvae,0.0014454535069154,high_level_short,0.8,False,False,deeprecon,KS,test,brain_diffuser
1,cliptext_final,0.2303669888450787,high_level_short,0.8,False,False,deeprecon,KS,test,brain_diffuser
2,cliptext_tokens,0.2146856551986191,high_level_short,0.8,False,False,deeprecon,KS,test,brain_diffuser
3,clipvision_final,0.2196085868280097,high_level_short,0.8,False,False,deeprecon,KS,test,brain_diffuser
4,clipvision_patches,0.0854864301989547,high_level_short,0.8,False,False,deeprecon,KS,test,brain_diffuser
0,vdvae,0.0010057934084659,high_level_short,0.8,False,False,deeprecon,KS,art,brain_diffuser
1,cliptext_final,0.0306168486518778,high_level_short,0.8,False,False,deeprecon,KS,art,brain_diffuser
2,cliptext_tokens,0.0405894507320834,high_level_short,0.8,False,False,deeprecon,KS,art,brain_diffuser
3,clipvision_final,0.0347333832324695,high_level_short,0.8,False,False,deeprecon,KS,art,brain_diffuser
4,clipvision_patches,0.0450588054462712,high_level_short,0.8,False,False,deeprecon,KS,art,brain_diffuser
0,vdvae,0.0014454535069154,high_level_long,0.8,False,False,deeprecon,KS,test,brain_diffuser
1,cliptext_final,0.2091382877717031,high_level_long,0.8,False,False,deeprecon,KS,test,brain_diffuser
2,cliptext_tokens,0.1714182674226487,high_level_long,0.8,False,False,deeprecon,KS,test,brain_diffuser
3,clipvision_final,0.2196085868280097,high_level_long,0.8,False,False,deeprecon,KS,test,brain_diffuser
4,clipvision_patches,0.0854864301989547,high_level_long,0.8,False,False,deeprecon,KS,test,brain_diffuser
0,vdvae,0.0010057934084659,high_level_long,0.8,False,False,deeprecon,KS,art,brain_diffuser
1,cliptext_final,0.0310696824812245,high_level_long,0.8,False,False,deeprecon,KS,art,brain_diffuser
2,cliptext_tokens,0.0410974887823559,high_level_long,0.8,False,False,deeprecon,KS,art,brain_diffuser
3,clipvision_final,0.0347333832324695,high_level_long,0.8,False,False,deeprecon,KS,art,brain_diffuser
4,clipvision_patches,0.0450588054462712,high_level_long,0.8,False,False,deeprecon,KS,art,brain_diffuser
0,vdvae,0.0008130674636661,human_captions,0.4,False,False,deeprecon,ES,test,brain_diffuser
1,cliptext_final,0.2780724702625693,human_captions,0.4,False,False,deeprecon,ES,test,brain_diffuser
2,cliptext_tokens,0.2704127580827369,human_captions,0.4,False,False,deeprecon,ES,test,brain_diffuser
3,clipvision_final,0.2398393072050076,human_captions,0.4,False,False,deeprecon,ES,test,brain_diffuser
4,clipvision_patches,0.0932072247677595,human_captions,0.4,False,False,deeprecon,ES,test,brain_diffuser
0,vdvae,0.0004734029439754,human_captions,0.4,False,False,deeprecon,ES,art,brain_diffuser
1,cliptext_final,0.0478186636508446,human_captions,0.4,False,False,deeprecon,ES,art,brain_diffuser
2,cliptext_tokens,0.0589016082365247,human_captions,0.4,False,False,deeprecon,ES,art,brain_diffuser
3,clipvision_final,0.0253209730737066,human_captions,0.4,False,False,deeprecon,ES,art,brain_diffuser
4,clipvision_patches,0.0427280975040695,human_captions,0.4,False,False,deeprecon,ES,art,brain_diffuser
0,vdvae,0.0008130674636661,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,ES,test,brain_diffuser
1,cliptext_final,-0.0061076889030178,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,ES,test,brain_diffuser
2,cliptext_tokens,-0.004042276289264,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,ES,test,brain_diffuser
3,clipvision_final,0.2398393072050076,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,ES,test,brain_diffuser
4,clipvision_patches,0.0932072247677595,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,ES,test,brain_diffuser
0,vdvae,0.0004734029439754,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,ES,art,brain_diffuser
1,cliptext_final,0.0027666555463715,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,ES,art,brain_diffuser
2,cliptext_tokens,-0.0020035798200027,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,ES,art,brain_diffuser
3,clipvision_final,0.0253209730737066,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,ES,art,brain_diffuser
4,clipvision_patches,0.0427280975040695,human_captions_shuffled_single_caption,0.4,False,False,deeprecon,ES,art,brain_diffuser
0,vdvae,0.0008130674636661,low_level_short,0.4,False,False,deeprecon,ES,test,brain_diffuser
1,cliptext_final,0.1770255583195918,low_level_short,0.4,False,False,deeprecon,ES,test,brain_diffuser
2,cliptext_tokens,0.1533513394314592,low_level_short,0.4,False,False,deeprecon,ES,test,brain_diffuser
3,clipvision_final,0.2398393072050076,low_level_short,0.4,False,False,deeprecon,ES,test,brain_diffuser
4,clipvision_patches,0.0932072247677595,low_level_short,0.4,False,False,deeprecon,ES,test,brain_diffuser
0,vdvae,0.0004734029439754,low_level_short,0.4,False,False,deeprecon,ES,art,brain_diffuser
1,cliptext_final,0.0711273294934316,low_level_short,0.4,False,False,deeprecon,ES,art,brain_diffuser
2,cliptext_tokens,0.079004843222029,low_level_short,0.4,False,False,deeprecon,ES,art,brain_diffuser
3,clipvision_final,0.0253209730737066,low_level_short,0.4,False,False,deeprecon,ES,art,brain_diffuser
4,clipvision_patches,0.0427280975040695,low_level_short,0.4,False,False,deeprecon,ES,art,brain_diffuser
0,vdvae,0.0008130674636661,low_level_long,0.4,False,False,deeprecon,ES,test,brain_diffuser
1,cliptext_final,0.1574476127967528,low_level_long,0.4,False,False,deeprecon,ES,test,brain_diffuser
2,cliptext_tokens,0.1141794257660563,low_level_long,0.4,False,False,deeprecon,ES,test,brain_diffuser
3,clipvision_final,0.2398393072050076,low_level_long,0.4,False,False,deeprecon,ES,test,brain_diffuser
4,clipvision_patches,0.0932072247677595,low_level_long,0.4,False,False,deeprecon,ES,test,brain_diffuser
0,vdvae,0.0004734029439754,low_level_long,0.4,False,False,deeprecon,ES,art,brain_diffuser
1,cliptext_final,0.0764612308214662,low_level_long,0.4,False,False,deeprecon,ES,art,brain_diffuser
2,cliptext_tokens,0.0701991540058244,low_level_long,0.4,False,False,deeprecon,ES,art,brain_diffuser
3,clipvision_final,0.0253209730737066,low_level_long,0.4,False,False,deeprecon,ES,art,brain_diffuser
4,clipvision_patches,0.0427280975040695,low_level_long,0.4,False,False,deeprecon,ES,art,brain_diffuser
0,vdvae,0.0008130674636661,high_level_short,0.4,False,False,deeprecon,ES,test,brain_diffuser
1,cliptext_final,0.2455972326965569,high_level_short,0.4,False,False,deeprecon,ES,test,brain_diffuser
2,cliptext_tokens,0.2281555173375096,high_level_short,0.4,False,False,deeprecon,ES,test,brain_diffuser
3,clipvision_final,0.2398393072050076,high_level_short,0.4,False,False,deeprecon,ES,test,brain_diffuser
4,clipvision_patches,0.0932072247677595,high_level_short,0.4,False,False,deeprecon,ES,test,brain_diffuser
0,vdvae,0.0004734029439754,high_level_short,0.4,False,False,deeprecon,ES,art,brain_diffuser
1,cliptext_final,0.0349618619486806,high_level_short,0.4,False,False,deeprecon,ES,art,brain_diffuser
2,cliptext_tokens,0.0429652051492707,high_level_short,0.4,False,False,deeprecon,ES,art,brain_diffuser
3,clipvision_final,0.0253209730737066,high_level_short,0.4,False,False,deeprecon,ES,art,brain_diffuser
4,clipvision_patches,0.0427280975040695,high_level_short,0.4,False,False,deeprecon,ES,art,brain_diffuser
0,vdvae,0.0008130674636661,high_level_long,0.4,False,False,deeprecon,ES,test,brain_diffuser
1,cliptext_final,0.2214808265574776,high_level_long,0.4,False,False,deeprecon,ES,test,brain_diffuser
2,cliptext_tokens,0.1822161604593603,high_level_long,0.4,False,False,deeprecon,ES,test,brain_diffuser
3,clipvision_final,0.2398393072050076,high_level_long,0.4,False,False,deeprecon,ES,test,brain_diffuser
4,clipvision_patches,0.0932072247677595,high_level_long,0.4,False,False,deeprecon,ES,test,brain_diffuser
0,vdvae,0.0004734029439754,high_level_long,0.4,False,False,deeprecon,ES,art,brain_diffuser
1,cliptext_final,0.0441363239146061,high_level_long,0.4,False,False,deeprecon,ES,art,brain_diffuser
2,cliptext_tokens,0.0466354862811148,high_level_long,0.4,False,False,deeprecon,ES,art,brain_diffuser
3,clipvision_final,0.0253209730737066,high_level_long,0.4,False,False,deeprecon,ES,art,brain_diffuser
4,clipvision_patches,0.0427280975040695,high_level_long,0.4,False,False,deeprecon,ES,art,brain_diffuser
0,vdvae,0.0008130674636661,human_captions,0.8,False,False,deeprecon,ES,test,brain_diffuser
1,cliptext_final,0.2780724714847875,human_captions,0.8,False,False,deeprecon,ES,test,brain_diffuser
2,cliptext_tokens,0.270412758397955,human_captions,0.8,False,False,deeprecon,ES,test,brain_diffuser
3,clipvision_final,0.2398393072050076,human_captions,0.8,False,False,deeprecon,ES,test,brain_diffuser
4,clipvision_patches,0.0932072247677595,human_captions,0.8,False,False,deeprecon,ES,test,brain_diffuser
0,vdvae,0.0004734029439754,human_captions,0.8,False,False,deeprecon,ES,art,brain_diffuser
1,cliptext_final,0.0478186523217342,human_captions,0.8,False,False,deeprecon,ES,art,brain_diffuser
2,cliptext_tokens,0.0589016005025498,human_captions,0.8,False,False,deeprecon,ES,art,brain_diffuser
3,clipvision_final,0.0253209730737066,human_captions,0.8,False,False,deeprecon,ES,art,brain_diffuser
4,clipvision_patches,0.0427280975040695,human_captions,0.8,False,False,deeprecon,ES,art,brain_diffuser
0,vdvae,0.0008130674636661,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,ES,test,brain_diffuser
1,cliptext_final,-0.0061076873729326,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,ES,test,brain_diffuser
2,cliptext_tokens,-0.0040422746034523,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,ES,test,brain_diffuser
3,clipvision_final,0.2398393072050076,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,ES,test,brain_diffuser
4,clipvision_patches,0.0932072247677595,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,ES,test,brain_diffuser
0,vdvae,0.0004734029439754,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,ES,art,brain_diffuser
1,cliptext_final,0.0027666425640508,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,ES,art,brain_diffuser
2,cliptext_tokens,-0.0020035910516403,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,ES,art,brain_diffuser
3,clipvision_final,0.0253209730737066,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,ES,art,brain_diffuser
4,clipvision_patches,0.0427280975040695,human_captions_shuffled_single_caption,0.8,False,False,deeprecon,ES,art,brain_diffuser
0,vdvae,0.0008130674636661,low_level_short,0.8,False,False,deeprecon,ES,test,brain_diffuser
1,cliptext_final,0.1770255583195918,low_level_short,0.8,False,False,deeprecon,ES,test,brain_diffuser
2,cliptext_tokens,0.1533513394314592,low_level_short,0.8,False,False,deeprecon,ES,test,brain_diffuser
3,clipvision_final,0.2398393072050076,low_level_short,0.8,False,False,deeprecon,ES,test,brain_diffuser
4,clipvision_patches,0.0932072247677595,low_level_short,0.8,False,False,deeprecon,ES,test,brain_diffuser
0,vdvae,0.0004734029439754,low_level_short,0.8,False,False,deeprecon,ES,art,brain_diffuser
1,cliptext_final,0.0711273294934316,low_level_short,0.8,False,False,deeprecon,ES,art,brain_diffuser
2,cliptext_tokens,0.079004843222029,low_level_short,0.8,False,False,deeprecon,ES,art,brain_diffuser
3,clipvision_final,0.0253209730737066,low_level_short,0.8,False,False,deeprecon,ES,art,brain_diffuser
4,clipvision_patches,0.0427280975040695,low_level_short,0.8,False,False,deeprecon,ES,art,brain_diffuser
0,vdvae,0.0008130674636661,low_level_long,0.8,False,False,deeprecon,ES,test,brain_diffuser
1,cliptext_final,0.1574476127967528,low_level_long,0.8,False,False,deeprecon,ES,test,brain_diffuser
2,cliptext_tokens,0.1141794257660563,low_level_long,0.8,False,False,deeprecon,ES,test,brain_diffuser
3,clipvision_final,0.2398393072050076,low_level_long,0.8,False,False,deeprecon,ES,test,brain_diffuser
4,clipvision_patches,0.0932072247677595,low_level_long,0.8,False,False,deeprecon,ES,test,brain_diffuser
0,vdvae,0.0004734029439754,low_level_long,0.8,False,False,deeprecon,ES,art,brain_diffuser
1,cliptext_final,0.0764612308214662,low_level_long,0.8,False,False,deeprecon,ES,art,brain_diffuser
2,cliptext_tokens,0.0701991540058244,low_level_long,0.8,False,False,deeprecon,ES,art,brain_diffuser
3,clipvision_final,0.0253209730737066,low_level_long,0.8,False,False,deeprecon,ES,art,brain_diffuser
4,clipvision_patches,0.0427280975040695,low_level_long,0.8,False,False,deeprecon,ES,art,brain_diffuser
0,vdvae,0.0008130674636661,high_level_short,0.8,False,False,deeprecon,ES,test,brain_diffuser
1,cliptext_final,0.2455972326965569,high_level_short,0.8,False,False,deeprecon,ES,test,brain_diffuser
2,cliptext_tokens,0.2281555173375096,high_level_short,0.8,False,False,deeprecon,ES,test,brain_diffuser
3,clipvision_final,0.2398393072050076,high_level_short,0.8,False,False,deeprecon,ES,test,brain_diffuser
4,clipvision_patches,0.0932072247677595,high_level_short,0.8,False,False,deeprecon,ES,test,brain_diffuser
0,vdvae,0.0004734029439754,high_level_short,0.8,False,False,deeprecon,ES,art,brain_diffuser
1,cliptext_final,0.0349618619486806,high_level_short,0.8,False,False,deeprecon,ES,art,brain_diffuser
2,cliptext_tokens,0.0429652051492707,high_level_short,0.8,False,False,deeprecon,ES,art,brain_diffuser
3,clipvision_final,0.0253209730737066,high_level_short,0.8,False,False,deeprecon,ES,art,brain_diffuser
4,clipvision_patches,0.0427280975040695,high_level_short,0.8,False,False,deeprecon,ES,art,brain_diffuser
0,vdvae,0.0008130674636661,high_level_long,0.8,False,False,deeprecon,ES,test,brain_diffuser
1,cliptext_final,0.2214808265574776,high_level_long,0.8,False,False,deeprecon,ES,test,brain_diffuser
2,cliptext_tokens,0.1822161604593603,high_level_long,0.8,False,False,deeprecon,ES,test,brain_diffuser
3,clipvision_final,0.2398393072050076,high_level_long,0.8,False,False,deeprecon,ES,test,brain_diffuser
4,clipvision_patches,0.0932072247677595,high_level_long,0.8,False,False,deeprecon,ES,test,brain_diffuser
0,vdvae,0.0004734029439754,high_level_long,0.8,False,False,deeprecon,ES,art,brain_diffuser
1,cliptext_final,0.0441363239146061,high_level_long,0.8,False,False,deeprecon,ES,art,brain_diffuser
2,cliptext_tokens,0.0466354862811148,high_level_long,0.8,False,False,deeprecon,ES,art,brain_diffuser
3,clipvision_final,0.0253209730737066,high_level_long,0.8,False,False,deeprecon,ES,art,brain_diffuser
4,clipvision_patches,0.0427280975040695,high_level_long,0.8,False,False,deeprecon,ES,art,brain_diffuser
0,vdvae,0.0008293445328541,human_captions,0.4,False,False,deeprecon,JK,test,brain_diffuser
1,cliptext_final,0.262532762329176,human_captions,0.4,False,False,deeprecon,JK,test,brain_diffuser
2,cliptext_tokens,0.2569457019431034,human_captions,0.4,False,False,deeprecon,JK,test,brain_diffuser
3,clipvision_final,0.2164704120609432,human_captions,0.4,False,False,deeprecon,JK,test,brain_diffuser
4,clipvision_patches,0.0857074531092917,human_captions,0.4,False,False,deeprecon,JK,test,brain_diffuser
0,vdvae,0.0002244844750728,human_captions,0.4,False,False,deeprecon,JK,art,brain_diffuser
1,cliptext_final,0.0259074896048164,human_captions,0.4,False,False,deeprecon,JK,art,brain_diffuser
2,cliptext_tokens,0.037404072037465,human_captions,0.4,False,False,deeprecon,JK,art,brain_diffuser
3,clipvision_final,0.0206615461186872,human_captions,0.4,False,False,deeprecon,JK,art,brain_diffuser
