vdvae,cliptext_final,cliptext_tokens,clipvision_final,clipvision_patches,id_acc_vdvae,id_acc_cliptext,id_acc_clipvision,im,dataset,sub,test_dataset,algorithm_bd,conv1_1,conv1_2,conv2_1,conv2_2,conv3_1,conv3_2,conv3_3,conv3_4,conv4_1,conv4_2,conv4_3,conv4_4,conv5_1,conv5_2,conv5_3,conv5_4,fc6,fc7,fc8,id_acc,algorithm_icnn
0.0087966727684474,0.7494069380874051,0.7053878998217612,0.6217372899376541,0.4973476080188925,0.717948717948718,0.9487179487179487,0.5897435897435898,1,deeprecon,AM,art,brain_diffuser,0.2523138138530895,0.0502245410783162,0.0061511164767495,0.0105918771586474,0.0452626079463873,0.0534333985586939,0.090967376291724,0.0279219235204457,0.1313093786239499,0.1073855990612976,0.1252652395321704,0.2382342421919583,0.2034570638845824,0.1700458991450633,0.1094864706052399,0.273506173719267,0.0060244521036185,0.0239436025521784,0.2807889209410839,0.775,icnn
-0.004413624068952,0.5766350513898033,0.5341133223966301,0.5240882435860307,0.4180367725293387,0.28205128205128205,0.4358974358974359,0.358974358974359,2,deeprecon,AM,art,brain_diffuser,0.0481559095463826,-0.0671760222842669,-0.0025756496450619,-0.0169353027424919,0.036159201500093,0.0757488652737448,0.0136393982218179,0.0483812134992365,0.1081155613201296,0.0709424072500867,0.0465605005796669,0.0224917945739555,0.0431876508878532,0.0352859415544345,0.0173937677437578,-0.1462048788771103,-0.065940506475403,-0.1274169280750188,0.1970290799166586,0.75,icnn
0.0011119948328554,0.5336062738086613,0.4526594959114773,0.4774390766808306,0.3178844966554868,0.5128205128205128,0.05128205128205128,0.10256410256410256,3,deeprecon,AM,art,brain_diffuser,0.0544136604629898,0.0348034939673961,0.0713722210946693,-0.0142441017978614,0.0344766273191972,0.0566696321711311,0.0171885578985647,0.0315173172019039,0.0988528855514743,0.0303956261455256,0.1063626825824917,0.1536343940175401,0.1170464396333155,0.0701263305087621,0.0853191352733101,0.0653027911469003,-0.1287005967363537,-0.1737305247175068,-0.2466308942987501,0.825,icnn
0.0035231505863422,0.6668554619650496,0.6313695607339006,0.6044735446610398,0.5732739740428516,0.5897435897435898,0.6923076923076923,0.7435897435897436,4,deeprecon,AM,art,brain_diffuser,0.2173680182443748,0.2125029681766524,0.1389607998672095,0.1110544379270294,0.1322780278271653,0.1506788021583316,0.2518184104818537,0.1647300516239977,0.1803306554225406,0.2344819108673449,0.3357408343078045,0.4929859194596757,0.3593792428356036,0.3960409596568826,0.3905906505965731,0.5911121612207421,0.2055953045410425,0.237995219036241,0.0378338807326114,0.875,icnn
0.0020452897748097,0.553614519026158,0.5033555401154978,0.4063410701643724,0.4013309665062483,0.38461538461538464,0.20512820512820512,0.23076923076923078,5,deeprecon,AM,art,brain_diffuser,0.1342085432914402,0.0659190730227056,-0.0152708906390631,0.0252336396819688,0.0174710540497315,0.066581353439612,0.016857585120118,0.059637250599517,0.1651451023781651,0.1860534105026025,0.1464835843262834,0.1682444575897566,0.1875987406067671,0.1395081284503316,0.0227873235624947,-0.0240083497693738,-0.0274041680390113,-0.0562312530910878,0.1910866604816885,0.975,icnn
0.0103720440228899,0.5549724148832765,0.5018719988368662,0.4856561659137494,0.3157495011678826,0.8461538461538461,0.3333333333333333,0.05128205128205128,6,deeprecon,AM,art,brain_diffuser,0.3271683833358072,0.2129356417946701,0.1309142898068265,0.0292560588185134,0.0468551158324713,0.0991403244989021,-0.0053537153186837,0.0467458662828035,0.12977761768743,0.1082524175415858,0.1219265765889476,0.0628306146511165,0.0676307669382592,0.018048162496421,0.0087496057976425,-0.1277814409194601,-0.1375636640170935,-0.2236894120347689,-0.0711770055796174,0.925,icnn
-0.0006205782547976,0.5758790658713953,0.5633486264420857,0.5116837028143219,0.3508188742069598,0.38461538461538464,0.38461538461538464,0.1282051282051282,7,deeprecon,AM,art,brain_diffuser,-0.0384585707015552,-0.1272751471040579,-0.1106394304578228,-0.0378461706492059,0.0565185034554903,0.0704911188713457,0.0543052230532156,0.0207343639980553,0.143913400955763,0.0980638095188858,0.0268925837564491,-0.083771202203709,0.0319485406874671,0.0571509827592239,-0.0377001717327194,-0.2367004408217434,0.0063784798254955,-0.0589266598110976,0.2205265985204356,0.3,icnn
0.0084594983808517,0.7411006462789735,0.719772593371454,0.5732894668227541,0.505183004269003,0.6666666666666666,0.9743589743589743,0.6410256410256411,8,deeprecon,AM,art,brain_diffuser,0.0452072300764377,-0.0524611931871105,-0.0001235013583342,0.0209666808814855,0.0765571864199812,0.0986416417883609,0.1553961066753527,0.0868676208535273,0.2003356888959129,0.2099204919756858,0.2250161219596261,0.3239220019591645,0.304023171996879,0.3055699391948115,0.265943958122073,0.4337889587961633,0.1335848888889208,0.1194944321285945,0.1971497073916894,0.975,icnn
-0.0052894859196183,0.5253945879963033,0.488750002106804,0.5094609076217581,0.3977690088229869,0.15384615384615385,0.15384615384615385,0.1794871794871795,9,deeprecon,AM,art,brain_diffuser,0.0737274026853113,-0.1927757803524781,-0.0768514277399941,0.0033566707907497,0.0667047659143001,0.1031929168909815,0.0563095382479002,0.030480530250186,0.2017322244283609,0.1469026022114324,0.1007301508975419,0.0895887378040364,0.1631052586564873,0.1121753485419557,0.0016645089519298,-0.0895095638909735,-0.0839668392719025,-0.1263493010492204,-0.0020394656101329,0.8,icnn
0.0202274998713958,0.6739952028344776,0.6379371822339611,0.6355751212797399,0.6297109719777394,1.0,0.7435897435897436,0.9743589743589743,10,deeprecon,AM,art,brain_diffuser,0.2203150957124547,0.3103409088043607,0.1945554209113003,0.1063929181093708,0.1121943863527593,0.1255075442082507,0.2479006260896825,0.2190972041305133,0.1424219867377443,0.2282516215791318,0.2979701170555029,0.4029960378816392,0.2950133794100938,0.3497104520808936,0.3940406225758237,0.5583042598264294,0.3966988906015073,0.4638419593585994,0.434000635367715,0.875,icnn
